"","Year","Month","Day","forc_npp","forc_sw","forc_st"
"1",2001,1,1,0.32,0.1,39.7
"2",2001,1,2,0.34,0.1,40.1
"3",2001,1,3,0.35,0.1,40.7
"4",2001,1,4,0.37,0.1,41.2
"5",2001,1,5,0.39,0.1,41.3
"6",2001,1,6,0.4,0.1,41.8
"7",2001,1,7,0.42,0.1,41.5
"8",2001,1,8,0.43,0.1,40
"9",2001,1,9,0.45,0.1,40.5
"10",2001,1,10,0.46,0.1,40.4
"11",2001,1,11,0.47,0.1,40.4
"12",2001,1,12,0.49,0.1,40.6
"13",2001,1,13,0.5,0.1,41.3
"14",2001,1,14,0.51,0.1,40.6
"15",2001,1,15,0.53,0.1,40.2
"16",2001,1,16,0.54,0.1,39.5
"17",2001,1,17,0.55,0.14,37.8
"18",2001,1,18,0.56,0.22,33.4
"19",2001,1,19,0.57,0.33,30.8
"20",2001,1,20,0.58,0.37,29.6
"21",2001,1,21,0.6,0.33,31.1
"22",2001,1,22,0.61,0.3,31.6
"23",2001,1,23,0.62,0.27,31.8
"24",2001,1,24,0.63,0.28,31.8
"25",2001,1,25,0.64,0.28,30.7
"26",2001,1,26,0.66,0.27,31.4
"27",2001,1,27,0.67,0.25,32
"28",2001,1,28,0.69,0.23,32.6
"29",2001,1,29,0.7,0.21,33
"30",2001,1,30,0.72,0.19,34
"31",2001,1,31,0.74,0.18,32.8
"32",2001,2,1,0.76,0.18,31.9
"33",2001,2,2,0.78,0.17,33.4
"34",2001,2,3,0.8,0.17,35.2
"35",2001,2,4,0.83,0.16,36.8
"36",2001,2,5,0.85,0.16,38.2
"37",2001,2,6,0.88,0.16,38.5
"38",2001,2,7,0.9,0.16,38.9
"39",2001,2,8,0.93,0.16,37.5
"40",2001,2,9,0.96,0.19,35.7
"41",2001,2,10,0.98,0.27,32.5
"42",2001,2,11,1,0.27,32.2
"43",2001,2,12,1.03,0.27,32.2
"44",2001,2,13,1.05,0.24,31.5
"45",2001,2,14,1.06,0.22,30.7
"46",2001,2,15,1.08,0.2,30.1
"47",2001,2,16,1.09,0.19,31.1
"48",2001,2,17,1.1,0.18,31.8
"49",2001,2,18,1.1,0.17,33
"50",2001,2,19,1.1,0.17,34.4
"51",2001,2,20,1.1,0.17,31.5
"52",2001,2,21,1.09,0.17,30.7
"53",2001,2,22,1.08,0.17,30.4
"54",2001,2,23,1.07,0.18,30.4
"55",2001,2,24,1.05,0.18,30.1
"56",2001,2,25,1.03,0.17,31.2
"57",2001,2,26,1.01,0.16,33.8
"58",2001,2,27,0.99,0.15,36.1
"59",2001,2,28,0.97,0.16,36.5
"60",2001,3,1,0.95,0.15,34.9
"61",2001,3,2,0.93,0.15,36.3
"62",2001,3,3,0.91,0.14,36.8
"63",2001,3,4,0.89,0.14,37
"64",2001,3,5,0.88,0.14,36.9
"65",2001,3,6,0.86,0.14,37
"66",2001,3,7,0.85,0.14,35.4
"67",2001,3,8,0.83,0.14,35.8
"68",2001,3,9,0.82,0.14,37.2
"69",2001,3,10,0.81,0.14,37.2
"70",2001,3,11,0.81,0.14,37.2
"71",2001,3,12,0.8,0.14,36.2
"72",2001,3,13,0.79,0.14,35.1
"73",2001,3,14,0.79,0.13,35.9
