"","Year","Month","Day","forc_npp","forc_sw","forc_st"
"1",2001,1,1,0.02,0.13,31.2
"2",2001,1,2,0.02,0.12,32.8
"3",2001,1,3,0.02,0.12,33.5
"4",2001,1,4,0.02,0.12,33.1
"5",2001,1,5,0.02,0.12,34.1
"6",2001,1,6,0.02,0.12,32.8
"7",2001,1,7,0.03,0.12,32.8
"8",2001,1,8,0.03,0.12,33.4
"9",2001,1,9,0.03,0.12,34.1
"10",2001,1,10,0.04,0.12,35.1
"11",2001,1,11,0.04,0.12,36.5
"12",2001,1,12,0.05,0.12,37.8
"13",2001,1,13,0.05,0.12,38.6
"14",2001,1,14,0.06,0.12,39.4
"15",2001,1,15,0.07,0.12,37.7
"16",2001,1,16,0.07,0.12,36
"17",2001,1,17,0.08,0.12,35.7
"18",2001,1,18,0.09,0.12,33.7
"19",2001,1,19,0.09,0.12,33.9
"20",2001,1,20,0.1,0.12,35.3
"21",2001,1,21,0.11,0.12,36.9
"22",2001,1,22,0.11,0.12,38
"23",2001,1,23,0.12,0.12,38.7
"24",2001,1,24,0.12,0.12,37.1
"25",2001,1,25,0.13,0.14,35.1
"26",2001,1,26,0.13,0.15,32.5
"27",2001,1,27,0.14,0.14,29.6
"28",2001,1,28,0.14,0.13,29.1
"29",2001,1,29,0.14,0.13,30.7
"30",2001,1,30,0.15,0.12,30.5
"31",2001,1,31,0.15,0.12,30.9
"32",2001,2,1,0.15,0.12,32
"33",2001,2,2,0.15,0.12,33.2
"34",2001,2,3,0.15,0.12,33.3
"35",2001,2,4,0.15,0.15,32.9
"36",2001,2,5,0.15,0.17,31.2
"37",2001,2,6,0.14,0.17,30.6
"38",2001,2,7,0.14,0.16,31.3
"39",2001,2,8,0.14,0.14,32.2
"40",2001,2,9,0.13,0.13,32.8
"41",2001,2,10,0.13,0.13,31.1
"42",2001,2,11,0.12,0.13,32.9
"43",2001,2,12,0.12,0.13,34.8
"44",2001,2,13,0.11,0.13,34.1
"45",2001,2,14,0.11,0.13,30.4
"46",2001,2,15,0.1,0.13,28.4
"47",2001,2,16,0.1,0.13,28.3
"48",2001,2,17,0.09,0.13,30.2
"49",2001,2,18,0.09,0.13,31
"50",2001,2,19,0.09,0.13,32.3
"51",2001,2,20,0.08,0.13,32.5
"52",2001,2,21,0.08,0.13,32.8
"53",2001,2,22,0.07,0.12,33.5
"54",2001,2,23,0.07,0.12,34
"55",2001,2,24,0.07,0.12,33.5
"56",2001,2,25,0.06,0.12,33.9
"57",2001,2,26,0.06,0.12,34.4
"58",2001,2,27,0.06,0.12,32.7
"59",2001,2,28,0.05,0.12,30.9
"60",2001,3,1,0.05,0.12,29.9
"61",2001,3,2,0.05,0.12,30
"62",2001,3,3,0.05,0.12,30.2
"63",2001,3,4,0.04,0.12,30.7
"64",2001,3,5,0.04,0.12,31.1
"65",2001,3,6,0.04,0.12,30.5
"66",2001,3,7,0.04,0.12,30.6
"67",2001,3,8,0.04,0.12,30.8
"68",2001,3,9,0.03,0.12,31.3
"69",2001,3,10,0.03,0.12,32.3
"70",2001,3,11,0.03,0.12,31.6
"71",2001,3,12,0.03,0.12,28.2
"72",2001,3,13,0.03,0.12,26.8
"73",2001,3,14,0.03,0.12,26.7
"74",2001,3,15,0.02,0.12,28.5
"75",2001,3,16,0.02,0.14,26.3
"76",2001,3,17,0.02,0.14,23.7
"77",2001,3,18,0.02,0.13,23.2
"78",2001,3,19,0.02,0.13,23.5
"79",2001,3,20,0.01,0.12,24.9
"80",2001,3,21,0.01,0.12,23.8
"81",2001,3,22,0.01,0.12,23.2
"82",2001,3,23,0.01,0.12,24.9
"83",2001,3,24,0,0.12,25
"84",2001,3,25,0,0.12,24.2
"85",2001,3,26,0,0.12,23.8
"86",2001,3,27,0,0.12,23.7
"87",2001,3,28,-0.01,0.12,22.6
"88",2001,3,29,-0.01,0.12,22.1
"89",2001,3,30,-0.01,0.12,23.3
"90",2001,3,31,-0.01,0.12,25.6
"91",2001,4,1,-0.01,0.12,26.4
"92",2001,4,2,-0.01,0.12,24.7
"93",2001,4,3,-0.01,0.12,24.8
"94",2001,4,4,-0.01,0.12,25
"95",2001,4,5,-0.01,0.12,25.3
"96",2001,4,6,0,0.12,25.8
"97",2001,4,7,0,0.12,25.7
"98",2001,4,8,0.01,0.12,24.6
"99",2001,4,9,0.01,0.12,23
"100",2001,4,10,0.02,0.12,22.7
"101",2001,4,11,0.03,0.12,21.9
"102",2001,4,12,0.03,0.12,20.2
"103",2001,4,13,0.04,0.12,20.3
"104",2001,4,14,0.05,0.12,21.6
