"","Year","Month","Day","forc_npp","forc_sw","forc_st"
"1",2001,1,1,1.03,0.17,28.6
"2",2001,1,2,1.07,0.17,29
"3",2001,1,3,1.09,0.17,29.9
"4",2001,1,4,1.1,0.17,30.7
"5",2001,1,5,1.1,0.17,31.7
"6",2001,1,6,1.09,0.17,31.8
"7",2001,1,7,1.08,0.17,31.9
"8",2001,1,8,1.05,0.17,31.6
"9",2001,1,9,1.02,0.17,30
"10",2001,1,10,0.99,0.17,29.4
"11",2001,1,11,0.95,0.16,30.5
"12",2001,1,12,0.91,0.16,32.4
"13",2001,1,13,0.87,0.16,33.3
"14",2001,1,14,0.83,0.16,34.3
"15",2001,1,15,0.79,0.16,35.8
"16",2001,1,16,0.75,0.16,34.8
"17",2001,1,17,0.71,0.16,33.8
"18",2001,1,18,0.68,0.16,32
"19",2001,1,19,0.65,0.16,30.6
"20",2001,1,20,0.62,0.16,30.4
"21",2001,1,21,0.6,0.16,31.9
"22",2001,1,22,0.58,0.16,33.7
"23",2001,1,23,0.56,0.16,35.1
"24",2001,1,24,0.54,0.16,35.3
"25",2001,1,25,0.53,0.16,35.2
"26",2001,1,26,0.52,0.16,35.1
"27",2001,1,27,0.51,0.16,33.5
"28",2001,1,28,0.5,0.16,32.4
"29",2001,1,29,0.49,0.16,33
"30",2001,1,30,0.49,0.16,29.5
"31",2001,1,31,0.48,0.17,28.1
"32",2001,2,1,0.48,0.16,27.6
"33",2001,2,2,0.47,0.16,29
"34",2001,2,3,0.46,0.16,28.7
"35",2001,2,4,0.46,0.17,28.9
"36",2001,2,5,0.45,0.19,29.3
"37",2001,2,6,0.45,0.19,29.3
"38",2001,2,7,0.44,0.19,28.9
"39",2001,2,8,0.44,0.18,29.6
"40",2001,2,9,0.43,0.18,30.8
"41",2001,2,10,0.43,0.17,30.3
"42",2001,2,11,0.42,0.17,30.6
"43",2001,2,12,0.42,0.17,31.2
"44",2001,2,13,0.41,0.17,32.2
"45",2001,2,14,0.41,0.17,30.7
"46",2001,2,15,0.41,0.17,28.6
"47",2001,2,16,0.4,0.16,28.2
"48",2001,2,17,0.4,0.16,28
"49",2001,2,18,0.4,0.16,28.2
"50",2001,2,19,0.4,0.16,28.6
"51",2001,2,20,0.4,0.16,28.3
"52",2001,2,21,0.4,0.16,28.7
"53",2001,2,22,0.4,0.16,30.1
"54",2001,2,23,0.4,0.16,31
"55",2001,2,24,0.4,0.16,31.7
"56",2001,2,25,0.4,0.16,32.5
"57",2001,2,26,0.4,0.16,33.4
"58",2001,2,27,0.41,0.16,32.7
"59",2001,2,28,0.41,0.16,31.7
"60",2001,3,1,0.41,0.16,31.6
"61",2001,3,2,0.42,0.16,31
"62",2001,3,3,0.42,0.16,30.4
"63",2001,3,4,0.43,0.15,29.4
"64",2001,3,5,0.43,0.15,28.1
"65",2001,3,6,0.44,0.15,27.8
"66",2001,3,7,0.45,0.15,28
"67",2001,3,8,0.45,0.15,28.3
"68",2001,3,9,0.46,0.15,28.5
"69",2001,3,10,0.47,0.15,28.8
"70",2001,3,11,0.47,0.16,28.7
"71",2001,3,12,0.48,0.17,27.5
"72",2001,3,13,0.49,0.16,25.7
"73",2001,3,14,0.49,0.16,26
"74",2001,3,15,0.5,0.16,26.8
"75",2001,3,16,0.5,0.18,27
"76",2001,3,17,0.51,0.2,22.9
"77",2001,3,18,0.51,0.19,22.2
"78",2001,3,19,0.51,0.19,22.2
"79",2001,3,20,0.51,0.18,23.9
"80",2001,3,21,0.51,0.18,22.7
"81",2001,3,22,0.51,0.18,21.8
"82",2001,3,23,0.51,0.17,23.5
"83",2001,3,24,0.5,0.18,22.4
"84",2001,3,25,0.5,0.2,20.7
"85",2001,3,26,0.49,0.2,21.3
"86",2001,3,27,0.48,0.19,21.5
"87",2001,3,28,0.47,0.19,20.6
"88",2001,3,29,0.47,0.19,20.8
"89",2001,3,30,0.46,0.18,21.8
"90",2001,3,31,0.45,0.18,22.7
"91",2001,4,1,0.44,0.18,23.1
"92",2001,4,2,0.43,0.17,24
