"","Year","Month","Day","forc_npp","forc_sw","forc_st"
"1",2001,1,1,1.84,0.34,26.2
"2",2001,1,2,1.89,0.32,25.9
"3",2001,1,3,1.93,0.3,26
"4",2001,1,4,1.96,0.28,25.9
"5",2001,1,5,1.99,0.26,26.2
"6",2001,1,6,2.01,0.24,26.2
"7",2001,1,7,2.02,0.22,26.6
"8",2001,1,8,2.03,0.21,27
"9",2001,1,9,2.04,0.2,27.9
"10",2001,1,10,2.04,0.19,28.5
"11",2001,1,11,2.05,0.18,28.8
"12",2001,1,12,2.05,0.17,29.2
"13",2001,1,13,2.05,0.17,28.8
"14",2001,1,14,2.06,0.16,29.3
"15",2001,1,15,2.06,0.16,30
"16",2001,1,16,2.07,0.15,30.9
"17",2001,1,17,2.08,0.14,31.5
"18",2001,1,18,2.09,0.14,32.4
"19",2001,1,19,2.11,0.16,32
"20",2001,1,20,2.13,0.21,28.6
"21",2001,1,21,2.16,0.22,27.9
"22",2001,1,22,2.18,0.21,28.1
"23",2001,1,23,2.21,0.2,29.5
"24",2001,1,24,2.23,0.19,29.5
"25",2001,1,25,2.26,0.18,29.4
"26",2001,1,26,2.28,0.18,29.2
"27",2001,1,27,2.31,0.17,29.5
"28",2001,1,28,2.33,0.17,30.1
"29",2001,1,29,2.35,0.16,30.8
"30",2001,1,30,2.37,0.17,31.1
"31",2001,1,31,2.38,0.2,29.5
"32",2001,2,1,2.39,0.23,28.6
"33",2001,2,2,2.4,0.27,28
"34",2001,2,3,2.4,0.28,27.5
"35",2001,2,4,2.4,0.29,28.1
"36",2001,2,5,2.39,0.3,27.9
"37",2001,2,6,2.38,0.28,27.5
"38",2001,2,7,2.36,0.26,27.2
"39",2001,2,8,2.34,0.24,27.3
"40",2001,2,9,2.32,0.23,27.8
"41",2001,2,10,2.29,0.21,28.1
"42",2001,2,11,2.27,0.2,28.5
"43",2001,2,12,2.24,0.19,28.7
"44",2001,2,13,2.21,0.18,29
"45",2001,2,14,2.18,0.17,29.8
"46",2001,2,15,2.15,0.19,29
"47",2001,2,16,2.12,0.2,28
"48",2001,2,17,2.09,0.23,25.4
"49",2001,2,18,2.06,0.36,23.5
"50",2001,2,19,2.03,0.35,24.3
"51",2001,2,20,2.01,0.32,25.3
"52",2001,2,21,1.98,0.29,25.7
"53",2001,2,22,1.95,0.27,25.9
"54",2001,2,23,1.93,0.26,26.2
"55",2001,2,24,1.91,0.26,27.1
"56",2001,2,25,1.89,0.26,26.1
"57",2001,2,26,1.86,0.25,26.7
"58",2001,2,27,1.84,0.24,27.1
"59",2001,2,28,1.82,0.23,27.5
"60",2001,3,1,1.8,0.22,27.7
"61",2001,3,2,1.78,0.21,28.3
"62",2001,3,3,1.76,0.21,28.6
"63",2001,3,4,1.74,0.25,27.4
"64",2001,3,5,1.72,0.28,26.8
"65",2001,3,6,1.7,0.28,26.7
"66",2001,3,7,1.68,0.26,26.8
"67",2001,3,8,1.66,0.25,26.7
"68",2001,3,9,1.64,0.24,27
"69",2001,3,10,1.62,0.23,27.3
"70",2001,3,11,1.6,0.21,27.8
"71",2001,3,12,1.58,0.2,28.5
"72",2001,3,13,1.56,0.19,29.1
"73",2001,3,14,1.54,0.18,29.1
"74",2001,3,15,1.52,0.17,29.1
"75",2001,3,16,1.5,0.17,29.2
"76",2001,3,17,1.48,0.16,29.9
"77",2001,3,18,1.46,0.15,30.8
"78",2001,3,19,1.45,0.17,30.4
"79",2001,3,20,1.43,0.2,29.5
"80",2001,3,21,1.41,0.22,28.9
"81",2001,3,22,1.4,0.21,28.9
"82",2001,3,23,1.39,0.22,28.7
"83",2001,3,24,1.37,0.25,28.5
"84",2001,3,25,1.36,0.27,28.3
"85",2001,3,26,1.35,0.26,28.1
"86",2001,3,27,1.34,0.24,28.3
"87",2001,3,28,1.33,0.22,28.3
"88",2001,3,29,1.32,0.23,27.9
"89",2001,3,30,1.31,0.23,27.2
"90",2001,3,31,1.3,0.22,27
"91",2001,4,1,1.29,0.21,26.6
"92",2001,4,2,1.28,0.2,25.9
"93",2001,4,3,1.26,0.19,26.7
"94",2001,4,4,1.25,0.18,27.1
"95",2001,4,5,1.24,0.17,26.9
"96",2001,4,6,1.23,0.17,26.7
"97",2001,4,7,1.21,0.16,27.6
"98",2001,4,8,1.19,0.15,27.9
"99",2001,4,9,1.18,0.15,27.9
"100",2001,4,10,1.16,0.15,28
"101",2001,4,11,1.14,0.14,28.7
"102",2001,4,12,1.12,0.14,27.6
"103",2001,4,13,1.1,0.14,28.1
"104",2001,4,14,1.08,0.13,28
"105",2001,4,15,1.06,0.13,27.7
"106",2001,4,16,1.03,0.13,27.7
"107",2001,4,17,1.01,0.13,27.5
"108",2001,4,18,0.99,0.13,27.5
"109",2001,4,19,0.97,0.12,27.9
"110",2001,4,20,0.94,0.12,28.4
"111",2001,4,21,0.92,0.12,28.7
"112",2001,4,22,0.9,0.12,29.1
"113",2001,4,23,0.88,0.12,28.9
"114",2001,4,24,0.86,0.12,29.6
"115",2001,4,25,0.84,0.12,29.6
"116",2001,4,26,0.82,0.12,29.6
"117",2001,4,27,0.8,0.12,29.8
"118",2001,4,28,0.78,0.11,30
"119",2001,4,29,0.76,0.11,29.8
"120",2001,4,30,0.75,0.11,29.3
"121",2001,5,1,0.73,0.11,29.1
"122",2001,5,2,0.71,0.11,29.1
"123",2001,5,3,0.7,0.11,29.3
"124",2001,5,4,0.68,0.11,29
"125",2001,5,5,0.67,0.11,28.8
"126",2001,5,6,0.66,0.11,28.8
"127",2001,5,7,0.64,0.11,27.7
"128",2001,5,8,0.63,0.11,26.8
"129",2001,5,9,0.62,0.11,26.3
"130",2001,5,10,0.61,0.11,25.9
"131",2001,5,11,0.6,0.11,25.6
"132",2001,5,12,0.59,0.11,25.2
"133",2001,5,13,0.58,0.11,25.4
"134",2001,5,14,0.57,0.11,26.2
"135",2001,5,15,0.57,0.11,26.6
"136",2001,5,16,0.56,0.11,27.2
"137",2001,5,17,0.56,0.11,26.5
"138",2001,5,18,0.55,0.11,24.6
"139",2001,5,19,0.55,0.11,23.5
"140",2001,5,20,0.54,0.11,23.2
"141",2001,5,21,0.54,0.11,23.1
"142",2001,5,22,0.54,0.11,23.3
"143",2001,5,23,0.54,0.11,23.7
"144",2001,5,24,0.54,0.11,24.1
"145",2001,5,25,0.54,0.11,24.2
"146",2001,5,26,0.54,0.11,24.6
"147",2001,5,27,0.54,0.11,24.6
"148",2001,5,28,0.55,0.11,23.9
"149",2001,5,29,0.55,0.11,23.4
"150",2001,5,30,0.55,0.11,23
"151",2001,5,31,0.56,0.11,22.8
"152",2001,6,1,0.56,0.11,23.3
"153",2001,6,2,0.56,0.11,23.8
"154",2001,6,3,0.56,0.11,23.9
"155",2001,6,4,0.57,0.11,24.2
"156",2001,6,5,0.57,0.11,24
"157",2001,6,6,0.57,0.1,24.5
"158",2001,6,7,0.57,0.1,25.1
"159",2001,6,8,0.57,0.1,25.7
"160",2001,6,9,0.56,0.1,25.6
"161",2001,6,10,0.56,0.1,25.7
"162",2001,6,11,0.55,0.1,25.5
"163",2001,6,12,0.55,0.1,25.1
"164",2001,6,13,0.54,0.1,25
"165",2001,6,14,0.53,0.1,24.9
"166",2001,6,15,0.52,0.1,25.1
"167",2001,6,16,0.51,0.1,24.8
"168",2001,6,17,0.5,0.1,24
"169",2001,6,18,0.49,0.1,23.7
"170",2001,6,19,0.47,0.1,23.9
"171",2001,6,20,0.46,0.1,23.8
"172",2001,6,21,0.45,0.1,23.7
"173",2001,6,22,0.44,0.1,23.5
"174",2001,6,23,0.42,0.1,23.1
"175",2001,6,24,0.41,0.1,23.1
"176",2001,6,25,0.4,0.1,23.5
"177",2001,6,26,0.39,0.1,23.9
"178",2001,6,27,0.38,0.1,24.3
"179",2001,6,28,0.37,0.1,24.3
"180",2001,6,29,0.36,0.1,23.9
"181",2001,6,30,0.36,0.1,23.8
"182",2001,7,1,0.35,0.1,23.5
"183",2001,7,2,0.34,0.1,23.4
"184",2001,7,3,0.34,0.1,23.3
"185",2001,7,4,0.33,0.1,23
"186",2001,7,5,0.32,0.1,22.7
"187",2001,7,6,0.32,0.1,21.5
"188",2001,7,7,0.31,0.1,20.7
"189",2001,7,8,0.31,0.1,20.4
"190",2001,7,9,0.3,0.1,20.5
"191",2001,7,10,0.3,0.1,20.8
"192",2001,7,11,0.3,0.1,21.7
"193",2001,7,12,0.29,0.1,22.8
"194",2001,7,13,0.28,0.1,23
"195",2001,7,14,0.28,0.1,23.3
"196",2001,7,15,0.27,0.1,23.9
"197",2001,7,16,0.27,0.1,24.4
"198",2001,7,17,0.26,0.1,24.3
"199",2001,7,18,0.26,0.1,24.5
"200",2001,7,19,0.25,0.1,24.3
"201",2001,7,20,0.24,0.1,23.7
"202",2001,7,21,0.24,0.1,23.6
"203",2001,7,22,0.23,0.1,24
"204",2001,7,23,0.23,0.1,24.1
"205",2001,7,24,0.22,0.1,24.5
"206",2001,7,25,0.21,0.1,23.5
"207",2001,7,26,0.21,0.11,22.2
"208",2001,7,27,0.2,0.1,21
"209",2001,7,28,0.2,0.1,20.7
