"","Year","Month","Day","forc_npp","forc_sw","forc_st"
"1",2001,1,1,0.06,0.15,28.3
"2",2001,1,2,0.06,0.15,30.1
"3",2001,1,3,0.05,0.15,30.2
"4",2001,1,4,0.05,0.15,31.1
"5",2001,1,5,0.04,0.15,32
"6",2001,1,6,0.03,0.15,31.9
"7",2001,1,7,0.03,0.15,32.2
"8",2001,1,8,0.02,0.15,31
"9",2001,1,9,0.02,0.15,29.6
"10",2001,1,10,0.01,0.15,29.3
"11",2001,1,11,0,0.15,30.7
"12",2001,1,12,0,0.15,32.5
"13",2001,1,13,-0.01,0.15,32.7
"14",2001,1,14,-0.01,0.15,33.8
"15",2001,1,15,-0.01,0.15,33.8
"16",2001,1,16,-0.02,0.15,32.6
"17",2001,1,17,-0.02,0.15,30.9
"18",2001,1,18,-0.02,0.15,30.5
"19",2001,1,19,-0.02,0.15,30.2
"20",2001,1,20,-0.02,0.15,30.8
"21",2001,1,21,-0.02,0.15,31.9
"22",2001,1,22,-0.02,0.15,33.5
"23",2001,1,23,-0.02,0.15,35.4
"24",2001,1,24,-0.01,0.15,35.5
"25",2001,1,25,-0.01,0.15,34.7
"26",2001,1,26,-0.01,0.18,32.7
"27",2001,1,27,-0.01,0.18,30.3
"28",2001,1,28,0,0.18,29
"29",2001,1,29,0,0.17,29.4
"30",2001,1,30,0,0.16,28
"31",2001,1,31,0,0.16,28.1
"32",2001,2,1,0,0.16,28.4
"33",2001,2,2,0,0.16,29.5
"34",2001,2,3,0,0.16,30.6
"35",2001,2,4,0,0.16,31
"36",2001,2,5,-0.01,0.19,29.2
"37",2001,2,6,-0.01,0.19,27
"38",2001,2,7,-0.01,0.19,27.6
"39",2001,2,8,-0.01,0.18,29.3
"40",2001,2,9,-0.02,0.17,30.4
"41",2001,2,10,-0.02,0.18,27.6
"42",2001,2,11,-0.02,0.17,28.7
"43",2001,2,12,-0.02,0.17,30.1
"44",2001,2,13,-0.02,0.16,31.3
"45",2001,2,14,-0.02,0.17,28.5
"46",2001,2,15,-0.01,0.17,26.6
"47",2001,2,16,-0.01,0.17,26.3
"48",2001,2,17,0,0.16,26.4
"49",2001,2,18,0.01,0.16,26.8
"50",2001,2,19,0.02,0.16,27.6
"51",2001,2,20,0.03,0.16,27.6
"52",2001,2,21,0.05,0.15,28.4
"53",2001,2,22,0.07,0.15,30
"54",2001,2,23,0.08,0.15,31
"55",2001,2,24,0.1,0.15,31.5
"56",2001,2,25,0.12,0.15,29.4
"57",2001,2,26,0.15,0.15,29.7
"58",2001,2,27,0.17,0.15,30.2
"59",2001,2,28,0.19,0.15,29.6
"60",2001,3,1,0.21,0.15,29.4
"61",2001,3,2,0.23,0.15,29.3
"62",2001,3,3,0.26,0.15,29.3
"63",2001,3,4,0.28,0.15,29
"64",2001,3,5,0.3,0.15,27.8
"65",2001,3,6,0.32,0.15,27.4
"66",2001,3,7,0.34,0.15,27.7
"67",2001,3,8,0.36,0.15,28
"68",2001,3,9,0.37,0.15,28.3
"69",2001,3,10,0.39,0.15,29.2
"70",2001,3,11,0.41,0.15,29.8
"71",2001,3,12,0.42,0.15,27.1
"72",2001,3,13,0.43,0.15,24.9
"73",2001,3,14,0.45,0.15,25.6
"74",2001,3,15,0.46,0.15,26.5
"75",2001,3,16,0.47,0.22,26.1
"76",2001,3,17,0.48,0.27,22.8
"77",2001,3,18,0.49,0.26,21.6
"78",2001,3,19,0.5,0.25,22.2
"79",2001,3,20,0.51,0.25,23
"80",2001,3,21,0.51,0.25,20.8
"81",2001,3,22,0.52,0.26,19.9
"82",2001,3,23,0.53,0.25,21.1
"83",2001,3,24,0.53,0.25,21
"84",2001,3,25,0.54,0.24,21.7
"85",2001,3,26,0.54,0.23,20.6
"86",2001,3,27,0.55,0.23,19.9
"87",2001,3,28,0.55,0.22,18.9
"88",2001,3,29,0.55,0.22,19.3
"89",2001,3,30,0.56,0.21,20.2
"90",2001,3,31,0.56,0.21,21.2
"91",2001,4,1,0.57,0.2,21.8
"92",2001,4,2,0.57,0.2,21.5
"93",2001,4,3,0.57,0.19,21.3
"94",2001,4,4,0.58,0.19,21.1
"95",2001,4,5,0.58,0.19,21.6
"96",2001,4,6,0.59,0.18,22.2
"97",2001,4,7,0.59,0.18,22.2
"98",2001,4,8,0.59,0.18,22.3
"99",2001,4,9,0.6,0.18,20.9
"100",2001,4,10,0.61,0.18,20.8
"101",2001,4,11,0.61,0.17,19.4
"102",2001,4,12,0.62,0.17,17.7
"103",2001,4,13,0.62,0.17,18.2
"104",2001,4,14,0.62,0.17,19.3
"105",2001,4,15,0.63,0.17,20.7
"106",2001,4,16,0.63,0.17,21.6
"107",2001,4,17,0.63,0.17,22.2
"108",2001,4,18,0.63,0.16,22.5
"109",2001,4,19,0.63,0.16,22.5
"110",2001,4,20,0.63,0.16,20.5
"111",2001,4,21,0.63,0.23,17.5
"112",2001,4,22,0.63,0.23,17.1
"113",2001,4,23,0.62,0.24,16.6
"114",2001,4,24,0.61,0.24,15.7
"115",2001,4,25,0.6,0.24,16.1
"116",2001,4,26,0.59,0.23,16.9
"117",2001,4,27,0.58,0.23,17.8
"118",2001,4,28,0.57,0.22,16.5
"119",2001,4,29,0.55,0.22,17.1
"120",2001,4,30,0.54,0.24,16.2
"121",2001,5,1,0.52,0.24,16.6
"122",2001,5,2,0.51,0.24,16.9
"123",2001,5,3,0.49,0.23,17.1
"124",2001,5,4,0.48,0.23,17.4
"125",2001,5,5,0.47,0.23,16.7
"126",2001,5,6,0.45,0.23,16.1
"127",2001,5,7,0.44,0.23,15.5
"128",2001,5,8,0.43,0.22,15.3
"129",2001,5,9,0.42,0.22,14.8
"130",2001,5,10,0.41,0.22,15
"131",2001,5,11,0.4,0.22,14.9
"132",2001,5,12,0.4,0.21,14.7
"133",2001,5,13,0.39,0.21,15.8
"134",2001,5,14,0.39,0.21,16.6
"135",2001,5,15,0.39,0.2,16.9
"136",2001,5,16,0.39,0.2,16.3
"137",2001,5,17,0.39,0.2,15
"138",2001,5,18,0.39,0.2,14.1
"139",2001,5,19,0.39,0.2,13.5
"140",2001,5,20,0.39,0.2,13.2
"141",2001,5,21,0.39,0.19,13.2
"142",2001,5,22,0.39,0.19,13
"143",2001,5,23,0.39,0.19,12.4
"144",2001,5,24,0.39,0.19,12.9
"145",2001,5,25,0.39,0.19,13.1
"146",2001,5,26,0.39,0.19,12.4
"147",2001,5,27,0.39,0.21,12.4
"148",2001,5,28,0.39,0.21,12.4
"149",2001,5,29,0.39,0.21,12.1
"150",2001,5,30,0.39,0.21,12.1
"151",2001,5,31,0.38,0.21,12
"152",2001,6,1,0.38,0.21,11.6
"153",2001,6,2,0.38,0.21,11.5
"154",2001,6,3,0.38,0.2,12.1
"155",2001,6,4,0.38,0.2,12.8
"156",2001,6,5,0.37,0.2,13.7
"157",2001,6,6,0.37,0.2,14.8
"158",2001,6,7,0.37,0.25,14.9
"159",2001,6,8,0.36,0.26,14.7
"160",2001,6,9,0.36,0.26,13.9
"161",2001,6,10,0.36,0.26,13.5
"162",2001,6,11,0.36,0.26,13
"163",2001,6,12,0.36,0.36,13.1
"164",2001,6,13,0.35,0.39,14
"165",2001,6,14,0.35,0.37,12.1
"166",2001,6,15,0.35,0.36,10.8
"167",2001,6,16,0.35,0.35,10.6
"168",2001,6,17,0.35,0.34,10.3
"169",2001,6,18,0.35,0.33,10
"170",2001,6,19,0.35,0.33,9.8
"171",2001,6,20,0.35,0.32,9.7
"172",2001,6,21,0.36,0.32,10.4
"173",2001,6,22,0.36,0.31,11
"174",2001,6,23,0.36,0.31,11
"175",2001,6,24,0.37,0.31,10.4
"176",2001,6,25,0.37,0.3,9.8
"177",2001,6,26,0.38,0.3,10.4
"178",2001,6,27,0.39,0.29,10.3
"179",2001,6,28,0.4,0.29,10
"180",2001,6,29,0.41,0.29,9.4
"181",2001,6,30,0.42,0.28,9
"182",2001,7,1,0.43,0.28,9
"183",2001,7,2,0.44,0.28,8.8
"184",2001,7,3,0.45,0.27,8.7
"185",2001,7,4,0.47,0.27,8.9
"186",2001,7,5,0.48,0.27,8.9
"187",2001,7,6,0.49,0.28,8.7
"188",2001,7,7,0.51,0.29,8.5
"189",2001,7,8,0.52,0.3,8.4
"190",2001,7,9,0.53,0.29,9.4
"191",2001,7,10,0.55,0.29,10.1
"192",2001,7,11,0.56,0.29,10.4
"193",2001,7,12,0.57,0.3,11.2
"194",2001,7,13,0.58,0.29,11.5
"195",2001,7,14,0.59,0.29,10.8
"196",2001,7,15,0.6,0.29,10.8
"197",2001,7,16,0.61,0.29,10.7
"198",2001,7,17,0.62,0.28,11
"199",2001,7,18,0.63,0.28,11.1
"200",2001,7,19,0.64,0.28,10.6
"201",2001,7,20,0.65,0.27,10.2
"202",2001,7,21,0.66,0.27,9.6
"203",2001,7,22,0.67,0.27,9.5
"204",2001,7,23,0.68,0.27,9.7
"205",2001,7,24,0.69,0.28,10.5
"206",2001,7,25,0.7,0.3,10.8
"207",2001,7,26,0.71,0.3,10.7
"208",2001,7,27,0.72,0.3,10.7
"209",2001,7,28,0.73,0.29,10.3
"210",2001,7,29,0.74,0.29,10.2
"211",2001,7,30,0.75,0.29,10.3
"212",2001,7,31,0.76,0.28,10.8
"213",2001,8,1,0.77,0.28,10
"214",2001,8,2,0.79,0.27,9.9
"215",2001,8,3,0.8,0.27,10.5
"216",2001,8,4,0.81,0.27,11
"217",2001,8,5,0.82,0.26,11.6
"218",2001,8,6,0.84,0.26,10.7
"219",2001,8,7,0.85,0.26,10.6
"220",2001,8,8,0.86,0.25,9.9
"221",2001,8,9,0.88,0.25,10
"222",2001,8,10,0.89,0.25,10.2
"223",2001,8,11,0.9,0.24,10.6
"224",2001,8,12,0.92,0.24,11.2
"225",2001,8,13,0.93,0.23,12.1
"226",2001,8,14,0.94,0.23,12.4
"227",2001,8,15,0.96,0.23,13.1
"228",2001,8,16,0.97,0.23,14.1
"229",2001,8,17,0.99,0.23,12.2
"230",2001,8,18,1,0.23,11
"231",2001,8,19,1.02,0.22,10.9
"232",2001,8,20,1.03,0.22,11.3
"233",2001,8,21,1.05,0.22,10.8
"234",2001,8,22,1.07,0.23,10.4
"235",2001,8,23,1.09,0.22,10.4
"236",2001,8,24,1.11,0.22,10.7
"237",2001,8,25,1.14,0.22,11.7
"238",2001,8,26,1.16,0.24,10.4
"239",2001,8,27,1.19,0.25,10.2
"240",2001,8,28,1.22,0.24,10.3
"241",2001,8,29,1.25,0.24,11.4
"242",2001,8,30,1.28,0.24,12.3
"243",2001,8,31,1.32,0.23,12.8
