"","Year","Month","Day","forc_npp","forc_sw","forc_st"
"1",2001,1,1,0.38,0.07,33.9
"2",2001,1,2,0.4,0.07,34.5
"3",2001,1,3,0.41,0.07,34.6
"4",2001,1,4,0.41,0.07,34.5
"5",2001,1,5,0.42,0.07,35.2
"6",2001,1,6,0.42,0.07,36.2
"7",2001,1,7,0.42,0.07,36.7
"8",2001,1,8,0.41,0.06,37
"9",2001,1,9,0.41,0.06,37.8
"10",2001,1,10,0.4,0.06,37.6
"11",2001,1,11,0.39,0.06,37.3
"12",2001,1,12,0.38,0.06,37.5
"13",2001,1,13,0.37,0.06,37.4
"14",2001,1,14,0.36,0.06,38
"15",2001,1,15,0.35,0.06,39
"16",2001,1,16,0.34,0.06,39.4
"17",2001,1,17,0.33,0.06,40.5
"18",2001,1,18,0.32,0.06,39.7
"19",2001,1,19,0.32,0.06,38.6
"20",2001,1,20,0.31,0.06,38
"21",2001,1,21,0.31,0.06,37.5
"22",2001,1,22,0.31,0.06,37.5
"23",2001,1,23,0.31,0.06,37.1
"24",2001,1,24,0.31,0.06,36.3
"25",2001,1,25,0.31,0.06,35
"26",2001,1,26,0.31,0.06,36.2
"27",2001,1,27,0.31,0.07,36.3
"28",2001,1,28,0.32,0.07,34.5
"29",2001,1,29,0.32,0.06,34.6
"30",2001,1,30,0.32,0.06,32.8
"31",2001,1,31,0.32,0.06,33.8
"32",2001,2,1,0.32,0.06,34.2
"33",2001,2,2,0.32,0.06,34.4
"34",2001,2,3,0.32,0.06,33.6
"35",2001,2,4,0.32,0.08,31.9
"36",2001,2,5,0.32,0.09,31.1
"37",2001,2,6,0.31,0.09,30.9
"38",2001,2,7,0.31,0.08,30.9
"39",2001,2,8,0.31,0.07,31.9
"40",2001,2,9,0.31,0.07,33.5
"41",2001,2,10,0.3,0.06,35.2
"42",2001,2,11,0.3,0.06,36
"43",2001,2,12,0.3,0.06,36.1
"44",2001,2,13,0.3,0.06,36.8
"45",2001,2,14,0.29,0.06,37.4
"46",2001,2,15,0.29,0.06,37.1
"47",2001,2,16,0.29,0.06,36.7
"48",2001,2,17,0.29,0.06,35.8
"49",2001,2,18,0.29,0.06,34.9
"50",2001,2,19,0.29,0.06,34.4
"51",2001,2,20,0.29,0.06,35.4
"52",2001,2,21,0.3,0.06,35.8
"53",2001,2,22,0.3,0.06,35.8
"54",2001,2,23,0.3,0.06,36.7
"55",2001,2,24,0.31,0.06,36.8
"56",2001,2,25,0.31,0.06,37.2
"57",2001,2,26,0.31,0.06,37.7
"58",2001,2,27,0.32,0.06,38
"59",2001,2,28,0.32,0.06,37.9
"60",2001,3,1,0.33,0.06,37.3
"61",2001,3,2,0.33,0.06,34
"62",2001,3,3,0.33,0.06,32.2
"63",2001,3,4,0.34,0.06,32.7
"64",2001,3,5,0.34,0.06,33.2
"65",2001,3,6,0.34,0.06,33.5
"66",2001,3,7,0.34,0.06,33.3
"67",2001,3,8,0.34,0.06,33.5
"68",2001,3,9,0.34,0.06,34.1
"69",2001,3,10,0.34,0.06,34.9
"70",2001,3,11,0.34,0.06,35.4
"71",2001,3,12,0.33,0.06,34.5
"72",2001,3,13,0.33,0.06,33.6
"73",2001,3,14,0.33,0.06,33.8
"74",2001,3,15,0.32,0.06,34.7
"75",2001,3,16,0.32,0.06,34.7
"76",2001,3,17,0.31,0.06,33.3
"77",2001,3,18,0.31,0.06,31.5
"78",2001,3,19,0.3,0.06,30.9
"79",2001,3,20,0.29,0.06,31.1
"80",2001,3,21,0.29,0.06,27.5
"81",2001,3,22,0.28,0.06,28
"82",2001,3,23,0.27,0.07,25.4
"83",2001,3,24,0.27,0.13,23
"84",2001,3,25,0.26,0.13,22.1
"85",2001,3,26,0.25,0.12,22
"86",2001,3,27,0.24,0.11,22.7
"87",2001,3,28,0.23,0.1,22.7
"88",2001,3,29,0.23,0.1,22.6
"89",2001,3,30,0.22,0.09,24.1
"90",2001,3,31,0.21,0.09,26.6
"91",2001,4,1,0.21,0.09,28.2
"92",2001,4,2,0.2,0.09,28.8
"93",2001,4,3,0.19,0.08,28.5
"94",2001,4,4,0.19,0.08,28.4
"95",2001,4,5,0.18,0.08,28.5
"96",2001,4,6,0.17,0.08,29
"97",2001,4,7,0.17,0.08,28.9
"98",2001,4,8,0.17,0.08,27.4
"99",2001,4,9,0.16,0.08,26.5
"100",2001,4,10,0.16,0.08,26.6
"101",2001,4,11,0.16,0.08,27.3
"102",2001,4,12,0.15,0.08,25.5
"103",2001,4,13,0.15,0.08,24.3
"104",2001,4,14,0.15,0.08,25
"105",2001,4,15,0.15,0.07,26
"106",2001,4,16,0.15,0.07,26.9
"107",2001,4,17,0.15,0.07,27.7
"108",2001,4,18,0.15,0.07,27.9
"109",2001,4,19,0.14,0.07,28.5
"110",2001,4,20,0.14,0.07,27.8
"111",2001,4,21,0.14,0.07,24.5
"112",2001,4,22,0.14,0.07,22
"113",2001,4,23,0.14,0.07,21.3
"114",2001,4,24,0.14,0.07,21.6
"115",2001,4,25,0.14,0.07,22.5
"116",2001,4,26,0.14,0.07,23.7
"117",2001,4,27,0.13,0.07,24.4
"118",2001,4,28,0.13,0.07,24.9
"119",2001,4,29,0.13,0.07,24.1
"120",2001,4,30,0.13,0.07,23.9
"121",2001,5,1,0.13,0.07,23.3
"122",2001,5,2,0.13,0.07,23.1
"123",2001,5,3,0.12,0.07,24.2
"124",2001,5,4,0.12,0.07,24.6
"125",2001,5,5,0.12,0.07,24.5
"126",2001,5,6,0.12,0.06,23.2
"127",2001,5,7,0.12,0.06,22
"128",2001,5,8,0.12,0.06,21.4
"129",2001,5,9,0.12,0.06,21
"130",2001,5,10,0.12,0.06,20.7
"131",2001,5,11,0.12,0.06,21
"132",2001,5,12,0.12,0.06,21.3
"133",2001,5,13,0.12,0.06,22.2
"134",2001,5,14,0.12,0.06,22.7
"135",2001,5,15,0.13,0.06,22.1
"136",2001,5,16,0.13,0.06,20.9
"137",2001,5,17,0.13,0.06,20
"138",2001,5,18,0.13,0.06,18.8
"139",2001,5,19,0.13,0.06,17.9
"140",2001,5,20,0.14,0.06,17.5
"141",2001,5,21,0.14,0.06,17.6
"142",2001,5,22,0.14,0.06,17.5
"143",2001,5,23,0.14,0.06,17.5
"144",2001,5,24,0.15,0.06,17.7
"145",2001,5,25,0.15,0.06,17.8
"146",2001,5,26,0.15,0.06,17.9
"147",2001,5,27,0.16,0.06,17.6
"148",2001,5,28,0.16,0.06,16.8
"149",2001,5,29,0.16,0.06,16
"150",2001,5,30,0.16,0.06,16
"151",2001,5,31,0.16,0.06,16.4
"152",2001,6,1,0.17,0.06,16.9
"153",2001,6,2,0.17,0.06,18.5
"154",2001,6,3,0.17,0.06,20
"155",2001,6,4,0.17,0.06,20.6
"156",2001,6,5,0.17,0.06,21.6
"157",2001,6,6,0.18,0.11,20.7
"158",2001,6,7,0.18,0.19,17.8
"159",2001,6,8,0.18,0.19,16.5
"160",2001,6,9,0.18,0.19,14.9
"161",2001,6,10,0.18,0.18,15.9
"162",2001,6,11,0.18,0.17,18.5
"163",2001,6,12,0.18,0.17,19.4
"164",2001,6,13,0.18,0.17,17.2
"165",2001,6,14,0.18,0.17,15.9
"166",2001,6,15,0.18,0.16,14
"167",2001,6,16,0.18,0.16,12.4
"168",2001,6,17,0.18,0.16,12
"169",2001,6,18,0.18,0.15,12.1
"170",2001,6,19,0.18,0.15,12.2
"171",2001,6,20,0.18,0.15,12.4
"172",2001,6,21,0.18,0.14,12.5
"173",2001,6,22,0.17,0.14,12.8
"174",2001,6,23,0.17,0.14,13.1
"175",2001,6,24,0.17,0.13,13.2
"176",2001,6,25,0.17,0.13,13.5
"177",2001,6,26,0.17,0.13,13.5
"178",2001,6,27,0.17,0.13,13.8
"179",2001,6,28,0.17,0.12,14.4
"180",2001,6,29,0.17,0.12,15.4
"181",2001,6,30,0.17,0.12,16.6
"182",2001,7,1,0.16,0.12,16.3
"183",2001,7,2,0.16,0.12,15.5
"184",2001,7,3,0.16,0.11,14.8
"185",2001,7,4,0.16,0.11,14.6
"186",2001,7,5,0.16,0.11,13.7
"187",2001,7,6,0.16,0.11,13.8
"188",2001,7,7,0.16,0.11,13.5
"189",2001,7,8,0.16,0.11,12.7
"190",2001,7,9,0.16,0.11,12.9
"191",2001,7,10,0.16,0.11,14.1
"192",2001,7,11,0.16,0.12,14.4
"193",2001,7,12,0.16,0.12,14.5
"194",2001,7,13,0.16,0.11,14.6
"195",2001,7,14,0.16,0.11,15.6
"196",2001,7,15,0.16,0.11,15.1
"197",2001,7,16,0.16,0.11,15.3
"198",2001,7,17,0.17,0.11,15
"199",2001,7,18,0.17,0.1,14.1
"200",2001,7,19,0.17,0.1,13.7
"201",2001,7,20,0.17,0.1,13.3
"202",2001,7,21,0.17,0.1,13.6
"203",2001,7,22,0.18,0.1,13.7
"204",2001,7,23,0.18,0.1,13.6
"205",2001,7,24,0.18,0.1,13.5
"206",2001,7,25,0.18,0.1,13.4
"207",2001,7,26,0.19,0.1,13
"208",2001,7,27,0.19,0.1,13
"209",2001,7,28,0.19,0.1,13.5
"210",2001,7,29,0.19,0.09,13.7
"211",2001,7,30,0.19,0.09,14.4
"212",2001,7,31,0.2,0.09,14.9
"213",2001,8,1,0.2,0.09,16
"214",2001,8,2,0.2,0.09,15.9
"215",2001,8,3,0.2,0.09,16.2
"216",2001,8,4,0.2,0.09,16.8
"217",2001,8,5,0.2,0.09,16.9
"218",2001,8,6,0.2,0.09,16.2
"219",2001,8,7,0.21,0.09,17
"220",2001,8,8,0.21,0.09,16
"221",2001,8,9,0.21,0.09,15.7
"222",2001,8,10,0.21,0.09,16.2
"223",2001,8,11,0.21,0.09,17.2
"224",2001,8,12,0.21,0.08,17.6
"225",2001,8,13,0.21,0.08,17.1
"226",2001,8,14,0.21,0.08,18.2
"227",2001,8,15,0.21,0.08,19.1
"228",2001,8,16,0.21,0.08,19.8
"229",2001,8,17,0.21,0.08,17.4
"230",2001,8,18,0.21,0.08,16.5
"231",2001,8,19,0.21,0.08,16.9
"232",2001,8,20,0.21,0.08,17.5
"233",2001,8,21,0.21,0.08,17.2
"234",2001,8,22,0.21,0.08,16.7
"235",2001,8,23,0.21,0.08,17.2
"236",2001,8,24,0.21,0.08,17.2
"237",2001,8,25,0.21,0.08,18.3
"238",2001,8,26,0.2,0.08,16.5
"239",2001,8,27,0.2,0.08,15.7
"240",2001,8,28,0.2,0.08,16.5
"241",2001,8,29,0.2,0.08,16.9
"242",2001,8,30,0.2,0.08,18.2
"243",2001,8,31,0.2,0.08,17.9
"244",2001,9,1,0.2,0.08,17
"245",2001,9,2,0.19,0.08,17
"246",2001,9,3,0.19,0.08,18.1
"247",2001,9,4,0.19,0.07,19
"248",2001,9,5,0.19,0.07,19.4
"249",2001,9,6,0.19,0.07,21
"250",2001,9,7,0.18,0.07,21.4
"251",2001,9,8,0.18,0.07,20.5
"252",2001,9,9,0.18,0.07,20.4
"253",2001,9,10,0.18,0.08,20.2
"254",2001,9,11,0.18,0.08,18.6
"255",2001,9,12,0.17,0.08,18.4
"256",2001,9,13,0.17,0.07,20
"257",2001,9,14,0.17,0.07,20.3
"258",2001,9,15,0.17,0.07,21.2
"259",2001,9,16,0.17,0.07,22
"260",2001,9,17,0.16,0.07,23
"261",2001,9,18,0.16,0.07,24.2
"262",2001,9,19,0.16,0.07,25.6
"263",2001,9,20,0.16,0.07,26.7
"264",2001,9,21,0.16,0.07,27.4
"265",2001,9,22,0.16,0.07,27
"266",2001,9,23,0.15,0.07,27.7
"267",2001,9,24,0.15,0.07,27.2
"268",2001,9,25,0.15,0.07,24.9
"269",2001,9,26,0.15,0.07,23.2
"270",2001,9,27,0.15,0.06,23.4
"271",2001,9,28,0.14,0.06,25.2
"272",2001,9,29,0.14,0.06,27.2
"273",2001,9,30,0.14,0.06,28.6
"274",2001,10,1,0.14,0.07,27.2
"275",2001,10,2,0.14,0.07,26.6
"276",2001,10,3,0.13,0.06,25
"277",2001,10,4,0.13,0.06,24.5
"278",2001,10,5,0.13,0.06,24.5
"279",2001,10,6,0.13,0.06,25.3
"280",2001,10,7,0.12,0.06,22
