"","Year","Month","Day","forc_npp","forc_sw","forc_st"
"1",2001,1,1,0.18,0.13,31
"2",2001,1,2,0.18,0.13,33.5
"3",2001,1,3,0.17,0.13,34.9
"4",2001,1,4,0.17,0.13,33.5
"5",2001,1,5,0.16,0.13,33.2
"6",2001,1,6,0.16,0.13,33.1
"7",2001,1,7,0.16,0.13,33.3
"8",2001,1,8,0.16,0.13,33.6
"9",2001,1,9,0.16,0.13,35
"10",2001,1,10,0.16,0.13,35.8
"11",2001,1,11,0.16,0.13,36.8
"12",2001,1,12,0.16,0.13,38
"13",2001,1,13,0.17,0.13,37.8
"14",2001,1,14,0.17,0.13,34.9
"15",2001,1,15,0.18,0.13,32.3
"16",2001,1,16,0.2,0.13,33.4
"17",2001,1,17,0.21,0.13,35.5
"18",2001,1,18,0.23,0.13,38.4
"19",2001,1,19,0.25,0.13,38.9
"20",2001,1,20,0.27,0.13,35.2
"21",2001,1,21,0.29,0.13,35.8
"22",2001,1,22,0.32,0.13,37.1
"23",2001,1,23,0.35,0.13,34.3
"24",2001,1,24,0.38,0.13,33.7
"25",2001,1,25,0.41,0.13,30.9
"26",2001,1,26,0.44,0.13,30.5
"27",2001,1,27,0.47,0.13,30.5
"28",2001,1,28,0.51,0.13,31
"29",2001,1,29,0.54,0.13,31
"30",2001,1,30,0.58,0.13,31.4
"31",2001,1,31,0.62,0.13,33.4
"32",2001,2,1,0.65,0.16,31
"33",2001,2,2,0.69,0.18,26.3
"34",2001,2,3,0.73,0.17,24
"35",2001,2,4,0.76,0.16,24.5
"36",2001,2,5,0.8,0.15,27.3
"37",2001,2,6,0.83,0.15,31.1
"38",2001,2,7,0.87,0.14,33.9
"39",2001,2,8,0.9,0.14,31.9
"40",2001,2,9,0.93,0.16,27.7
"41",2001,2,10,0.95,0.18,25.5
"42",2001,2,11,0.98,0.17,26.6
"43",2001,2,12,1,0.16,26.7
"44",2001,2,13,1.02,0.16,24.3
"45",2001,2,14,1.03,0.15,24.5
"46",2001,2,15,1.04,0.18,23.7
"47",2001,2,16,1.05,0.32,21.3
"48",2001,2,17,1.05,0.33,24.7
"49",2001,2,18,1.05,0.31,26
"50",2001,2,19,1.04,0.3,26.5
"51",2001,2,20,1.03,0.28,26.4
"52",2001,2,21,1.01,0.27,25.5
"53",2001,2,22,0.99,0.26,24.6
"54",2001,2,23,0.97,0.25,25.2
"55",2001,2,24,0.95,0.23,26.9
"56",2001,2,25,0.92,0.22,28
"57",2001,2,26,0.89,0.21,26.1
"58",2001,2,27,0.85,0.21,26
"59",2001,2,28,0.82,0.2,26.3
"60",2001,3,1,0.79,0.19,27.4
"61",2001,3,2,0.75,0.18,29
"62",2001,3,3,0.72,0.18,29.7
"63",2001,3,4,0.68,0.17,28.9
"64",2001,3,5,0.65,0.17,28.5
"65",2001,3,6,0.62,0.17,27.5
"66",2001,3,7,0.59,0.17,27.5
"67",2001,3,8,0.56,0.17,28.6
