site,x,y,SOM,MAOM,POM.AGG,SoilTMP-C,SoilMoi-m3m3,NPP.gC.m2.d,qmax.gC.m2,pH_CaCl2,BD.mg.cm3,depth
MCMA0673,147.114899,-35.899091,2978.20371724,2008.8499856,969.35373164,15.3,0.27,1.58,8508.59951885427,4.89859709,1496.08877,0.3
MCMA0790,147.115869,-35.613288,2686.94495071,2205.3009571,481.64399361,16.6,0.25,1.46,8949.10153835983,4.91366408,1514.45205,0.3
tas001153,147.120314,-41.750067,5552.4076963,3663.3557061,1889.0519902,11.8,0.28,1.31,9179.24343435936,5.37653052,1368.86874,0.3
Vic002887,147.122295,-38.311366,5096.0442797,3166.8561966,1929.1880831,15.6,0.21,1.42,8627.03514516867,4.84739649,1403.44764,0.3
MCMA0676,147.125542,-35.911755,3756.0959092,2935.6611286,820.4347806,15.3,0.27,1.54,8666.70928120813,4.77467096,1494.16022,0.3
MCMA0592,147.129679,-35.713516,2522.95784057,2110.9971498,411.96069077,15.3,0.27,1.51,8765.2266667982,4.82818243,1531.61613,0.3
MCMA0595,147.131901,-35.7137,2631.34562868,2051.8171141,579.52851458,15.3,0.27,1.45,8732.18577144349,4.83230185,1544.80739,0.3
GA_bot470,147.132,-31.851,4015.13310792,3433.4635477,581.66956022,21.2,0.29,0.58,9147.51674116637,5.89793792,1465.52457,0.3
MCMA0769,147.132772,-35.750802,3330.8466613,2311.3342793,1019.512382,15.3,0.27,1.53,6340.13050938317,4.82779858,1525.5707,0.3
tas001132,147.133189,-42.549616,6347.8017328,4175.7976053,2172.0041275,11.4,0.28,1.25,9160.63835928142,5.48726603,1358.44528,0.3
MCMA0670,147.13325,-35.906066,2579.85112784,1622.2180761,957.63305174,15.3,0.27,1.65,8527.21629213983,4.95168296,1500.72702,0.3
QLDR000599,147.133847,-22.147468,2287.24990549,1861.2569574,425.99294809,26.7,0.23,0.92,6321.64444778216,6.55829717,1437.33104,0.3
MCMA0772,147.134358,-35.751542,3267.70859771,2632.3194982,635.38909951,15.3,0.27,1.49,6249.62448353084,4.7769526,1500.65217,0.3
tas001123,147.137451,-42.554384,6175.4836958,4414.2184145,1761.2652813,11.4,0.28,1.18,8749.49711495367,5.47807034,1336.56762,0.3
tas001135,147.137543,-42.552115,5887.2596412,3971.8844091,1915.3752321,11.4,0.28,1.19,8614.090301223,5.50940457,1301.96026,0.3
MCMA0667,147.137764,-35.896536,2670.10334355,1979.3074284,690.79591515,15.3,0.27,1.65,8491.26568150727,4.9049083,1440.31991,0.3
MCMA0601,147.137838,-35.69559,2339.42515849,1888.1363657,451.28879279,16.6,0.25,1.44,8987.2353162474,4.80758332,1533.05595,0.3
DECCW0145,147.138285,-31.536433,2481.66618254,2074.9408489,406.72533364,21.5,0.21,0.93,7040.95197199821,6.24824911,1480.27239,0.3
Vic002929,147.139862,-37.883099,5224.4863307,3386.1619698,1838.3243609,14.5,0.31,1.31,9039.76687666364,5.0055767,1415.14822,0.3
QLDR000596,147.140911,-22.152464,2372.476505,2033.3938541,339.0826509,26.7,0.23,0.98,6295.61018009825,6.51983624,1448.35483,0.3
MCMA0598,147.141072,-35.700738,2458.62873014,1844.3162286,614.31250154,16.6,0.25,1.62,9125.19389054548,4.79903883,1533.52361,0.3
MCMA0945,147.144348,-35.611488,2756.15886806,2239.154614,517.00425406,16.6,0.25,1.06,8909.22343422268,4.81860488,1527.48551,0.3
MCMA0948,147.144424,-35.602309,2765.03057208,2193.8982225,571.13234958,16.6,0.25,1.08,8808.85924020149,4.89233581,1536.45686,0.3
DECCW0217,147.153569,-34.649024,2593.84357717,2146.7478676,447.09570957,18.4,0.22,1.14,6701.28050168022,5.01557486,1494.22311,0.3
QLDR000593,147.153754,-22.154391,2253.89047021,1953.466074,300.42439621,26.7,0.23,0.98,6060.7516901018,5.81464704,1495.19771,0.3
DECCW0713,147.153808,-34.648212,2626.62346928,2134.9635662,491.65990308,18.4,0.22,0.99,6803.87510220017,5.04913435,1520.02359,0.3
DECCW0501,147.156535,-31.609043,2337.92002235,1982.4051243,355.51489805,21.5,0.21,0.87,7039.49457452664,5.94897493,1534.78836,0.3
MCMA0942,147.156922,-35.611073,2662.6304603,2106.5319319,556.0985284,16.6,0.25,1.22,8737.58415726211,4.728115,1550.73363,0.3
Vic002914,147.159433,-38.344566,5217.5509227,2770.2186071,2447.3323156,15.6,0.21,1.44,6826.69478529619,4.93279656,1356.69965,0.3
tas000017,147.163907,-42.431572,6167.5275041,4515.5364819,1651.9910222,10,0.31,1.62,9094.32446196194,5.47229446,1310.28792,0.3
MCMA0775,147.16598,-35.906613,3261.1142933,1933.5847324,1327.5295609,15.3,0.27,1.44,9000.32869730721,4.83206082,1534.48793,0.3
MCMA0784,147.169432,-35.907024,3282.4101092,2136.7308586,1145.6792506,15.3,0.27,1.36,9056.05384520458,4.86838518,1497.14845,0.3
MCMA0781,147.176268,-35.900594,3663.13972965,2811.540091,851.59963865,15.3,0.27,1.68,9020.48421226102,4.81400024,1524.07848,0.3
GA_bot104,147.17678,-31.575878,3829.15811775,3011.1219412,818.03617655,21.5,0.21,0.88,6901.35982652612,6.0850829,1372.9885,0.3
GA_bot554,147.177,-31.576,3873.71548836,3206.9870586,666.72842976,21.5,0.21,0.88,6901.35982652612,6.0850829,1372.9885,0.3
MCMA0778,147.177329,-35.904493,3164.63099334,2579.6113595,585.01963384,15.3,0.27,1.62,8998.7266278252,4.91119607,1525.29434,0.3
DECCW0201,147.179458,-34.943778,2530.74726709,2062.5616046,468.18566249,18.1,0.23,1.25,9185.00842163172,5.05961389,1534.26772,0.3
MCMA0475,147.179974,-35.662147,2486.42781696,1993.5391573,492.88865966,16.6,0.25,1.52,8884.26274300447,4.71660204,1502.11349,0.3
DECCW0205,147.182841,-34.943403,2781.44815911,2224.9596812,556.48847791,18.1,0.23,1.02,9167.42764424247,5.07876242,1557.71283,0.3
tas001345,147.185574,-41.606982,4692.6989824,2690.5447234,2002.154259,11.8,0.28,1.44,9127.16444587887,5.35656943,1346.63223,0.3
Qld1911,147.18858,-19.69375,3375.28172473,2910.7741672,464.50755753,25.2,0.28,1.38,9251.86676484844,5.89283733,1437.26473,0.3
tas001162,147.189075,-41.790325,5531.1483992,3722.1705304,1808.9778688,11.1,0.29,1.05,9167.23018601132,5.44685005,1360.38949,0.3
DECCW0877,147.195266,-34.429978,2467.22820564,1954.6293368,512.59886884,18.4,0.22,0.98,6415.01033898498,4.96412117,1499.30455,0.3
MCMA0493,147.195581,-35.850689,3518.67794721,2582.9571393,935.72080791,15.3,0.27,1.12,8437.59091264523,4.71447107,1511.93687,0.3
DECCW0221,147.197052,-34.430525,2546.85741222,2138.364295,408.49311722,18.4,0.22,1.17,6596.10386602315,4.94281541,1534.76375,0.3
MCMA0646,147.198383,-35.614589,2588.90072985,1875.6887716,713.21195825,16.6,0.25,1.58,9160.17733600266,4.84026525,1515.94916,0.3
MCMA0652,147.199645,-35.606661,2573.34811646,2069.1424803,504.20563616,16.6,0.25,1.66,9124.41194446038,4.80613246,1540.10898,0.3
tas001141,147.203113,-41.799543,4757.9168122,3164.3765169,1593.5402953,11.1,0.29,1.11,9134.33375176532,5.43007062,1352.63878,0.3
MCMA0487,147.203871,-35.846882,3680.79359441,2746.3579902,934.43560421,15.3,0.27,0.75,8475.49641702317,4.56691057,1543.2066,0.3
MCMA0553,147.206337,-35.657288,2822.6343533,2213.4008457,609.2335076,16.6,0.25,1.62,8985.87105131296,4.77794225,1522.83852,0.3
MCMA0490,147.207135,-35.850183,3568.2561198,2553.4581398,1014.79798,15.3,0.27,0.76,8466.91608507058,4.59667699,1538.25466,0.3
tas000615,147.210038,-41.834,4865.9969299,3290.4896791,1575.5072508,11.1,0.29,1.39,9130.57791636266,5.38094494,1352.59616,0.3
MCMA0556,147.21063,-35.663771,2734.10930685,2112.6863313,621.42297555,16.6,0.25,1.46,8793.16844199492,4.862493,1516.47714,0.3
DECCW0709,147.210982,-34.950635,2788.6495166,1940.5100581,848.1394585,18.1,0.23,1.06,9155.22843937938,5.23219854,1523.18657,0.3
DECCW0209,147.211122,-34.949823,2583.44962892,2070.0708021,513.37882682,18.1,0.23,1.06,9179.49740035578,5.1793606,1507.9089,0.3
QLDR000608,147.211871,-22.241405,2802.26370599,2505.8873225,296.37638349,26.4,0.28,1.12,6348.60879777711,6.83945726,1415.36849,0.3
MCMA0634,147.211918,-36.00294,2566.40728399,1926.6953663,639.71191769,15,0.29,1.63,8353.8877018105,4.88536782,1453.48055,0.3
MCMA0649,147.213499,-35.604611,2742.18415426,2133.977938,608.20621626,16.6,0.25,1.72,9152.60548140659,4.79323176,1525.83383,0.3
MCMA0550,147.214519,-35.661632,2430.16354732,1918.5105264,511.65302092,16.6,0.25,1.7,9137.58170483607,4.97311804,1505.24026,0.3
MCMA0589,147.214565,-35.775295,3223.8255665,2480.3437229,743.4818436,15.3,0.27,1.6,9097.22785786161,4.82717577,1534.96148,0.3
VG00065,147.21577,-37.480159,6441.9280637,4508.5078351,1933.4202286,12.6,0.33,0.97,8651.27025673893,5.08669459,1356.22192,0.3
MCMA0547,147.21897,-35.666272,2589.28258599,2102.828938,486.45364799,16.6,0.25,1.5,8864.10205095609,4.85335543,1518.23475,0.3
MCMA0520,147.21898,-35.83395,3208.89970262,2498.9132212,709.98648142,15.3,0.27,1.18,8960.10816432366,4.74471589,1523.67941,0.3
GA_bot223,147.21965,-30.267755,3516.77703889,2857.7355234,659.04151549,23.4,0.26,0.4,6296.66226031934,6.72696206,1447.65342,0.3
MCMA0532,147.220678,-35.836964,3101.94417418,2344.0614517,757.88272248,15.3,0.27,1.28,9105.7244592874,4.7477749,1511.69117,0.3
QLDR000602,147.221824,-22.273192,2560.19301721,2211.3577219,348.83529531,26.4,0.28,1.2,6355.64884334881,6.89854072,1400.0887,0.3
MCMA0529,147.221881,-35.836847,3292.47897472,2427.6165334,864.86244132,15.3,0.27,1.2,9032.84742181111,4.73120794,1522.69991,0.3
MCMA0523,147.224916,-35.842093,3376.91715148,2711.0222937,665.89485778,15.3,0.27,0.98,8791.66101276343,4.77876194,1505.69827,0.3
MCMA0631,147.225724,-36.007535,2993.2251464,2394.1220528,599.1030936,15,0.29,1.49,8433.95651586148,4.77368357,1434.17682,0.3
MCMA0526,147.226001,-35.839056,3140.18281349,2541.6360861,598.54672739,15.3,0.27,1.07,8997.88822224398,4.5865575,1525.68659,0.3
GA975,147.22831,-19.92076,2825.67344039,2466.9356996,358.73774079,25.4,0.19,1.45,5662.36996355683,5.50238595,1488.19382,0.3
GA_bot203,147.23608,-41.587245,5748.6217828,4583.6787582,1164.9430246,11.8,0.28,1.34,9155.77459360749,5.37540931,1308.18397,0.3
MCMA0628,147.236588,-36.004335,3037.52746244,2203.0718567,834.45560574,15,0.29,1.56,8326.55886214502,4.88662609,1427.08656,0.3
tas000618,147.237785,-41.862876,6346.5734798,4218.6246659,2127.9488139,11.1,0.29,1.42,9126.96837340447,5.38629337,1353.10502,0.3
QLDR000605,147.242374,-22.228561,2857.80390978,2558.5820115,299.22189828,26.7,0.23,1.24,6347.71786706802,6.94106527,1402.8389,0.3
GA_bot216,147.24326,-21.67891,2398.20268888,2183.1531205,215.04956838,26.3,0.28,0.64,6379.44799866418,6.27427787,1403.29698,0.3
tas000885,147.245086,-41.641449,5072.7541271,3628.7403516,1444.0137755,11.8,0.28,0.99,9171.5018340199,5.28678928,1347.51386,0.3
MCMA0574,147.253207,-35.963819,3410.6803183,2371.2250432,1039.4552751,15,0.29,1.59,8535.63483772893,4.82197801,1487.93407,0.3
MCMA0580,147.258652,-35.966261,3350.7745407,2345.1861898,1005.5883509,15,0.29,1.69,8551.50780184344,4.86799542,1498.72615,0.3
DECCW1257,147.259246,-33.995768,2957.27086996,2304.7251649,652.54570506,18.9,0.21,0.96,9221.66531042047,6.12299101,1487.81194,0.3
MCMA0577,147.260087,-35.962863,4110.1974464,2692.9743151,1417.2231313,15,0.29,1.75,8538.44160705143,4.8398253,1519.13884,0.3
NSW001349,147.260131,-34.175807,2378.23090085,1962.2641514,415.96674945,18.7,0.22,1.24,6967.66814653447,5.38033318,1516.45558,0.3
MCMA0586,147.261361,-35.763761,3062.31965107,2253.8404175,808.47923357,15.3,0.27,1.57,8599.76899291223,4.83789166,1502.03076,0.3
MCMA0877,147.263846,-35.873168,3848.799976,2744.6136239,1104.1863521,15.3,0.27,1.86,8531.91912403939,4.71539991,1521.96027,0.3
tas000627,147.268595,-41.837201,5227.3351104,3401.1505862,1826.1845242,11.1,0.29,1.08,9117.64929217285,5.41373451,1395.55318,0.3
MCMA0517,147.273875,-35.586435,2758.17079785,2117.6153368,640.55546105,16.6,0.25,1.54,6400.24731024166,4.86618133,1495.12183,0.3
MCMA0514,147.274139,-35.584258,2969.40743095,2322.8086748,646.59875615,16.6,0.25,1.57,6321.35128673771,4.84500906,1514.045,0.3
tas000612,147.275278,-41.991229,8460.5652708,5531.4688405,2929.0964303,11.1,0.29,1.41,9173.34578958546,5.55350613,1323.07682,0.3
NSW001346,147.275405,-34.171157,2029.7406304,1695.0893738,334.6512566,18.7,0.22,1.24,6881.25565569334,5.17607506,1525.59804,0.3
DECCW0881,147.276254,-34.661514,2548.41797252,2128.3245069,420.09346562,18.4,0.22,1.21,9172.1536591306,5.08518392,1531.31894,0.3
VG00220,147.279249,-37.745094,6870.807781,4216.5957658,2654.2120152,14.5,0.31,1.09,9104.71965409343,4.84537223,1411.14321,0.3
MCMA0508,147.284854,-35.576832,2375.1034233,1864.0890898,511.0143335,16.6,0.25,1.52,9155.74234762102,4.85967436,1510.01265,0.3
tas001023,147.287749,-42.699259,5450.7945927,3869.8288774,1580.9657153,11.3,0.28,2,10154.8964203424,5.21360437,1338.57178,0.3
tas001065,147.289416,-42.703289,5482.7253825,3781.2389507,1701.4864318,11.3,0.28,1.6,10193.9545832338,5.40970852,1371.94564,0.3
MCMA0511,147.29195,-35.571433,2884.70059937,2111.4522119,773.24838747,16.6,0.25,1.75,9132.68567290426,4.75515795,1516.36682,0.3
GA_bot107,147.30019,-27.4679,2015.56880951,1834.2417015,181.32710801,23.6,0.17,0.4,6053.22248296018,5.66939216,1482.47117,0.3
MCMA0478,147.303218,-35.810646,3691.1863438,2520.8000632,1170.3862806,15.3,0.27,1.71,8507.12278957674,4.8017388,1489.91098,0.3
tas000717,147.304008,-42.276435,7662.8824048,5426.1295227,2236.7528821,10,0.31,1.11,8764.78505557481,5.27219617,1308.38115,0.3
tas000978,147.304144,-42.678945,5074.6859244,4056.4076321,1018.2782923,11.3,0.28,1.34,8716.5929070875,5.24663567,1332.97257,0.3
MCMA0604,147.304344,-35.781224,3409.65167929,2442.6218445,967.02983479,15.3,0.27,1.58,8718.12953291635,4.87507641,1505.38363,0.3
tas000375,147.304891,-42.692527,5996.7916647,4765.673455,1231.1182097,11.3,0.28,1.28,9921.13840441943,5.53851703,1317.78431,0.3
MCMA0481,147.305662,-35.808475,3554.05513854,2927.6564563,626.39868224,15.3,0.27,1.59,8543.18005998571,4.71249753,1475.98283,0.3
tas001240,147.307577,-42.406681,6718.8258131,4351.7628063,2367.0630068,10,0.31,1.13,9165.65447157372,5.34059428,1323.09542,0.3
tas000606,147.307937,-42.024047,6788.6397914,4792.6960968,1995.9436946,9.8,0.3,1.28,9141.81321904369,5.66464093,1312.57028,0.3
MCMA0484,147.313298,-35.807044,3450.43354188,2562.3090981,888.12444378,15.3,0.27,1.38,8479.55720691865,4.71169579,1508.12285,0.3
tas001189,147.314395,-41.651603,4896.4406085,3005.1721143,1891.2684942,11.8,0.28,1.25,9182.40369349599,5.47524539,1330.97681,0.3
tas001198,147.315665,-41.673127,5161.3561177,3567.416848,1593.9392697,11.8,0.28,1.42,9188.60244649302,5.52294528,1337.318,0.3
tas000014,147.316207,-42.383757,5250.5794156,3986.9218015,1263.6576141,10,0.31,1.29,9085.89915167855,5.30513899,1316.76691,0.3
tas001252,147.316359,-42.303988,7740.8083251,5227.5012803,2513.3070448,10,0.31,1.21,9012.50210739764,5.55873908,1298.53143,0.3
tas000013,147.317487,-42.719395,5621.8363516,3585.2193415,2036.6170101,11.3,0.28,1.25,10802.6711419077,5.15897813,1353.14942,0.3
tas000609,147.319139,-41.993601,6082.0004632,3904.4739169,2177.5265463,11.1,0.29,1.51,9037.1036532144,5.52523249,1306.74654,0.3
VG00017,147.3229,-38.002017,5066.8441895,2809.2055737,2257.6386158,15.1,0.38,1.57,6978.72930889966,5.01329833,1379.32839,0.3
tas000738,147.324586,-42.287763,6330.2253262,4871.637956,1458.5873702,10.9,0.27,1.05,8534.02229203242,5.12804215,1293.02739,0.3
tas000948,147.328173,-41.718424,4646.5855738,3618.9108384,1027.6747354,11.1,0.29,1.4,9140.24018191154,5.4768949,1361.67313,0.3
tas000744,147.335697,-42.371789,5490.6119255,3827.3582367,1663.2536888,10.9,0.27,1.24,9098.66140992484,5.4020474,1339.10388,0.3
VG00121,147.335814,-37.926444,5577.1633139,3695.0316308,1882.1316831,14.8,0.36,1.62,8951.03060107972,4.9063,1390.14705,0.3
tas000642,147.337034,-41.892633,5364.8113141,3777.0275821,1587.783732,11.4,0.32,1.79,9147.06265689059,5.71816598,1382.79719,0.3
VG00216,147.339145,-37.702286,6859.251465,4557.2461215,2302.0053435,13.8,0.31,0.87,9094.15917119668,4.95424941,1378.86512,0.3
VG00077,147.343342,-37.726835,6360.5621695,3839.001803,2521.5603665,13.8,0.31,0.78,8864.20992444477,4.88611558,1359.95416,0.3
tas001111,147.343755,-42.152243,7992.5262052,5474.9970624,2517.5291428,11.3,0.32,1.17,8790.80553636635,5.54742086,1294.0265,0.3
tas001147,147.345549,-42.154994,6872.1064592,4738.6842306,2133.4222286,11.3,0.32,1.29,8796.03201433213,5.65919142,1326.11265,0.3
GA923,147.3504,-20.40244,1849.88444578,1561.0409742,288.84347158,25.9,0.22,1.52,8191.82750311346,5.33958771,1512.19604,0.3
GA_bot20,147.35059,-20.40202,1882.39252624,1631.7291027,250.66342354,25.9,0.22,1.52,8191.82750311346,5.33958771,1512.19604,0.3
VG00093,147.35519,-37.739031,7687.5561312,4851.5697147,2835.9864165,14.8,0.36,1.28,9131.28607627887,4.96719937,1383.4607,0.3
QLDR000479,147.3555,-19.984104,2647.77454397,2047.8245165,599.95002747,25.6,0.21,1.25,9104.11185800247,5.76419783,1443.0617,0.3
tas001342,147.35789,-42.091676,5500.03644,3684.8680389,1815.1684011,11.3,0.32,1.21,9114.06274016902,5.97127779,1323.31641,0.3
tas001261,147.359429,-42.692824,6521.3787318,4250.1994789,2271.1792529,12.6,0.22,1.1,8758.84724137778,5.20675514,1349.19952,0.3
tas001195,147.362114,-42.696868,6151.7928463,4156.3429438,1995.4499025,12.6,0.22,1.12,9179.7927917925,5.16473384,1366.83404,0.3
VG00089,147.362627,-37.739495,6151.4169884,4463.4547164,1687.962272,14.8,0.36,0.55,8768.53318891328,4.98594707,1358.60682,0.3
VG00240,147.365133,-38.02703,5551.0888942,3045.2357908,2505.8531034,15.1,0.49,1.58,9048.72588018491,4.92156368,1408.01179,0.3
NSW000536,147.369265,-33.690705,2755.21171973,2351.1556897,404.05603003,19.2,0.2,1.01,6859.89648520566,5.69610356,1472.74004,0.3
tas000969,147.37008,-42.100033,4843.4601787,3551.5771998,1291.8829789,11.3,0.32,1.36,9139.06151621855,5.75310891,1300.36123,0.3
VG00300,147.370514,-37.889449,5385.1114621,2965.3533996,2419.7580625,14.8,0.36,1.49,8128.57665272557,5.01997277,1373.84637,0.3
tas000741,147.375853,-42.170615,5386.7417816,3500.9906099,1885.7511717,11.3,0.32,1.34,8688.75129853787,5.66869054,1311.71837,0.3
VG00029,147.382596,-37.894521,5469.6812304,3555.7798179,1913.9014125,14.8,0.36,1.55,9024.91259824024,5.08282368,1404.57637,0.3
tas001463,147.384856,-42.402999,8791.9621817,5803.2355443,2988.7266374,10.9,0.27,1.12,8717.01287758024,4.99798576,1339.56134,0.3
tas000735,147.389057,-42.191519,7001.2369766,5028.4631477,1972.7738289,11.3,0.32,1.09,8698.25009961712,5.73166013,1320.98763,0.3
tas000594,147.38914,-41.756964,5472.1059416,3690.491162,1781.6147796,11.1,0.29,1.51,9158.7392779459,5.57359236,1365.9119,0.3
tas000510,147.389673,-42.666195,6383.9072571,4234.6574183,2149.2498388,11.8,0.31,1.46,11344.5313100662,5.3383204,1326.29472,0.3
tas001258,147.391398,-42.723347,6191.8875425,3754.3969081,2437.4906344,12.6,0.22,0.98,9070.19113006515,5.31509576,1379.37487,0.3
tas000714,147.391401,-42.296542,7215.8006392,4933.8016025,2281.9990367,10.9,0.27,1.05,9087.73369068015,5.16541492,1332.74263,0.3
NSW000515,147.391525,-33.667114,2820.65054425,2255.6417246,565.00881965,19.3,0.32,1.01,9175.04940860558,5.7430494,1456.71255,0.3
MCMA0568,147.392273,-35.587887,3592.00616853,2607.0715186,984.93464993,15.8,0.27,0.86,8990.14687156366,4.57785739,1499.05804,0.3
MCMA0766,147.392349,-35.782165,3477.9480651,2367.1685033,1110.7795618,14.5,0.31,1.33,7354.02992899241,4.85415207,1513.56645,0.3
MCMA0571,147.395743,-35.584224,4226.7997732,2860.4443431,1366.3554301,15.8,0.27,0.79,8630.80436056933,4.61355251,1489.4614,0.3
VG00033,147.398725,-37.804021,5852.2259128,3709.4823797,2142.7435331,14.8,0.36,1.39,9124.05042344536,5.21744963,1397.77633,0.3
VG00296,147.40503,-37.976482,4819.114199,2675.8460874,2143.2681116,15.1,0.49,1.43,7355.52392113117,5.21008014,1372.83192,0.3
NSW000336,147.405905,-33.667429,2722.80303857,2313.8194576,408.98358097,19.3,0.32,0.94,9209.42324756954,6.04585897,1486.86169,0.3
GA_bot613,147.407,-28.556,2581.66218505,2354.5360111,227.12617395,23.5,0.17,0.41,6636.00196998062,5.98636553,1461.40792,0.3
tas001339,147.409073,-41.713481,6214.363443,4728.6795074,1485.6839356,11.1,0.29,1.68,9172.31222690374,5.52723522,1343.17254,0.3
tas001062,147.411236,-42.76247,4765.8333189,3116.7372092,1649.0961097,12.6,0.22,1.11,8907.49296143583,5.32906714,1341.38702,0.3
DECCW0377,147.411251,-34.200042,2932.02436286,2443.3541906,488.67017226,18.6,0.22,1.15,9210.02633298176,5.88243883,1501.73964,0.3
tas000894,147.411726,-42.759037,5320.9500075,3773.9263484,1547.0236591,12.6,0.22,1.43,8934.79026731426,5.43852878,1318.89461,0.3
tas001192,147.412664,-41.726114,5560.5451303,3764.0029743,1796.542156,11.1,0.29,1.63,9164.55434962334,5.54665628,1339.35855,0.3
tas001035,147.412748,-42.756404,5704.0706195,3374.1301327,2329.9404868,12.6,0.22,1.22,8706.10532156409,5.3619354,1348.70847,0.3
tas001204,147.414987,-42.174929,5084.8786066,3488.6634462,1596.2151604,11.3,0.32,1.46,8924.9060891609,5.86816953,1375.43006,0.3
tas000726,147.415977,-42.277813,5777.2410365,4211.1803413,1566.0606952,10.9,0.27,1.14,8620.82961330521,5.35645262,1288.97412,0.3
VG00288,147.417241,-37.880668,5315.594349,3315.1740211,2000.4203279,14.8,0.36,1.38,8797.43930211373,4.94589603,1395.35541,0.3
MCMA0745,147.419599,-35.694895,2972.75211605,2156.9445799,815.80753615,15.8,0.27,1.71,8472.3024318614,4.90920458,1485.15337,0.3
NSW000533,147.420068,-33.871097,2620.69039583,2200.2463106,420.44408523,19.2,0.2,1.18,9244.82038971127,6.07915655,1452.62252,0.3
VG00284,147.421161,-37.884142,5207.970022,3597.7024495,1610.2675725,14.8,0.36,1.43,8804.26594432318,4.97198676,1384.27409,0.3
tas000639,147.422479,-42.794758,5207.2391733,3919.0874299,1288.1517434,12.6,0.22,1.1,8580.82301102385,5.3506563,1360.6972,0.3
DECCW1105,147.422525,-35.100483,3269.3522154,2615.4155137,653.9367017,17.6,0.24,1.18,11608.0524185093,5.45211795,1535.85129,0.3
