site,x,y,SOM,MAOM,POM.AGG,SoilTMP-C,SoilMoi-m3,NPP.gC.m2,qmax.gC.m2,pH-CaCl2,BD.mg.cm3,depth,REC-ID
S176,132.4531142,-13.5216182,4139.46713483334,2756.64446249804,1382.8226723353,28.4166722933353,0.143579422112434,1.23196994535519,4033.838475,5.15981408500671,1379.82237827778,0.3,2
S177,132.4570583,-13.51696944,4343.61753237249,2584.21004027064,1759.40749210185,28.4166722933353,0.143579422112434,1.33445534845423,4001.696507,5.11896862697601,1447.87251079083,0.3,2
GA959,146.55603,-22.22157,1867.33432793,1533.2085177,334.12581023,26,0.29,0.85,6762.12453275021,5.67313488,1506.81876,0.3,5
GA_bot531,146.672,-21.861,2236.1929223,2001.2742313,234.918691,27,0.27,1.02,5976.73054117986,6.29551449,1481.96356,0.3,5
GA979,146.68439,-23.13955,2296.95463839,2027.1374508,269.81718759,24.9,0.22,0.79,5575.5926198267,5.44432884,1506.85455,0.3,5
GA_bot250,146.92556,-21.9282,2707.13264296,2090.608306,616.52433696,26.3,0.26,1.1,9265.89672186655,6.13902909,1214.96333,0.3,5
GA_bot422,147.047,-21.53,2253.89509804,2086.4886902,167.40640784,26.6,0.22,1.03,6292.56852589522,6.18710946,1437.1664,0.3,5
GA_bot467,147.048,-21.531,2631.3595395,2392.6283283,238.7312112,26.6,0.22,1.03,6279.22487424371,6.14769482,1438.2795,0.3,5
QLDR000599,147.133847,-22.147468,2287.24990549,1861.2569574,425.99294809,26.7,0.23,0.92,6321.64444778216,6.55829717,1437.33104,0.3,5
QLDR000596,147.140911,-22.152464,2372.476505,2033.3938541,339.0826509,26.7,0.23,0.98,6295.61018009825,6.51983624,1448.35483,0.3,5
QLDR000593,147.153754,-22.154391,2253.89047021,1953.466074,300.42439621,26.7,0.23,0.98,6060.7516901018,5.81464704,1495.19771,0.3,5
QLDR000608,147.211871,-22.241405,2802.26370599,2505.8873225,296.37638349,26.4,0.28,1.12,6348.60879777711,6.83945726,1415.36849,0.3,5
QLDR000602,147.221824,-22.273192,2560.19301721,2211.3577219,348.83529531,26.4,0.28,1.2,6355.64884334881,6.89854072,1400.0887,0.3,5
QLDR000605,147.242374,-22.228561,2857.80390978,2558.5820115,299.22189828,26.7,0.23,1.24,6347.71786706802,6.94106527,1402.8389,0.3,5
GA_bot216,147.24326,-21.67891,2398.20268888,2183.1531205,215.04956838,26.3,0.28,0.64,6379.44799866418,6.27427787,1403.29698,0.3,5
GA923,147.3504,-20.40244,1849.88444578,1561.0409742,288.84347158,25.9,0.22,1.52,8191.82750311346,5.33958771,1512.19604,0.3,5
GA_bot20,147.35059,-20.40202,1882.39252624,1631.7291027,250.66342354,25.9,0.22,1.52,8191.82750311346,5.33958771,1512.19604,0.3,5
GA_bot608,147.444,-24.331,3403.7882621,3065.3918019,338.3964602,22.5,0.18,0.82,9009.66237229042,5.63159001,1439.57957,0.3,5
GA_bot477,147.658,-20.67,3002.88111842,2564.3966828,438.48443562,25.2,0.21,1.16,8537.40752343244,5.51082834,1492.6913,0.3,5
GA_bot122,147.76636,-24.05265,3011.72271646,2705.9876733,305.73504316,24.2,0.14,1.04,6337.63012807944,6.24797994,1372.64458,0.3,5
GA_bot617,147.844,-19.929,3071.64636542,2682.8973272,388.74903822,25.6,0.25,1.26,8506.71463019789,5.55176183,1454.07942,0.3,5
QLDR000485,147.94521,-19.988679,2439.65163067,1836.9887997,602.66283097,25.4,0.21,1.6,9035.42963758468,5.76669306,1446.48218,0.3,5
QLDR000482,147.953394,-19.986052,2414.17579104,1948.6676764,465.50811464,25.6,0.25,1.81,9051.58651012186,5.83555819,1445.04703,0.3,5
QLDR000494,147.95436,-19.969536,2240.72194146,1907.7295873,332.99235416,25.6,0.25,1.87,9065.57555953528,5.78514804,1449.89896,0.3,5
QLDR000497,147.95723,-19.963692,2516.1258868,2078.2005159,437.9253709,25.6,0.25,1.75,9153.67029549011,5.79961367,1424.29535,0.3,5
QLDR000488,147.959239,-19.969805,2124.08643537,1716.6883012,407.39813417,25.6,0.25,1.85,8894.86685546221,5.85605809,1449.6046,0.3,5
QLDR000491,147.959454,-19.974523,2101.70358116,1720.1636618,381.53991936,25.6,0.25,1.77,8825.29701402573,5.8050907,1474.90708,0.3,5
GA_bot561,146.599,-25.789,2363.35480136,2147.2600616,216.09473976,24.2,0.21,0.6,7156.40343366804,5.9147955,1446.23838,0.3,6
GA1016,147.87283,-25.7595,2277.98269127,2043.5796337,234.40305757,21.3,0.24,0.66,9259.13284035761,5.87629734,1462.75524,0.3,6
GA_bot539,147.927,-26.475,2891.2894133,2583.0357966,308.2536167,22.8,0.24,0.6,7254.94527200386,6.3025835,1400.70104,0.3,6
QLDC001005,148.001355,-24.451632,2681.10118424,2280.8484967,400.25268754,22.6,0.2,1.36,6408.83159604571,6.68806338,1368.41029,0.3,6
QLDC001023,148.046355,-24.442603,2662.90740974,2339.948758,322.95865174,22.6,0.2,1.29,6426.97118949801,6.87073177,1345.81474,0.3,6
GA1032,139.453913,-31.641302,1276.3660664,1171.5053532,104.8607132,22.5,0.12,0.23,4793.16170711827,6.49221005,1457.07364,0.3,8
GA958,139.5619,-31.123032,938.11739946,856.65585393,81.46154553,21.9,0.11,0.21,4429.01391655505,6.2339,1490.85435,0.3,8
GA1047,139.563035,-31.122192,965.7415912,899.85970201,65.88188919,21.9,0.11,0.21,4997.88965228877,6.42064708,1478.55037,0.3,8
GA792,139.653293,-31.224483,959.79528725,870.44328563,89.35200162,22.7,0.14,0.13,4684.80735244984,6.32615347,1500.37993,0.3,8
GA969,140.014958,-31.393393,993.35545345,901.80411244,91.55134101,23,0.12,0.26,4140.81376340668,6.2339285,1517.85511,0.3,8
GA1117,140.571357,-31.476333,1439.49934426,1340.8193084,98.68003586,22,0.11,0.2,5204.55967288273,6.60525407,1513.01546,0.3,8
GA809,140.717643,-31.39184,1177.42004576,1065.04168,112.37836576,23.1,0.12,0.25,5190.72201441676,6.32190037,1519.64327,0.3,8
DECCW0793,141.213001,-31.353525,1169.14623145,661.76169782,507.38453363,22.6,0.12,0.16,8490.92526302478,7.31048385,1483.27702,0.3,8
DECCW0925,141.424609,-32.392365,1352.4429514,774.64921155,577.79373985,21.4,0.12,0.2,8701.57896933599,7.33956113,1457.92037,0.3,8
DECCW0601,141.76228,-31.069554,1515.75587996,1342.0583853,173.69749466,22,0.1,0.21,5902.98990998432,7.08141402,1489.22615,0.3,8
DECCW1137,141.762738,-31.070445,1652.10491673,1453.2862112,198.81870553,22,0.1,0.21,6020.48549810721,7.19923744,1482.91267,0.3,8
DECCW1133,141.931866,-31.153008,1349.92404323,845.6572383,504.26680493,22,0.1,0.7,8608.95742839454,6.79518179,1488.56934,0.3,8
DECCW0949,142.052061,-32.247831,1686.06614865,1418.9006707,267.16547795,21.9,0.14,0.41,5296.52506220858,6.97394092,1501.077,0.3,8
GA_bot733,142.165,-32.36,1662.79224786,1491.7926811,170.99956676,21.1,0.24,0.32,5421.24518865694,6.84082337,1475.64673,0.3,8
DECCW1125,142.249831,-31.617467,1827.55561638,1336.9562286,490.59938778,22,0.12,0.37,5809.32078706096,6.53936051,1516.22852,0.3,8
DECCW0761,142.249975,-31.617944,1624.8005624,1239.3144851,385.4860773,22,0.12,0.37,5605.98679372719,6.58813668,1489.00866,0.3,8
DECCW1129,142.822442,-31.667407,1611.81061145,1185.579016,426.23159545,22.1,0.12,0.34,8475.62123933515,7.0462818,1454.35057,0.3,8
DECCW0797,142.850953,-31.653763,1553.25247665,1347.8272197,205.42525695,22.3,0.13,0.38,5862.36355496777,6.9762911,1460.05971,0.3,8
S69,141.535977,-32.420077,4404.19041323661,3810.92264108415,593.267772152463,21.6367933893921,0.139316328567508,0.289884796766225,4041.875158,7.07355426359177,1468.06347107887,0.3,8
S75,141.764971,-31.900676,4413.06510436536,3804.14472993234,608.920374433019,21.4589968768454,0.097281375019754,0.251940593524133,4034.522468,7.10435898351669,1471.02170145512,0.3,8
S84,142.149037,-31.346337,4557.66117167472,3262.52496771502,1295.1362039597,22.1350720404887,0.126864635576515,0.314917122040073,4000.232291,6.56907709312439,1519.22039055824,0.3,8
S85,142.137072,-31.343494,4608.02632963656,3396.70779744653,1211.31853219003,22.1350720404887,0.126864635576515,0.288649811612646,3984.760582,6.5030851316452,1536.00877654552,0.3,8
GA_bot454,132.823,-22.738,1134.1463063,994.12857404,140.01773226,26.6,0.1,0.34,5240.07591635221,5.98415084,1568.64807,0.3,9
GA1127,134.55586,-22.23767,1113.33358294,937.00270909,176.33087385,26,0.09,0.29,4586.24067786846,5.63895775,1591.12943,0.3,9
GA_bot604,134.557,-22.237,1202.13703385,1030.5215441,171.61548975,26,0.09,0.48,5212.1520760646,5.76917824,1582.23533,0.3,9
GA_bot691,113.809,-24.819,2017.07875005,1688.64192,328.43683005,26.4,0.13,0.76,6383.97386923422,5.49081857,1532.81261,0.3,10
GA_bot655,113.811,-24.818,2086.2882455,1737.5676187,348.7206268,26.4,0.13,0.68,6602.96704162632,5.57210202,1523.6589,0.3,10
GA_bot707,113.845,-24.64,1681.50127096,1514.4439313,167.05733966,26.4,0.12,0.52,8127.62648879863,5.88113423,1508.76074,0.3,10
GA_bot311,113.89796,-23.70675,3342.0530215,2622.3328731,719.7201484,28.6,0.12,0.31,4964.76712179135,5.3659747,1471.33779,0.3,10
GA_bot289,113.9212,-23.29272,1932.86204903,1633.5084247,299.35362433,28.4,0.12,0.45,4742.94920207905,5.51744151,1513.13181,0.3,10
GA_bot288,113.97134,-25.05919,1953.02224771,1655.2467581,297.77548961,27,0.1,0.32,6318.2559849454,5.76169219,1504.91352,0.3,10
GA_bot640,113.986,-23.631,1721.27154185,1546.7675302,174.50401165,28.6,0.12,0.33,7046.17544696699,6.15113941,1508.11536,0.3,10
GA_bot137,113.9952,-23.89166,1797.59783537,1553.4069058,244.19092957,28.5,0.12,0.59,6191.40016625844,5.33180275,1527.16816,0.3,10
GA_bot344,114.01398,-24.51815,1748.70360694,1468.5380936,280.16551334,27.4,0.12,0.43,8235.3159896566,6.07869341,1481.31893,0.3,10
GA_bot534,114.051,-22.386,2384.64922702,1943.2075612,441.44166582,27.6,0.09,0.35,4292.70035031585,5.57935687,1479.71373,0.3,10
GA_bot309,114.10419,-22.59575,5146.6356816,3005.8706178,2140.7650638,29.4,0.12,0.61,3235.34289309949,5.54315124,1376.01432,0.3,10
GA1109,114.12356,-25.3114,2018.86738802,1662.9350946,355.93229342,27.4,0.1,0.3,7294.88545975511,5.65263425,1526.05415,0.3,10
GA_bot338,114.1635,-26.45462,2343.52009049,2009.3450791,334.17501139,26.4,0.13,0.34,2846.24016669837,5.70407073,1506.4275,0.3,10
GA_bot572,114.202,-25.753,1394.94822128,1123.9899406,270.95828068,26.7,0.12,0.21,5911.10958112482,5.64144135,1534.36884,0.3,10
GA938,114.2953,-25.74173,1663.16495191,1450.647607,212.51734491,26.7,0.12,0.46,6460.01738959892,5.62032454,1549.65419,0.3,10
GA_bot226,114.31595,-25.99629,1722.39490355,1505.0784892,217.31641435,27.4,0.09,0.32,4905.64391697157,5.83933374,1489.55633,0.3,10
GA915,114.34874,-22.71362,2528.72484141,2069.5467055,459.17813591,28.7,0.15,0.42,2624.03656113731,5.54852464,1483.03257,0.3,10
GA_bot221,114.39051,-23.75395,1580.12700955,1389.973569,190.15344055,28.9,0.09,0.23,7404.72281472137,5.72178062,1519.81985,0.3,10
GA_bot374,114.67137,-26.70895,1500.00048238,1163.8462426,336.15423978,26.1,0.14,0.48,4189.0232741352,5.25438426,1506.88326,0.3,10
GA_bot94,114.6715,-26.70798,1688.8294372,1385.6433856,303.1860516,26.1,0.14,0.46,3721.35811811547,5.21674656,1528.73313,0.3,10
GA_bot504,114.785,-22.205,1604.32798076,1322.3902807,281.93770006,30.4,0.13,0.24,3826.64624291758,5.33043146,1487.8168,0.3,10
GA_bot192,114.80659,-24.95761,1693.55241029,1468.2111287,225.34128159,28.3,0.11,0.25,5796.45218010755,5.43886824,1555.3129,0.3,10
GA_bot1,114.89764,-22.70173,1768.73322882,1504.940539,263.79268982,29.2,0.15,0.43,4537.0469133252,5.3862277,1508.22847,0.3,10
GA_bot113,114.89805,-22.7004,1704.56423227,1445.0121172,259.55211507,29.2,0.15,0.38,3886.87819042946,5.38200071,1504.50207,0.3,10
GA_bot347,115.03318,-21.97988,1560.97824791,1403.8557508,157.12249711,30.3,0.13,0.59,5206.75663334925,5.65748407,1531.99715,0.3,10
GA1045,115.12369,-25.74159,1456.57021482,1228.536341,228.03387382,28.1,0.1,0.17,4650.63377095152,5.60790958,1559.32025,0.3,10
GA_bot406,115.309,-24.7,1870.31774728,1621.6887816,248.62896568,28.3,0.12,0.32,5590.73446314676,5.46957349,1565.45419,0.3,10
GA934,115.51117,-25.19333,1826.75999983,1523.3476701,303.41232973,28.1,0.13,0.23,5936.76872575948,5.20866065,1565.1918,0.3,10
S163,127.87302,-17.8735667,4592.70899248122,3665.17710139554,927.531891085677,30.2409681488135,0.10542741056799,0.739285284161323,3942.013911,5.39750995635986,1530.90299749374,0.3,12
S164,125.2178,-17.6741333,4581.91560173034,3549.21728855758,1032.69831317276,31.3151474952383,0.194258074040805,0.778675029734428,3987.871967,5.63838086557388,1527.30520057678,0.3,12
GA951,136.64925,-21.65182,1161.35523067,1033.0738963,128.28133437,28.1,0.14,0.48,6033.60351477396,5.89346247,1527.59575,0.3,14
GA913,136.7838,-22.93383,1364.112499,1149.9609112,214.1515878,27.7,0.11,0.36,5162.66286580809,5.29943029,1550.95337,0.3,14
GA_bot405,137.112,-22.24,675.26519918,576.15057315,99.11462603,28.1,0.14,0.26,5156.94770792297,5.44679588,1529.32741,0.3,14
GA_bot549,138.466,-25.122,1078.49315614,973.01979418,105.47336196,27,0.24,0.28,5853.07839256922,6.6921455,1473.09557,0.3,14
GA_bot748,138.636,-24.928,1371.70551034,1180.8189722,190.88653814,27.1,0.24,0.21,3322.70488861727,6.10273371,1493.0471,0.3,14
GA_bot367,138.73261,-23.67968,733.64072779,644.43918008,89.20154771,27.9,0.1,0.26,6656.27066417883,6.11648085,1513.24718,0.3,14
GA_bot394,138.736,-24.977,1478.3739505,1362.241511,116.1324395,27.6,0.22,0.57,6213.87819650016,6.89658786,1438.75802,0.3,14
GA_bot468,138.852,-25.897,971.39810591,900.60816249,70.78994342,26.3,0.17,0.43,4262.1963911803,6.52050671,1493.90595,0.3,14
GA981,139.274257,-28.066602,975.04378393,822.46446339,152.57932054,24.8,0.08,0.19,3651.71263031934,6.80317078,1472.44953,0.3,14
GA787,139.278563,-28.063567,1543.30291511,1308.4911527,234.81176241,24.8,0.08,0.23,3354.26445323923,6.68539995,1460.60155,0.3,14
GA803,139.386088,-26.303173,758.69606183,703.22427365,55.47178818,26.2,0.24,0.38,5211.74788514254,6.68710075,1494.07004,0.3,14
GA835,139.57411,-23.21657,1023.96563143,910.78263024,113.18300119,28.3,0.25,0.49,6074.18421507786,6.67233921,1478.65777,0.3,14
GA_bot532,139.575,-23.217,869.9642671,811.62135127,58.34291583,28.3,0.25,0.49,6275.23170184434,6.73146446,1476.52436,0.3,14
GA_bot385,139.596,-24.504,966.51019403,833.14207679,133.36811724,27.3,0.13,0.36,6145.10422891609,7.04937018,1468.43511,0.3,14
QLDR000641,139.819926,-23.489759,884.52840918,776.18210232,108.34630686,28.2,0.25,0.71,6336.07540421804,6.94756814,1465.91101,0.3,14
QLDR000644,139.821412,-23.489544,864.56883692,749.36507259,115.20376433,28.2,0.25,0.77,6255.20666137536,6.79459331,1460.5835,0.3,14
GA_bot67,139.8748,-23.66093,913.18344854,835.04079736,78.14265118,28,0.25,0.36,6266.04207582336,6.96918897,1462.33321,0.3,14
GA839,139.987027,-28.48227,799.363738,746.90618362,52.45755438,24.4,0.09,0.19,7038.10699555385,7.1079821,1485.52767,0.3,14
GA1051,140.09375,-27.471507,935.71329491,858.41793681,77.2953581,25.4,0.28,0.31,4443.78249964799,6.66037848,1494.30691,0.3,14
GA_bot428,140.179,-25.056,1026.58198423,925.78049177,100.80149246,27.2,0.16,0.3,6882.64778385769,6.66233154,1498.40225,0.3,14
GA_bot705,140.238,-25.337,919.86380172,849.72300048,70.14080124,27.4,0.25,0.32,6049.98503800674,6.89580233,1476.80889,0.3,14
GA836,140.249633,-26.490133,808.27903693,705.48266035,102.79637658,26,0.07,0.23,5484.04614515461,5.76761171,1515.47649,0.3,14
GA_bot541,140.584,-24.837,972.65830609,897.05134509,75.606961,27.5,0.19,0.46,6295.46324678301,7.09894529,1455.66554,0.3,14
GA793,140.67953,-27.047548,760.82344512,670.28264907,90.54079605,25.8,0.25,0.17,6055.62800606287,6.16382722,1517.57886,0.3,14
GA865,140.75307,-25.69387,1042.16206761,932.28065326,109.88141435,26.9,0.13,0.28,5512.23192849457,6.69967259,1506.69888,0.3,14
GA1009,140.782558,-27.719998,1109.66630862,987.92292615,121.74338247,25.1,0.21,0.35,7107.33166260747,6.34443632,1473.63694,0.3,14
GA_bot401,140.886,-25.465,1231.18391971,1078.2933154,152.89060431,27,0.2,0.24,4201.25430982573,6.36463392,1505.57101,0.3,14
GA_bot750,140.931,-24.194,978.10380021,890.22032964,87.88347057,27.8,0.15,0.19,7124.59764422881,6.81582702,1481.63473,0.3,14
GA_bot727,141.091,-24.168,1012.83469537,935.20293554,77.63175983,28.1,0.22,0.4,6316.61801123209,6.96151779,1442.67324,0.3,14
GA1017,141.173353,-27.08502,1091.32100384,1018.6675699,72.65343394,26.1,0.2,0.26,5865.00285519396,6.55593929,1517.00983,0.3,14
GA_bot664,141.358,-25.064,1313.73447847,1183.8100271,129.92445137,27.2,0.21,0.26,6155.01154691894,6.3981143,1470.83548,0.3,14
QLDR000647,141.368658,-23.515317,820.16725177,727.44666066,92.72059111,28.9,0.27,0.35,6336.8135518688,7.10517848,1462.65354,0.3,14
QLDR000650,141.369629,-23.514592,795.58484536,672.15010445,123.43474091,28.9,0.27,0.35,6339.23310879759,7.10317481,1458.69693,0.3,14
GA_bot513,141.409,-28.321,1260.8171187,1180.0062714,80.8108473,25.2,0.12,0.24,5424.27374317496,6.2071894,1522.9112,0.3,14
GA_bot26,141.51002,-23.3485,1105.51674632,1006.5957904,98.92095592,28.7,0.24,0.46,6320.62723632733,6.93240509,1453.09208,0.3,14
GA_bot403,141.623,-25.964,1298.28722835,1166.549185,131.73804335,26.7,0.11,0.48,6912.14552106196,6.20123065,1494.68449,0.3,14
GA_bot158,141.73835,-23.03367,1432.69448318,1301.2279089,131.46657428,28.5,0.25,0.5,6912.43284317784,6.7118543,1468.68475,0.3,14
GA_bot599,141.803,-26.645,1376.45992114,1262.0707443,114.38917684,26.6,0.25,0.65,6261.18798969768,6.91832821,1456.87609,0.3,14
GA946,141.91045,-28.03495,819.21814055,758.58378506,60.63435549,25.6,0.14,0.24,5861.76310334911,6.38313893,1521.94341,0.3,14
GA1064,141.91123,-28.03567,902.29865375,821.38870907,80.90994468,25.6,0.14,0.24,5979.48624263702,6.42887259,1521.41965,0.3,14
GA_bot663,141.984,-27.497,1370.34455555,1277.5286027,92.81595285,26.1,0.2,0.8,6335.44467898727,7.25108741,1444.24503,0.3,14
GA990,142.0128,-30.04171,1560.16846925,1438.2199283,121.94854095,23.5,0.13,0.44,6235.08501261464,7.07435245,1493.55391,0.3,14
GA_bot402,142.055,-24.448,1383.86411653,1267.4207317,116.44338483,27.4,0.14,0.3,6076.11323748129,6.15042113,1492.63155,0.3,14
GA_bot388,142.086,-26.923,1002.14153709,932.38406452,69.75747257,26.2,0.22,0.23,6230.26428058638,6.90594243,1454.21156,0.3,14
QLDR000653,142.174535,-25.683752,1320.9513042,1185.0265106,135.9247936,27.3,0.25,0.49,6346.47265398053,7.11508881,1447.5528,0.3,14
GA_bot475,142.175,-25.681,1620.88142221,1500.9057946,119.97562761,27.3,0.25,0.6,6289.83998739144,6.86248563,1451.57409,0.3,14
QLDR000656,142.175192,-25.683373,1379.77551858,1218.155359,161.62015958,27.3,0.25,0.56,6339.89803384767,6.98412532,1434.21511,0.3,14
GA_bot642,142.264,-27.755,1304.79820892,1204.7038881,100.09432082,25.6,0.21,0.54,6187.08273713759,6.76091576,1473.68744,0.3,14
GA920,142.35798,-25.75455,1169.4182291,1066.7762368,102.6419923,27.3,0.25,0.48,6260.6783953232,6.81484376,1464.8552,0.3,14
GA771,142.450277,-30.235177,1843.76897754,1704.2335252,139.53545234,23.6,0.17,0.79,6340.53250918518,6.49604581,1504.91932,0.3,14
GA_bot419,142.521,-29.33,2057.7181903,1810.3769674,247.3412229,23.6,0.19,0.38,6301.88823107642,7.09502005,1456.34455,0.3,14
GA_bot380,142.781,-27.641,1461.42587838,1294.6456482,166.78023018,25.5,0.22,0.26,6289.71656626289,6.86717602,1434.06855,0.3,14
GA_bot432,142.79,-25.601,1413.00963108,1310.7864411,102.22318998,27.4,0.23,0.41,8814.2677453424,6.71434244,1465.52744,0.3,14
GA864,143.12379,-24.69386,1364.57816152,1236.3815312,128.19663032,27.5,0.09,0.38,6233.22022562045,6.51865488,1470.9366,0.3,14
GA_bot687,143.132,-24.085,1553.83784798,1410.9608072,142.87704078,27.8,0.2,0.47,6673.43976014326,6.02535426,1484.35873,0.3,14
GA1091,143.13476,-28.31684,1363.96702306,1214.485965,149.48105806,24.9,0.14,0.2,6318.22944052886,6.31773483,1466.69348,0.3,14
GA_bot500,143.18,-29.217,1880.53718387,1711.5435061,168.99367777,24.1,0.14,0.25,6020.86984824336,6.47944924,1509.55829,0.3,14
GA_bot387,143.247,-28.686,2196.99550887,1861.8125179,335.18299097,25,0.13,0.31,5828.01532707045,5.88023075,1534.14316,0.3,14
GA_bot420,143.26,-25.179,1313.69930823,1219.6672089,94.03209933,27.1,0.17,0.4,6287.9650612532,6.57743889,1472.85424,0.3,14
S115,142.26526,-29.444932,4549.49516630172,3419.06872223877,1130.42644406295,23.4611577047517,0.106107297618751,0.260315904384061,4019.303499,6.80916623210907,1516.49838876724,0.3,14
S133,143.165384,-24.115908,4462.92832589148,3309.6611778927,1153.26714799878,27.8043884148015,0.197493999051825,0.446730048822683,4003.04132,5.8828089556694,1487.64277529716,0.3,14
GA1065,117.7147,-29.8709,1690.43341479,1425.5232129,264.91020189,22.6,0.1,0.21,4310.40866429331,5.62932672,1569.38103,0.3,16
GA_bot7,119.92662,-30.8569,2037.41614481,1743.7662386,293.64990621,21.3,0.15,0.24,6211.47219038779,6.7019,1512.63334,0.3,16
GA_bot233,121.29174,-30.96292,1886.15424551,1310.97992,575.17432551,21.8,0.13,0.28,6397.40563219743,6.72363231,1386.22172,0.3,16
GA_bot40,121.96195,-31.23413,1798.15111943,1471.7290398,326.42207963,20.7,0.14,0.25,6098.37161503792,5.90001126,1476.96847,0.3,16
GA_bot638,121.962,-31.234,1786.19050266,1467.3238661,318.86663656,20.7,0.14,0.25,6098.37161503792,5.90001126,1476.96847,0.3,16
GA_bot82,122.44666,-31.61275,2399.05836501,2045.1759764,353.88238861,20.6,0.14,0.4,3662.105495527,6.76876035,1419.96946,0.3,16
GA_bot474,123.74,-32.113,2482.72020927,2115.4271023,367.29310697,20.7,0.15,0.45,3567.9157558378,6.80155818,1419.11967,0.3,16
GA_bot269,124.30966,-31.12892,1729.0610395,1415.078578,313.9824615,21.7,0.15,0.42,2442.48477898069,5.96908707,1486.41449,0.3,16
S72,121.7603,-32.1587167,4315.06105613709,2822.04737181108,1493.01368432601,19.3146758032454,0.184077380209763,0.137154602390398,4010.507863,6.45995559120178,1438.35368537903,0.3,16
S73,126.2633917,-32.01217222,4358.28799116612,2758.26269549124,1600.02529567488,20.2842742803437,0.130389184153837,0.512025251391072,3998.502334,6.88512521934509,1452.76266372204,0.3,16
S78,119.79227,-31.60951,4490.26659107208,3516.96766044049,973.298930631593,19.3088142159676,0.14387866274089,0.534808443745789,4000.62565,6.0765053191185,1496.75553035736,0.3,16
S80,119.8075472,-31.60672222,4534.68476343156,3086.53448196072,1448.15028147084,19.3088142159676,0.14387866274089,0.4811175611947,4008.67336,6.35403327131271,1511.56158781052,0.3,16
S82,119.6513889,-31.40166944,4441.16980469226,1869.66653029835,2571.50327439391,20.7211055800917,0.149233167818616,0.608156203474977,4007.811212,6.38913886260986,1480.38993489742,0.3,16
S83,119.6478611,-31.39997222,4521.0887027979,3153.0222367031,1368.06646609481,20.7211055800917,0.149233167818616,0.295996061747802,4013.586931,6.68612759399414,1507.0295675993,0.3,16
S87,120.3419386,-31.25283625,4395.60053801538,1223.72815433601,3171.87238367938,20.7912954146601,0.110296953364773,0.198992585107002,4013.453464,6.49755678367615,1465.20017933846,0.3,16
S88,120.3261083,-31.23911389,4550.21301090717,3396.30427978342,1153.90873112375,20.7912954146601,0.110296953364773,0.462475796591561,3986.063899,6.11401756191254,1516.73767030239,0.3,16
S89,120.3298333,-31.23180833,4584.28785932064,3310.27547660982,1274.01238271082,20.7912954146601,0.110296953364773,0.382155862464755,3952.972849,5.88509564781189,1528.09595310688,0.3,16
S95,120.6600417,-30.50148611,4571.89863324165,3052.91384379552,1518.98478944612,21.2155606291223,0.150025974998129,0.245102016118971,3951.28749,5.61876148796082,1523.96621108055,0.3,16
S96,120.6581361,-30.48758333,4541.7551422119,3285.1686614095,1256.5864808024,21.2155606291223,0.150025974998129,0.306088400662059,4008.401226,5.9810433921814,1513.9183807373,0.3,16
S97,120.6429056,-30.43612778,4499.59407663345,2846.94560795068,1652.64846868277,21.2155606291223,0.150025974998129,0.449503809333699,3960.910403,5.53101200389862,1499.86469221115,0.3,16
S104,120.63275,-30.19530556,4477.1146169901,2480.12537974464,1996.98923724545,22.1632073799602,0.13682289093495,0.426036625329574,3968.143837,5.70722266578674,1492.3715389967,0.3,16
S105,120.6414669,-30.19279417,4442.94383955003,2677.35186618558,1765.59197336445,22.1632073799602,0.13682289093495,0.357981435736208,3964.936595,5.76653534698486,1480.98127985001,0.3,16
S106,120.6551389,-30.192,4497.84341204166,3402.29783784136,1095.5455742003,22.1632073799602,0.13682289093495,0.352096401926292,3993.709788,5.80927936124802,1499.28113734722,0.3,16
S107,120.6441389,-30.18542222,4478.50612664223,2238.13978626681,2240.36634037541,22.1632073799602,0.13682289093495,0.44286953447946,3968.505909,5.83578876399994,1492.83537554741,0.3,16
GA880,145.156595,-32.691945,2666.00247326,2340.5584361,325.44403716,21.3,0.18,0.55,5334.98121159636,6.43345255,1487.41492,0.3,17
GA_bot443,145.157,-32.692,2240.01042651,2046.1918205,193.81860601,21.3,0.18,0.55,5250.88229245626,6.6362515,1481.39746,0.3,17
GA_bot630,145.227,-31.775,2149.9945318,1994.2523073,155.7422245,21.8,0.17,0.46,5584.24181296779,6.22536819,1494.79203,0.3,17
GA_bot596,145.277,-31.829,2239.1050478,1991.8939502,247.2110976,21.8,0.17,0.64,5498.39183237477,6.13735251,1507.86882,0.3,17
GA_bot442,145.619,-30.313,2152.24327462,1993.0809217,159.16235292,23.4,0.22,0.35,6295.77296856748,6.62125411,1488.84299,0.3,17
NSW000548,145.740225,-32.726996,1920.88030556,1609.2176823,311.66262326,20.5,0.15,0.64,6046.5487664904,6.03179832,1529.06668,0.3,17
NSW000554,145.749871,-32.483885,2189.80237834,1809.1690476,380.63333074,20.8,0.18,0.52,5397.06566624321,5.57103049,1514.23213,0.3,17
NSW000808,145.767372,-32.547424,2101.71517076,1784.0043986,317.71077216,20.4,0.18,0.48,5993.9798540217,5.90738658,1517.0121,0.3,17
NSW000551,145.801385,-32.598095,1854.68991314,1582.5032125,272.18670064,20.4,0.18,0.51,6531.89433412024,5.5785906,1494.49313,0.3,17
DECCW0773,145.876055,-31.385209,2348.74509947,1908.7893761,439.95572337,21.7,0.17,0.63,5814.98120575302,5.56902687,1662.52304,0.3,17
