"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,2.24,0.24,27.73,2001-01-01
"2",2,2.29,0.25,27.67,2001-01-02
"3",3,2.34,0.25,27.89,2001-01-03
"4",4,2.38,0.25,27.88,2001-01-04
"5",5,2.42,0.26,27.85,2001-01-05
"6",6,2.46,0.26,27.74,2001-01-06
"7",7,2.49,0.26,27.76,2001-01-07
"8",8,2.53,0.25,27.83,2001-01-08
"9",9,2.56,0.25,27.74,2001-01-09
"10",10,2.59,0.26,27.56,2001-01-10
"11",11,2.62,0.27,27.13,2001-01-11
"12",12,2.65,0.27,26.94,2001-01-12
"13",13,2.68,0.26,26.96,2001-01-13
"14",14,2.71,0.26,27.39,2001-01-14
"15",15,2.75,0.26,27.26,2001-01-15
"16",16,2.78,0.27,26.97,2001-01-16
"17",17,2.82,0.28,26.66,2001-01-17
"18",18,2.86,0.29,26.84,2001-01-18
"19",19,2.9,0.29,26.65,2001-01-19
"20",20,2.95,0.3,26.66,2001-01-20
"21",21,3,0.3,26.62,2001-01-21
"22",22,3.05,0.29,26.54,2001-01-22
"23",23,3.1,0.29,26.83,2001-01-23
"24",24,3.15,0.29,26.93,2001-01-24
"25",25,3.2,0.3,27.06,2001-01-25
"26",26,3.26,0.3,26.99,2001-01-26
"27",27,3.32,0.3,27.09,2001-01-27
"28",28,3.37,0.3,27.26,2001-01-28
"29",29,3.43,0.3,27.26,2001-01-29
"30",30,3.49,0.3,27.42,2001-01-30
"31",31,3.55,0.31,27.34,2001-01-31
"32",32,3.61,0.3,27.28,2001-02-01
"33",33,3.66,0.3,27.26,2001-02-02
"34",34,3.72,0.31,27.11,2001-02-03
"35",35,3.78,0.31,27.08,2001-02-04
"36",36,3.83,0.32,26.75,2001-02-05
"37",37,3.89,0.31,26.65,2001-02-06
"38",38,3.94,0.31,26.9,2001-02-07
"39",39,3.99,0.31,26.82,2001-02-08
"40",40,4.05,0.31,26.87,2001-02-09
"41",41,4.1,0.31,26.62,2001-02-10
"42",42,4.15,0.31,26.57,2001-02-11
"43",43,4.2,0.3,26.84,2001-02-12
"44",44,4.25,0.3,26.79,2001-02-13
"45",45,4.29,0.3,26.78,2001-02-14
"46",46,4.34,0.3,26.83,2001-02-15
"47",47,4.38,0.3,26.97,2001-02-16
"48",48,4.42,0.3,26.95,2001-02-17
"49",49,4.47,0.3,26.84,2001-02-18
"50",50,4.51,0.3,26.67,2001-02-19
"51",51,4.54,0.31,26.73,2001-02-20
"52",52,4.58,0.31,26.61,2001-02-21
"53",53,4.62,0.31,26.68,2001-02-22
"54",54,4.65,0.31,26.53,2001-02-23
"55",55,4.68,0.31,26.5,2001-02-24
"56",56,4.71,0.31,26.45,2001-02-25
"57",57,4.73,0.3,26.62,2001-02-26
"58",58,4.76,0.3,26.74,2001-02-27
"59",59,4.78,0.3,26.84,2001-02-28
"60",60,4.66,0.3,26.78,2001-03-01
"61",61,4.82,0.3,26.61,2001-03-02
"62",62,4.83,0.3,26.55,2001-03-03
"63",63,4.85,0.3,26.44,2001-03-04
"64",64,4.86,0.3,26.29,2001-03-05
"65",65,4.86,0.31,26.18,2001-03-06
"66",66,4.87,0.3,26.35,2001-03-07
"67",67,4.87,0.3,26.4,2001-03-08
"68",68,4.87,0.3,26.32,2001-03-09
"69",69,4.86,0.3,26.08,2001-03-10
"70",70,4.86,0.3,25.91,2001-03-11
"71",71,4.85,0.31,25.64,2001-03-12
"72",72,4.84,0.31,25.71,2001-03-13
"73",73,4.82,0.31,25.77,2001-03-14
"74",74,4.81,0.31,25.91,2001-03-15
"75",75,4.79,0.3,25.99,2001-03-16
"76",76,4.77,0.29,26.05,2001-03-17
"77",77,4.74,0.29,25.89,2001-03-18
"78",78,4.72,0.29,25.9,2001-03-19
