"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,0.53,0.27,31.43,2001-01-01
"2",2,0.53,0.27,31.62,2001-01-02
"3",3,0.54,0.28,31.39,2001-01-03
"4",4,0.54,0.28,31.34,2001-01-04
"5",5,0.55,0.28,31.36,2001-01-05
"6",6,0.55,0.28,31.63,2001-01-06
"7",7,0.56,0.29,31.51,2001-01-07
"8",8,0.56,0.28,31.55,2001-01-08
"9",9,0.57,0.28,31.32,2001-01-09
"10",10,0.57,0.28,31.17,2001-01-10
"11",11,0.58,0.28,31.47,2001-01-11
"12",12,0.58,0.27,31.84,2001-01-12
"13",13,0.59,0.27,32.04,2001-01-13
"14",14,0.59,0.27,31.91,2001-01-14
"15",15,0.59,0.28,31.31,2001-01-15
"16",16,0.6,0.29,31.19,2001-01-16
"17",17,0.6,0.29,31.19,2001-01-17
"18",18,0.61,0.29,31.16,2001-01-18
"19",19,0.61,0.28,31.13,2001-01-19
"20",20,0.62,0.28,31.24,2001-01-20
"21",21,0.62,0.28,31.39,2001-01-21
"22",22,0.63,0.28,31.66,2001-01-22
"23",23,0.63,0.28,31.54,2001-01-23
"24",24,0.64,0.28,31.62,2001-01-24
"25",25,0.64,0.28,31.73,2001-01-25
"26",26,0.64,0.28,31.84,2001-01-26
"27",27,0.65,0.28,31.62,2001-01-27
"28",28,0.65,0.28,31.18,2001-01-28
"29",29,0.65,0.28,31.22,2001-01-29
"30",30,0.65,0.29,31.37,2001-01-30
"31",31,0.65,0.29,31.16,2001-01-31
"32",32,0.65,0.29,30.92,2001-02-01
"33",33,0.65,0.29,30.39,2001-02-02
"34",34,0.64,0.28,30.54,2001-02-03
"35",35,0.64,0.29,30.72,2001-02-04
"36",36,0.64,0.29,30.8,2001-02-05
"37",37,0.63,0.29,30.97,2001-02-06
"38",38,0.63,0.29,30.84,2001-02-07
"39",39,0.62,0.29,30.83,2001-02-08
"40",40,0.61,0.28,30.79,2001-02-09
"41",41,0.61,0.28,31.07,2001-02-10
"42",42,0.6,0.28,31.28,2001-02-11
"43",43,0.59,0.28,31.27,2001-02-12
"44",44,0.59,0.28,31.03,2001-02-13
"45",45,0.58,0.29,30.83,2001-02-14
"46",46,0.57,0.28,30.93,2001-02-15
"47",47,0.57,0.28,30.63,2001-02-16
"48",48,0.56,0.28,30.73,2001-02-17
"49",49,0.56,0.28,30.86,2001-02-18
"50",50,0.55,0.28,30.74,2001-02-19
"51",51,0.55,0.28,30.34,2001-02-20
"52",52,0.55,0.28,30.02,2001-02-21
"53",53,0.55,0.28,30.33,2001-02-22
"54",54,0.54,0.28,30.37,2001-02-23
"55",55,0.54,0.28,30.26,2001-02-24
"56",56,0.54,0.29,30.14,2001-02-25
"57",57,0.54,0.29,29.52,2001-02-26
"58",58,0.54,0.29,29.71,2001-02-27
"59",59,0.53,0.29,29.17,2001-02-28
"60",60,0.46,0.28,28.83,2001-03-01
"61",61,0.53,0.29,28.36,2001-03-02
"62",62,0.53,0.29,28.6,2001-03-03
"63",63,0.53,0.29,28.46,2001-03-04
"64",64,0.52,0.29,28.08,2001-03-05
"65",65,0.52,0.28,27.86,2001-03-06
"66",66,0.51,0.28,27.91,2001-03-07
"67",67,0.51,0.28,28.1,2001-03-08
"68",68,0.5,0.28,28.32,2001-03-09
"69",69,0.5,0.27,28.38,2001-03-10
"70",70,0.49,0.27,28.64,2001-03-11
