"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,0.14,0.16,27.03,2001-01-01
"2",2,0.14,0.16,26.97,2001-01-02
"3",3,0.14,0.16,27.07,2001-01-03
"4",4,0.14,0.16,27.03,2001-01-04
"5",5,0.14,0.16,27.28,2001-01-05
"6",6,0.14,0.16,27.44,2001-01-06
"7",7,0.14,0.16,27,2001-01-07
"8",8,0.14,0.16,26.49,2001-01-08
"9",9,0.14,0.16,26.76,2001-01-09
"10",10,0.14,0.17,27.58,2001-01-10
"11",11,0.15,0.17,27.52,2001-01-11
"12",12,0.15,0.17,27.19,2001-01-12
"13",13,0.16,0.17,26.55,2001-01-13
"14",14,0.16,0.17,26.32,2001-01-14
"15",15,0.17,0.17,26.73,2001-01-15
"16",16,0.17,0.16,27.19,2001-01-16
"17",17,0.18,0.16,27.44,2001-01-17
"18",18,0.19,0.17,27.57,2001-01-18
"19",19,0.19,0.17,28.44,2001-01-19
"20",20,0.2,0.17,28.16,2001-01-20
"21",21,0.21,0.17,27.92,2001-01-21
"22",22,0.22,0.17,27.76,2001-01-22
"23",23,0.23,0.17,27.59,2001-01-23
"24",24,0.24,0.17,27.49,2001-01-24
"25",25,0.24,0.17,28.12,2001-01-25
"26",26,0.25,0.16,28.07,2001-01-26
"27",27,0.26,0.16,27.76,2001-01-27
"28",28,0.27,0.16,27.46,2001-01-28
"29",29,0.28,0.16,27.42,2001-01-29
"30",30,0.29,0.17,26.85,2001-01-30
"31",31,0.3,0.16,26.67,2001-01-31
"32",32,0.3,0.16,26.67,2001-02-01
"33",33,0.31,0.16,26.46,2001-02-02
"34",34,0.32,0.16,26.56,2001-02-03
"35",35,0.32,0.16,26.93,2001-02-04
"36",36,0.33,0.17,26.77,2001-02-05
"37",37,0.33,0.17,26.83,2001-02-06
"38",38,0.34,0.17,27.24,2001-02-07
"39",39,0.34,0.16,27.31,2001-02-08
"40",40,0.35,0.16,27.02,2001-02-09
"41",41,0.35,0.16,26.93,2001-02-10
"42",42,0.35,0.16,26.92,2001-02-11
"43",43,0.36,0.16,26.6,2001-02-12
"44",44,0.36,0.16,26.98,2001-02-13
"45",45,0.37,0.16,27.19,2001-02-14
"46",46,0.37,0.16,27.18,2001-02-15
"47",47,0.38,0.16,27.08,2001-02-16
"48",48,0.38,0.16,27.36,2001-02-17
"49",49,0.39,0.17,26.94,2001-02-18
"50",50,0.39,0.18,26.57,2001-02-19
"51",51,0.4,0.18,26.18,2001-02-20
"52",52,0.4,0.17,26.07,2001-02-21
"53",53,0.41,0.17,25.87,2001-02-22
"54",54,0.42,0.17,25.91,2001-02-23
"55",55,0.43,0.17,25.87,2001-02-24
"56",56,0.44,0.17,25.93,2001-02-25
"57",57,0.45,0.17,26.17,2001-02-26
"58",58,0.46,0.17,25.94,2001-02-27
"59",59,0.47,0.17,25.26,2001-02-28
"60",60,0.41,0.17,24.76,2001-03-01
"61",61,0.49,0.17,24.89,2001-03-02
"62",62,0.51,0.17,25.04,2001-03-03
"63",63,0.52,0.17,24.93,2001-03-04
"64",64,0.53,0.17,24.71,2001-03-05
"65",65,0.55,0.17,24.66,2001-03-06
"66",66,0.56,0.17,24.6,2001-03-07
"67",67,0.58,0.17,24.74,2001-03-08
"68",68,0.6,0.16,25.03,2001-03-09
"69",69,0.62,0.17,25.17,2001-03-10
"70",70,0.64,0.17,25.08,2001-03-11
"71",71,0.65,0.17,24.77,2001-03-12
"72",72,0.67,0.17,24.57,2001-03-13
"73",73,0.69,0.17,24.51,2001-03-14
"74",74,0.71,0.17,24.33,2001-03-15
"75",75,0.73,0.17,23.72,2001-03-16
"76",76,0.75,0.17,23.73,2001-03-17
"77",77,0.76,0.17,23.75,2001-03-18
"78",78,0.78,0.17,23.45,2001-03-19
"79",79,0.8,0.18,23.23,2001-03-20
"80",80,0.81,0.17,22.72,2001-03-21
"81",81,0.82,0.17,22.33,2001-03-22
"82",82,0.84,0.17,22.14,2001-03-23
"83",83,0.85,0.17,21.86,2001-03-24
"84",84,0.86,0.17,21.69,2001-03-25
"85",85,0.87,0.17,21.66,2001-03-26
"86",86,0.88,0.17,21.47,2001-03-27
"87",87,0.89,0.17,21.11,2001-03-28
"88",88,0.9,0.17,20.99,2001-03-29
"89",89,0.9,0.17,20.66,2001-03-30
"90",90,0.91,0.17,20.95,2001-03-31
"91",91,0.92,0.17,21.2,2001-04-01
"92",92,0.92,0.17,21.22,2001-04-02
"93",93,0.93,0.17,20.69,2001-04-03
"94",94,0.94,0.17,20.32,2001-04-04
"95",95,0.95,0.16,20.2,2001-04-05
"96",96,0.95,0.17,20.41,2001-04-06
"97",97,0.96,0.17,20.47,2001-04-07
"98",98,0.97,0.17,20.56,2001-04-08
"99",99,0.98,0.18,20.38,2001-04-09
"100",100,0.99,0.18,20.15,2001-04-10
"101",101,0.99,0.18,20.07,2001-04-11
"102",102,1,0.18,19.75,2001-04-12
"103",103,1.01,0.18,19.69,2001-04-13
"104",104,1.02,0.17,19.39,2001-04-14
"105",105,1.03,0.17,19.12,2001-04-15
"106",106,1.04,0.18,18.76,2001-04-16
"107",107,1.04,0.18,18.84,2001-04-17
"108",108,1.05,0.18,19.02,2001-04-18
"109",109,1.06,0.18,19.04,2001-04-19
