"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,0.15,0.16,27.67,2001-01-01
"2",2,0.14,0.16,27.21,2001-01-02
"3",3,0.13,0.15,27.31,2001-01-03
"4",4,0.12,0.15,27.63,2001-01-04
"5",5,0.11,0.15,28.07,2001-01-05
"6",6,0.11,0.15,28.42,2001-01-06
"7",7,0.1,0.15,28.55,2001-01-07
"8",8,0.09,0.15,27.93,2001-01-08
"9",9,0.09,0.15,27.7,2001-01-09
"10",10,0.08,0.15,28.4,2001-01-10
"11",11,0.08,0.15,28.76,2001-01-11
"12",12,0.08,0.15,28.94,2001-01-12
"13",13,0.07,0.16,28.1,2001-01-13
"14",14,0.07,0.16,27.98,2001-01-14
"15",15,0.07,0.16,28.28,2001-01-15
"16",16,0.07,0.16,28.42,2001-01-16
"17",17,0.07,0.15,28.44,2001-01-17
"18",18,0.07,0.16,28.07,2001-01-18
"19",19,0.07,0.16,28.44,2001-01-19
"20",20,0.07,0.16,29.18,2001-01-20
"21",21,0.07,0.16,29.25,2001-01-21
"22",22,0.08,0.16,29.08,2001-01-22
"23",23,0.08,0.15,29.59,2001-01-23
"24",24,0.08,0.16,29.2,2001-01-24
"25",25,0.08,0.15,29.34,2001-01-25
"26",26,0.09,0.15,29.58,2001-01-26
"27",27,0.09,0.15,29.08,2001-01-27
"28",28,0.1,0.15,29.24,2001-01-28
"29",29,0.1,0.15,29.16,2001-01-29
"30",30,0.1,0.16,28.82,2001-01-30
"31",31,0.11,0.16,28.53,2001-01-31
"32",32,0.11,0.16,28.57,2001-02-01
"33",33,0.12,0.16,28.18,2001-02-02
"34",34,0.12,0.18,28.12,2001-02-03
"35",35,0.13,0.19,27.89,2001-02-04
"36",36,0.14,0.2,27.89,2001-02-05
"37",37,0.14,0.19,27.78,2001-02-06
"38",38,0.15,0.19,28.34,2001-02-07
"39",39,0.16,0.18,28.67,2001-02-08
"40",40,0.16,0.18,28.32,2001-02-09
"41",41,0.17,0.18,28,2001-02-10
"42",42,0.18,0.18,27.76,2001-02-11
"43",43,0.18,0.17,27.58,2001-02-12
"44",44,0.19,0.17,27.49,2001-02-13
"45",45,0.2,0.17,27.49,2001-02-14
"46",46,0.21,0.18,27.62,2001-02-15
"47",47,0.22,0.18,27.38,2001-02-16
"48",48,0.22,0.17,27.52,2001-02-17
"49",49,0.23,0.17,27.71,2001-02-18
"50",50,0.24,0.17,27.63,2001-02-19
"51",51,0.24,0.17,27.26,2001-02-20
"52",52,0.25,0.17,27.17,2001-02-21
"53",53,0.26,0.17,27.29,2001-02-22
"54",54,0.27,0.16,27.63,2001-02-23
"55",55,0.27,0.16,27.59,2001-02-24
"56",56,0.28,0.16,27.51,2001-02-25
"57",57,0.28,0.16,27.28,2001-02-26
"58",58,0.29,0.16,27.08,2001-02-27
"59",59,0.29,0.17,26.47,2001-02-28
"60",60,0.34,0.17,25.83,2001-03-01
"61",61,0.3,0.17,25.61,2001-03-02
"62",62,0.31,0.17,26.02,2001-03-03
"63",63,0.31,0.17,25.87,2001-03-04
"64",64,0.32,0.17,25.41,2001-03-05
"65",65,0.32,0.17,25.6,2001-03-06
"66",66,0.32,0.17,25.61,2001-03-07
"67",67,0.32,0.17,25.73,2001-03-08
"68",68,0.32,0.17,25.73,2001-03-09
"69",69,0.32,0.17,26.03,2001-03-10
"70",70,0.32,0.17,26.38,2001-03-11
"71",71,0.32,0.17,26.01,2001-03-12
"72",72,0.32,0.17,25.88,2001-03-13
"73",73,0.32,0.16,25.95,2001-03-14
"74",74,0.32,0.16,25.81,2001-03-15
"75",75,0.32,0.16,25.16,2001-03-16
"76",76,0.31,0.17,24.62,2001-03-17
"77",77,0.31,0.17,24.63,2001-03-18
"78",78,0.31,0.17,24.46,2001-03-19
"79",79,0.31,0.17,24.29,2001-03-20
"80",80,0.31,0.17,23.63,2001-03-21
"81",81,0.31,0.18,23.29,2001-03-22
"82",82,0.3,0.17,23.31,2001-03-23
"83",83,0.3,0.18,22.89,2001-03-24
"84",84,0.3,0.18,22.57,2001-03-25
"85",85,0.3,0.18,22.41,2001-03-26
"86",86,0.3,0.18,22.49,2001-03-27
"87",87,0.3,0.18,22.29,2001-03-28
"88",88,0.3,0.18,22.2,2001-03-29
"89",89,0.3,0.18,21.82,2001-03-30
"90",90,0.3,0.17,21.73,2001-03-31
"91",91,0.3,0.17,21.91,2001-04-01
"92",92,0.3,0.17,21.84,2001-04-02
"93",93,0.3,0.17,21.52,2001-04-03
"94",94,0.3,0.17,21.01,2001-04-04
"95",95,0.31,0.17,21.02,2001-04-05
"96",96,0.31,0.17,20.97,2001-04-06
"97",97,0.31,0.17,20.86,2001-04-07
"98",98,0.31,0.17,20.73,2001-04-08
"99",99,0.31,0.17,20.62,2001-04-09
"100",100,0.31,0.18,20.41,2001-04-10
"101",101,0.31,0.18,20.32,2001-04-11
"102",102,0.32,0.18,20.42,2001-04-12
"103",103,0.32,0.18,20.42,2001-04-13
"104",104,0.32,0.18,20.11,2001-04-14
"105",105,0.32,0.18,19.86,2001-04-15
"106",106,0.33,0.18,19.81,2001-04-16
"107",107,0.33,0.18,19.7,2001-04-17
"108",108,0.33,0.18,19.56,2001-04-18
"109",109,0.34,0.18,19.24,2001-04-19
"110",110,0.34,0.18,19.02,2001-04-20
"111",111,0.35,0.18,18.77,2001-04-21
"112",112,0.35,0.18,18.97,2001-04-22
"113",113,0.36,0.18,19.07,2001-04-23
"114",114,0.37,0.19,18.56,2001-04-24
"115",115,0.38,0.19,18.02,2001-04-25
"116",116,0.38,0.19,17.63,2001-04-26
"117",117,0.39,0.19,17.23,2001-04-27
"118",118,0.4,0.2,17.33,2001-04-28
"119",119,0.41,0.2,17.17,2001-04-29
"120",120,0.41,0.2,16.9,2001-04-30
"121",121,0.42,0.2,16.69,2001-05-01
"122",122,0.43,0.2,16.38,2001-05-02
"123",123,0.44,0.2,16.27,2001-05-03
"124",124,0.45,0.2,16.12,2001-05-04
"125",125,0.45,0.2,15.94,2001-05-05
"126",126,0.46,0.2,15.9,2001-05-06
"127",127,0.46,0.2,15.67,2001-05-07
"128",128,0.47,0.19,15.7,2001-05-08
"129",129,0.48,0.2,15.71,2001-05-09
"130",130,0.48,0.2,15.5,2001-05-10
"131",131,0.49,0.2,15.03,2001-05-11
"132",132,0.49,0.2,14.93,2001-05-12
"133",133,0.49,0.2,14.81,2001-05-13
"134",134,0.49,0.2,14.71,2001-05-14
"135",135,0.49,0.2,14.82,2001-05-15
"136",136,0.5,0.2,14.77,2001-05-16
"137",137,0.5,0.2,14.71,2001-05-17
"138",138,0.5,0.21,14.54,2001-05-18
"139",139,0.5,0.21,14.27,2001-05-19
"140",140,0.5,0.21,14.18,2001-05-20
"141",141,0.51,0.21,14.08,2001-05-21
"142",142,0.51,0.21,14.02,2001-05-22
"143",143,0.51,0.21,14.12,2001-05-23
"144",144,0.52,0.21,14.02,2001-05-24
"145",145,0.52,0.22,13.86,2001-05-25
"146",146,0.52,0.22,13.64,2001-05-26
"147",147,0.53,0.22,13.47,2001-05-27
"148",148,0.54,0.23,13.24,2001-05-28
"149",149,0.54,0.23,12.92,2001-05-29
"150",150,0.55,0.23,12.46,2001-05-30
"151",151,0.56,0.23,12.44,2001-05-31
"152",152,0.57,0.24,12.35,2001-06-01
"153",153,0.58,0.24,12.29,2001-06-02
"154",154,0.58,0.24,12.22,2001-06-03
"155",155,0.59,0.24,12.08,2001-06-04
"156",156,0.6,0.24,12.09,2001-06-05
"157",157,0.62,0.24,12.24,2001-06-06
"158",158,0.62,0.24,12.17,2001-06-07
"159",159,0.63,0.24,11.89,2001-06-08
"160",160,0.64,0.24,11.93,2001-06-09
"161",161,0.65,0.24,11.96,2001-06-10
"162",162,0.66,0.25,11.87,2001-06-11
"163",163,0.67,0.26,11.72,2001-06-12
"164",164,0.68,0.26,11.46,2001-06-13
"165",165,0.7,0.26,11.24,2001-06-14
"166",166,0.7,0.26,11.19,2001-06-15
"167",167,0.72,0.26,11.08,2001-06-16
"168",168,0.73,0.26,10.85,2001-06-17
"169",169,0.74,0.26,10.8,2001-06-18
"170",170,0.75,0.26,10.75,2001-06-19
"171",171,0.76,0.27,10.77,2001-06-20
"172",172,0.77,0.27,10.73,2001-06-21
