"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,0.37,0.11,32.49,2001-01-01
"2",2,0.35,0.11,32.25,2001-01-02
"3",3,0.34,0.11,32.33,2001-01-03
"4",4,0.33,0.11,32.29,2001-01-04
"5",5,0.32,0.11,32.81,2001-01-05
"6",6,0.32,0.11,33.31,2001-01-06
"7",7,0.31,0.11,32.79,2001-01-07
"8",8,0.31,0.11,32.43,2001-01-08
"9",9,0.31,0.11,32.34,2001-01-09
"10",10,0.31,0.11,32.92,2001-01-10
"11",11,0.31,0.11,33.13,2001-01-11
"12",12,0.32,0.11,33.04,2001-01-12
"13",13,0.32,0.11,32.35,2001-01-13
"14",14,0.33,0.11,31.97,2001-01-14
"15",15,0.33,0.11,32.26,2001-01-15
"16",16,0.34,0.11,32.5,2001-01-16
"17",17,0.34,0.11,32.91,2001-01-17
"18",18,0.35,0.11,33.23,2001-01-18
"19",19,0.36,0.11,33.73,2001-01-19
"20",20,0.36,0.12,33.48,2001-01-20
"21",21,0.37,0.12,33.31,2001-01-21
"22",22,0.38,0.12,33.37,2001-01-22
"23",23,0.38,0.11,33.27,2001-01-23
"24",24,0.39,0.11,32.7,2001-01-24
"25",25,0.4,0.11,33.06,2001-01-25
"26",26,0.4,0.11,33.34,2001-01-26
"27",27,0.41,0.11,33.39,2001-01-27
"28",28,0.42,0.11,33.2,2001-01-28
"29",29,0.42,0.11,33.11,2001-01-29
"30",30,0.43,0.11,32.67,2001-01-30
"31",31,0.44,0.11,32.44,2001-01-31
"32",32,0.45,0.11,32.47,2001-02-01
"33",33,0.45,0.11,31.62,2001-02-02
"34",34,0.46,0.11,31.54,2001-02-03
"35",35,0.47,0.11,32.17,2001-02-04
"36",36,0.47,0.12,32.03,2001-02-05
"37",37,0.48,0.12,31.99,2001-02-06
"38",38,0.49,0.12,32.29,2001-02-07
"39",39,0.5,0.12,32.58,2001-02-08
"40",40,0.51,0.12,32.65,2001-02-09
"41",41,0.51,0.11,32.48,2001-02-10
"42",42,0.52,0.12,32.57,2001-02-11
"43",43,0.53,0.12,31.93,2001-02-12
"44",44,0.54,0.12,32.08,2001-02-13
"45",45,0.55,0.12,32.11,2001-02-14
"46",46,0.55,0.12,32.15,2001-02-15
"47",47,0.56,0.12,32.01,2001-02-16
"48",48,0.57,0.12,32.39,2001-02-17
"49",49,0.58,0.12,32.46,2001-02-18
"50",50,0.59,0.11,32.28,2001-02-19
"51",51,0.6,0.12,31.83,2001-02-20
"52",52,0.61,0.13,31.82,2001-02-21
"53",53,0.62,0.13,31.31,2001-02-22
"54",54,0.63,0.13,31.21,2001-02-23
"55",55,0.64,0.13,31.19,2001-02-24
"56",56,0.65,0.12,30.98,2001-02-25
"57",57,0.66,0.12,31.28,2001-02-26
"58",58,0.67,0.12,31.16,2001-02-27
"59",59,0.68,0.13,30.28,2001-02-28
"60",60,0.76,0.12,30.01,2001-03-01
"61",61,0.7,0.13,30.05,2001-03-02
"62",62,0.71,0.13,30.1,2001-03-03
"63",63,0.72,0.13,29.92,2001-03-04
"64",64,0.72,0.13,29.77,2001-03-05
"65",65,0.73,0.12,29.69,2001-03-06
"66",66,0.74,0.12,29.44,2001-03-07
"67",67,0.75,0.13,29.5,2001-03-08
"68",68,0.75,0.13,29.67,2001-03-09
"69",69,0.76,0.12,29.82,2001-03-10
"70",70,0.76,0.12,29.82,2001-03-11
"71",71,0.77,0.12,29.67,2001-03-12
"72",72,0.77,0.12,29.33,2001-03-13
"73",73,0.78,0.12,29.39,2001-03-14
"74",74,0.78,0.12,29.24,2001-03-15
"75",75,0.78,0.12,28.58,2001-03-16
"76",76,0.78,0.12,28.39,2001-03-17
"77",77,0.78,0.12,28.42,2001-03-18
"78",78,0.78,0.12,28.19,2001-03-19
"79",79,0.78,0.12,28.28,2001-03-20
"80",80,0.78,0.12,27.92,2001-03-21
"81",81,0.78,0.12,27.6,2001-03-22
"82",82,0.78,0.11,27.23,2001-03-23
"83",83,0.77,0.11,26.93,2001-03-24
"84",84,0.77,0.11,26.86,2001-03-25
"85",85,0.76,0.11,26.89,2001-03-26
"86",86,0.76,0.11,26.56,2001-03-27
"87",87,0.76,0.11,26.25,2001-03-28
"88",88,0.75,0.11,26.05,2001-03-29
"89",89,0.74,0.11,25.88,2001-03-30
"90",90,0.73,0.11,26.1,2001-03-31
"91",91,0.73,0.11,26.39,2001-04-01
"92",92,0.72,0.11,26.41,2001-04-02
"93",93,0.72,0.11,25.89,2001-04-03
"94",94,0.71,0.11,25.58,2001-04-04
"95",95,0.7,0.11,25.31,2001-04-05
"96",96,0.7,0.11,25.46,2001-04-06
"97",97,0.69,0.11,25.53,2001-04-07
"98",98,0.68,0.11,25.47,2001-04-08
"99",99,0.68,0.12,25.26,2001-04-09
"100",100,0.67,0.12,25.14,2001-04-10
"101",101,0.67,0.12,24.94,2001-04-11
"102",102,0.66,0.12,24.56,2001-04-12
"103",103,0.66,0.12,24.44,2001-04-13
"104",104,0.65,0.11,24.18,2001-04-14
"105",105,0.65,0.11,23.94,2001-04-15
"106",106,0.65,0.11,23.72,2001-04-16
"107",107,0.64,0.11,23.78,2001-04-17
"108",108,0.64,0.11,23.88,2001-04-18
"109",109,0.64,0.11,23.78,2001-04-19
"110",110,0.63,0.12,23.54,2001-04-20
"111",111,0.63,0.12,23.35,2001-04-21
"112",112,0.63,0.12,23.19,2001-04-22
"113",113,0.63,0.12,23.12,2001-04-23
"114",114,0.62,0.12,22.6,2001-04-24
"115",115,0.62,0.12,22.21,2001-04-25
"116",116,0.62,0.12,21.94,2001-04-26
"117",117,0.62,0.12,21.88,2001-04-27
"118",118,0.62,0.12,21.45,2001-04-28
"119",119,0.62,0.12,21.07,2001-04-29
"120",120,0.61,0.12,20.94,2001-04-30
"121",121,0.61,0.12,20.79,2001-05-01
"122",122,0.61,0.12,20.77,2001-05-02
"123",123,0.61,0.12,20.46,2001-05-03
"124",124,0.61,0.11,20.36,2001-05-04
"125",125,0.61,0.11,20.18,2001-05-05
