"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,1.35,0.25,29.43,2001-01-01
"2",2,1.39,0.25,29.58,2001-01-02
"3",3,1.43,0.25,29.85,2001-01-03
"4",4,1.47,0.24,29.81,2001-01-04
"5",5,1.51,0.24,29.76,2001-01-05
"6",6,1.55,0.24,29.66,2001-01-06
"7",7,1.59,0.24,29.84,2001-01-07
"8",8,1.63,0.24,29.82,2001-01-08
"9",9,1.67,0.24,29.86,2001-01-09
"10",10,1.7,0.24,29.62,2001-01-10
"11",11,1.74,0.24,29.39,2001-01-11
"12",12,1.78,0.25,29.4,2001-01-12
"13",13,1.82,0.25,29.36,2001-01-13
"14",14,1.86,0.25,29.39,2001-01-14
"15",15,1.89,0.26,29.35,2001-01-15
"16",16,1.93,0.26,29.13,2001-01-16
"17",17,1.97,0.26,29.22,2001-01-17
"18",18,2,0.26,29.31,2001-01-18
"19",19,2.04,0.26,29.58,2001-01-19
"20",20,2.08,0.25,29.56,2001-01-20
"21",21,2.11,0.25,29.57,2001-01-21
"22",22,2.15,0.27,29.27,2001-01-22
"23",23,2.18,0.28,28.93,2001-01-23
"24",24,2.22,0.29,28.74,2001-01-24
"25",25,2.25,0.3,28.63,2001-01-25
"26",26,2.28,0.31,28.26,2001-01-26
"27",27,2.32,0.31,28.43,2001-01-27
"28",28,2.35,0.3,28.73,2001-01-28
"29",29,2.38,0.29,28.86,2001-01-29
"30",30,2.41,0.31,28.46,2001-01-30
"31",31,2.43,0.31,28.47,2001-01-31
"32",32,2.46,0.31,28.77,2001-02-01
"33",33,2.49,0.3,28.63,2001-02-02
"34",34,2.51,0.31,28.35,2001-02-03
"35",35,2.54,0.31,28.1,2001-02-04
"36",36,2.56,0.31,28.22,2001-02-05
"37",37,2.58,0.31,28.27,2001-02-06
"38",38,2.6,0.3,28.09,2001-02-07
"39",39,2.62,0.3,28.05,2001-02-08
"40",40,2.64,0.3,28.13,2001-02-09
"41",41,2.66,0.3,28.26,2001-02-10
"42",42,2.67,0.29,28.46,2001-02-11
"43",43,2.68,0.29,28.62,2001-02-12
"44",44,2.7,0.29,28.65,2001-02-13
"45",45,2.71,0.3,28.66,2001-02-14
"46",46,2.72,0.3,28.4,2001-02-15
"47",47,2.73,0.3,28.15,2001-02-16
"48",48,2.74,0.3,28.05,2001-02-17
"49",49,2.75,0.31,28.03,2001-02-18
"50",50,2.76,0.3,28.21,2001-02-19
"51",51,2.76,0.3,28.63,2001-02-20
"52",52,2.77,0.3,28.68,2001-02-21
"53",53,2.77,0.29,28.64,2001-02-22
"54",54,2.78,0.3,28.36,2001-02-23
"55",55,2.78,0.31,28.04,2001-02-24
"56",56,2.78,0.3,28.02,2001-02-25
"57",57,2.78,0.3,28.19,2001-02-26
"58",58,2.78,0.3,28.1,2001-02-27
"59",59,2.78,0.3,27.96,2001-02-28
"60",60,2.75,0.31,27.91,2001-03-01
"61",61,2.77,0.3,28.13,2001-03-02
"62",62,2.77,0.3,27.86,2001-03-03
"63",63,2.77,0.3,27.72,2001-03-04
"64",64,2.76,0.3,27.58,2001-03-05
"65",65,2.76,0.29,27.58,2001-03-06
"66",66,2.75,0.29,27.56,2001-03-07
"67",67,2.74,0.29,27.52,2001-03-08
"68",68,2.74,0.3,27.18,2001-03-09
"69",69,2.73,0.3,27.19,2001-03-10
"70",70,2.72,0.29,27.29,2001-03-11
"71",71,2.71,0.28,27.07,2001-03-12
"72",72,2.7,0.28,27.08,2001-03-13
"73",73,2.68,0.27,27.32,2001-03-14
"74",74,2.67,0.27,27.4,2001-03-15
"75",75,2.66,0.26,27.49,2001-03-16
"76",76,2.64,0.26,27.63,2001-03-17
"77",77,2.62,0.26,27.52,2001-03-18
"78",78,2.6,0.26,27.54,2001-03-19
"79",79,2.58,0.27,27.25,2001-03-20
"80",80,2.55,0.28,27.18,2001-03-21
"81",81,2.53,0.28,27.44,2001-03-22
"82",82,2.5,0.27,27.5,2001-03-23
"83",83,2.47,0.27,27.52,2001-03-24
"84",84,2.44,0.27,27.36,2001-03-25
"85",85,2.41,0.27,27.3,2001-03-26
"86",86,2.38,0.27,27.2,2001-03-27
"87",87,2.34,0.27,27.22,2001-03-28
"88",88,2.31,0.27,27.02,2001-03-29
"89",89,2.27,0.27,26.97,2001-03-30
"90",90,2.24,0.26,26.89,2001-03-31
"91",91,2.2,0.26,26.63,2001-04-01
"92",92,2.16,0.26,26.67,2001-04-02
"93",93,2.12,0.25,26.66,2001-04-03
"94",94,2.09,0.25,26.64,2001-04-04
"95",95,2.05,0.25,26.65,2001-04-05
"96",96,2.01,0.25,26.5,2001-04-06
"97",97,1.98,0.25,26.36,2001-04-07
"98",98,1.94,0.25,26.28,2001-04-08
"99",99,1.91,0.24,26.14,2001-04-09
"100",100,1.87,0.24,26.04,2001-04-10
"101",101,1.84,0.25,26.01,2001-04-11
"102",102,1.81,0.25,26.07,2001-04-12
"103",103,1.77,0.25,25.86,2001-04-13
"104",104,1.74,0.25,25.91,2001-04-14
"105",105,1.71,0.25,25.97,2001-04-15
"106",106,1.68,0.24,26.01,2001-04-16
"107",107,1.65,0.24,25.94,2001-04-17
"108",108,1.62,0.24,25.89,2001-04-18
"109",109,1.59,0.23,25.82,2001-04-19
"110",110,1.56,0.23,25.72,2001-04-20
"111",111,1.53,0.23,25.62,2001-04-21
"112",112,1.5,0.22,25.57,2001-04-22
"113",113,1.47,0.22,25.54,2001-04-23
"114",114,1.45,0.22,25.66,2001-04-24
"115",115,1.42,0.22,25.69,2001-04-25
"116",116,1.39,0.22,25.62,2001-04-26
"117",117,1.36,0.22,25.37,2001-04-27
"118",118,1.33,0.22,24.94,2001-04-28
"119",119,1.31,0.22,25.07,2001-04-29
"120",120,1.28,0.22,25.03,2001-04-30
"121",121,1.25,0.22,25.08,2001-05-01
