"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,1.83,0.25,29.04,2001-01-01
"2",2,1.88,0.25,29.18,2001-01-02
"3",3,1.94,0.25,29.36,2001-01-03
"4",4,1.99,0.24,29.38,2001-01-04
"5",5,2.04,0.24,29.31,2001-01-05
"6",6,2.09,0.24,29.16,2001-01-06
"7",7,2.14,0.24,29.07,2001-01-07
"8",8,2.18,0.24,29.16,2001-01-08
"9",9,2.23,0.25,29.01,2001-01-09
"10",10,2.27,0.25,28.91,2001-01-10
"11",11,2.32,0.25,28.52,2001-01-11
"12",12,2.36,0.25,28.36,2001-01-12
"13",13,2.4,0.24,28.37,2001-01-13
"14",14,2.44,0.25,28.52,2001-01-14
"15",15,2.49,0.25,28.49,2001-01-15
"16",16,2.53,0.26,27.99,2001-01-16
"17",17,2.57,0.26,28.12,2001-01-17
"18",18,2.61,0.25,28.21,2001-01-18
"19",19,2.65,0.25,28.48,2001-01-19
"20",20,2.69,0.25,28.49,2001-01-20
"21",21,2.73,0.24,28.63,2001-01-21
"22",22,2.77,0.26,28.45,2001-01-22
"23",23,2.8,0.26,28.26,2001-01-23
"24",24,2.84,0.28,28.07,2001-01-24
"25",25,2.88,0.28,27.66,2001-01-25
"26",26,2.92,0.29,27.39,2001-01-26
"27",27,2.95,0.3,27.49,2001-01-27
"28",28,2.99,0.29,27.78,2001-01-28
"29",29,3.02,0.28,27.99,2001-01-29
"30",30,3.05,0.29,27.88,2001-01-30
"31",31,3.09,0.3,27.76,2001-01-31
"32",32,3.12,0.29,27.89,2001-02-01
"33",33,3.15,0.29,27.78,2001-02-02
"34",34,3.18,0.3,27.45,2001-02-03
"35",35,3.2,0.3,27.07,2001-02-04
"36",36,3.23,0.29,27.15,2001-02-05
"37",37,3.26,0.29,27.28,2001-02-06
"38",38,3.28,0.29,27.24,2001-02-07
"39",39,3.3,0.29,27.09,2001-02-08
"40",40,3.32,0.29,27.21,2001-02-09
"41",41,3.34,0.29,27.39,2001-02-10
"42",42,3.36,0.28,27.62,2001-02-11
"43",43,3.38,0.28,27.69,2001-02-12
"44",44,3.39,0.28,27.68,2001-02-13
"45",45,3.41,0.28,27.61,2001-02-14
"46",46,3.42,0.28,27.5,2001-02-15
"47",47,3.43,0.28,27.41,2001-02-16
"48",48,3.44,0.29,27.25,2001-02-17
"49",49,3.45,0.3,27.19,2001-02-18
"50",50,3.46,0.29,27.47,2001-02-19
"51",51,3.46,0.28,27.83,2001-02-20
"52",52,3.47,0.28,27.96,2001-02-21
"53",53,3.47,0.28,27.8,2001-02-22
"54",54,3.47,0.29,27.31,2001-02-23
"55",55,3.47,0.3,26.99,2001-02-24
"56",56,3.46,0.3,27.01,2001-02-25
"57",57,3.46,0.3,27.09,2001-02-26
"58",58,3.46,0.31,27.17,2001-02-27
"59",59,3.45,0.3,27.18,2001-02-28
"60",60,3.28,0.3,26.91,2001-03-01
"61",61,3.43,0.29,27.36,2001-03-02
"62",62,3.42,0.29,27.09,2001-03-03
"63",63,3.41,0.28,27.03,2001-03-04
"64",64,3.4,0.28,26.79,2001-03-05
"65",65,3.39,0.28,26.78,2001-03-06
"66",66,3.37,0.27,26.78,2001-03-07
"67",67,3.36,0.28,26.72,2001-03-08
"68",68,3.34,0.28,26.5,2001-03-09
"69",69,3.32,0.28,26.33,2001-03-10
"70",70,3.3,0.28,26.36,2001-03-11
"71",71,3.28,0.27,26.08,2001-03-12
"72",72,3.26,0.27,25.97,2001-03-13
"73",73,3.23,0.26,26.14,2001-03-14
"74",74,3.21,0.26,26.32,2001-03-15
"75",75,3.18,0.26,26.55,2001-03-16
"76",76,3.15,0.25,26.68,2001-03-17
"77",77,3.12,0.25,26.6,2001-03-18
"78",78,3.09,0.25,26.7,2001-03-19
"79",79,3.05,0.25,26.44,2001-03-20
"80",80,3.02,0.25,26.52,2001-03-21
"81",81,2.98,0.25,26.67,2001-03-22
"82",82,2.94,0.25,26.8,2001-03-23
"83",83,2.9,0.24,26.71,2001-03-24
"84",84,2.85,0.24,26.68,2001-03-25
"85",85,2.81,0.24,26.49,2001-03-26
"86",86,2.76,0.24,26.52,2001-03-27
"87",87,2.72,0.24,26.59,2001-03-28
"88",88,2.67,0.24,26.53,2001-03-29
"89",89,2.62,0.23,26.44,2001-03-30
"90",90,2.57,0.23,26.47,2001-03-31
"91",91,2.52,0.23,26.29,2001-04-01
"92",92,2.47,0.22,26.3,2001-04-02
"93",93,2.42,0.22,26.22,2001-04-03
"94",94,2.37,0.22,26.24,2001-04-04
"95",95,2.32,0.22,26.07,2001-04-05
"96",96,2.28,0.22,25.87,2001-04-06
"97",97,2.23,0.22,25.71,2001-04-07
"98",98,2.18,0.22,25.58,2001-04-08
"99",99,2.13,0.22,25.51,2001-04-09
"100",100,2.09,0.22,25.35,2001-04-10
"101",101,2.04,0.22,25.3,2001-04-11
"102",102,2,0.23,25.31,2001-04-12
"103",103,1.96,0.23,25.19,2001-04-13
"104",104,1.92,0.22,25.23,2001-04-14
"105",105,1.88,0.22,25.21,2001-04-15
"106",106,1.84,0.22,25.19,2001-04-16
"107",107,1.8,0.22,25.07,2001-04-17
"108",108,1.76,0.22,24.96,2001-04-18
"109",109,1.72,0.21,24.99,2001-04-19
"110",110,1.69,0.21,24.9,2001-04-20
"111",111,1.65,0.21,24.82,2001-04-21
"112",112,1.61,0.21,24.72,2001-04-22
"113",113,1.58,0.21,24.62,2001-04-23
"114",114,1.55,0.2,24.7,2001-04-24
"115",115,1.51,0.2,24.82,2001-04-25
"116",116,1.48,0.2,24.63,2001-04-26
"117",117,1.45,0.2,24.38,2001-04-27
"118",118,1.42,0.2,24,2001-04-28
"119",119,1.39,0.2,24.08,2001-04-29
"120",120,1.36,0.2,24.02,2001-04-30
"121",121,1.34,0.2,24.09,2001-05-01
"122",122,1.31,0.2,24.13,2001-05-02
"123",123,1.28,0.19,23.98,2001-05-03
"124",124,1.25,0.19,23.83,2001-05-04
"125",125,1.23,0.19,23.64,2001-05-05
"126",126,1.2,0.19,23.5,2001-05-06
"127",127,1.18,0.19,23.41,2001-05-07
"128",128,1.15,0.18,23.33,2001-05-08
"129",129,1.13,0.18,23.19,2001-05-09
"130",130,1.1,0.18,23.15,2001-05-10
"131",131,1.08,0.19,22.81,2001-05-11
"132",132,1.06,0.18,22.37,2001-05-12
"133",133,1.03,0.18,22.37,2001-05-13
"134",134,1.01,0.19,22.28,2001-05-14
"135",135,0.99,0.18,22.28,2001-05-15
"136",136,0.97,0.18,22.33,2001-05-16
"137",137,0.95,0.18,22.19,2001-05-17
"138",138,0.92,0.19,21.94,2001-05-18
"139",139,0.91,0.19,21.97,2001-05-19
"140",140,0.89,0.19,22.13,2001-05-20
"141",141,0.86,0.19,22.08,2001-05-21
"142",142,0.85,0.19,21.88,2001-05-22
"143",143,0.83,0.19,21.68,2001-05-23
"144",144,0.81,0.19,21.49,2001-05-24
"145",145,0.79,0.19,21.54,2001-05-25
"146",146,0.78,0.19,21.33,2001-05-26
"147",147,0.76,0.19,21.28,2001-05-27
"148",148,0.75,0.19,21.19,2001-05-28
"149",149,0.73,0.19,20.99,2001-05-29
"150",150,0.72,0.18,20.86,2001-05-30
"151",151,0.7,0.18,20.72,2001-05-31
"152",152,0.69,0.19,20.52,2001-06-01
"153",153,0.68,0.19,20.64,2001-06-02
"154",154,0.66,0.18,20.63,2001-06-03
"155",155,0.65,0.18,20.68,2001-06-04
"156",156,0.64,0.18,20.53,2001-06-05
"157",157,0.63,0.18,20.3,2001-06-06
"158",158,0.62,0.19,20.21,2001-06-07
"159",159,0.61,0.19,20.03,2001-06-08
"160",160,0.6,0.19,19.83,2001-06-09
"161",161,0.59,0.19,19.83,2001-06-10
"162",162,0.58,0.19,19.76,2001-06-11
"163",163,0.57,0.19,19.77,2001-06-12
"164",164,0.55,0.19,19.88,2001-06-13
"165",165,0.54,0.19,19.83,2001-06-14
"166",166,0.54,0.19,19.88,2001-06-15
"167",167,0.52,0.19,19.98,2001-06-16
"168",168,0.52,0.19,19.76,2001-06-17
"169",169,0.51,0.19,19.41,2001-06-18
"170",170,0.5,0.19,19.34,2001-06-19
"171",171,0.49,0.19,19.12,2001-06-20
"172",172,0.48,0.19,18.79,2001-06-21
