"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,0.18,0.16,27.22,2001-01-01
"2",2,0.18,0.16,26.79,2001-01-02
"3",3,0.17,0.16,26.93,2001-01-03
"4",4,0.17,0.16,27.23,2001-01-04
"5",5,0.16,0.15,27.64,2001-01-05
"6",6,0.16,0.15,28,2001-01-06
"7",7,0.16,0.15,28.13,2001-01-07
"8",8,0.16,0.15,27.52,2001-01-08
"9",9,0.16,0.15,27.27,2001-01-09
"10",10,0.16,0.15,27.99,2001-01-10
"11",11,0.16,0.15,28.37,2001-01-11
"12",12,0.16,0.16,28.57,2001-01-12
"13",13,0.16,0.16,27.72,2001-01-13
"14",14,0.16,0.16,27.63,2001-01-14
"15",15,0.17,0.16,27.94,2001-01-15
"16",16,0.17,0.16,28.05,2001-01-16
"17",17,0.17,0.16,28.07,2001-01-17
"18",18,0.18,0.16,27.72,2001-01-18
"19",19,0.18,0.16,28.11,2001-01-19
"20",20,0.19,0.16,28.82,2001-01-20
"21",21,0.2,0.16,28.93,2001-01-21
"22",22,0.2,0.16,28.75,2001-01-22
"23",23,0.21,0.16,29.28,2001-01-23
"24",24,0.22,0.16,28.89,2001-01-24
"25",25,0.23,0.16,29.08,2001-01-25
"26",26,0.23,0.16,29.35,2001-01-26
"27",27,0.24,0.16,28.84,2001-01-27
"28",28,0.25,0.15,28.95,2001-01-28
"29",29,0.26,0.16,28.89,2001-01-29
"30",30,0.26,0.16,28.55,2001-01-30
"31",31,0.27,0.16,28.24,2001-01-31
"32",32,0.28,0.16,28.33,2001-02-01
"33",33,0.28,0.16,27.97,2001-02-02
"34",34,0.29,0.18,27.92,2001-02-03
"35",35,0.3,0.2,27.64,2001-02-04
"36",36,0.3,0.21,27.61,2001-02-05
"37",37,0.31,0.2,27.54,2001-02-06
"38",38,0.31,0.2,28.1,2001-02-07
"39",39,0.32,0.19,28.46,2001-02-08
"40",40,0.32,0.19,28.04,2001-02-09
"41",41,0.32,0.18,27.71,2001-02-10
"42",42,0.33,0.18,27.44,2001-02-11
