"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,0.02,0.16,27.03,2001-01-01
"2",2,0.02,0.16,26.97,2001-01-02
"3",3,0.01,0.16,27.07,2001-01-03
"4",4,0.01,0.16,27.03,2001-01-04
"5",5,0,0.16,27.28,2001-01-05
"6",6,0,0.16,27.44,2001-01-06
"7",7,0,0.16,27,2001-01-07
"8",8,0,0.16,26.49,2001-01-08
"9",9,-0.01,0.16,26.76,2001-01-09
"10",10,-0.01,0.17,27.58,2001-01-10
"11",11,-0.01,0.17,27.52,2001-01-11
"12",12,-0.01,0.17,27.19,2001-01-12
"13",13,-0.01,0.17,26.55,2001-01-13
"14",14,-0.01,0.17,26.32,2001-01-14
"15",15,0,0.17,26.73,2001-01-15
"16",16,0,0.16,27.19,2001-01-16
"17",17,0,0.16,27.44,2001-01-17
"18",18,0,0.17,27.57,2001-01-18
"19",19,0.01,0.17,28.44,2001-01-19
"20",20,0.01,0.17,28.16,2001-01-20
"21",21,0.02,0.17,27.92,2001-01-21
"22",22,0.02,0.17,27.76,2001-01-22
"23",23,0.02,0.17,27.59,2001-01-23
"24",24,0.03,0.17,27.49,2001-01-24
"25",25,0.03,0.17,28.12,2001-01-25
"26",26,0.04,0.16,28.07,2001-01-26
"27",27,0.04,0.16,27.76,2001-01-27
"28",28,0.05,0.16,27.46,2001-01-28
"29",29,0.06,0.16,27.42,2001-01-29
"30",30,0.06,0.17,26.85,2001-01-30
"31",31,0.07,0.16,26.67,2001-01-31
"32",32,0.07,0.16,26.67,2001-02-01
"33",33,0.08,0.16,26.46,2001-02-02
"34",34,0.09,0.16,26.56,2001-02-03
"35",35,0.09,0.16,26.93,2001-02-04
"36",36,0.1,0.17,26.77,2001-02-05
"37",37,0.1,0.17,26.83,2001-02-06
"38",38,0.11,0.17,27.24,2001-02-07
"39",39,0.11,0.16,27.31,2001-02-08
"40",40,0.12,0.16,27.02,2001-02-09
"41",41,0.13,0.16,26.93,2001-02-10
"42",42,0.13,0.16,26.92,2001-02-11
"43",43,0.14,0.16,26.6,2001-02-12
"44",44,0.14,0.16,26.98,2001-02-13
"45",45,0.15,0.16,27.19,2001-02-14
"46",46,0.15,0.16,27.18,2001-02-15
"47",47,0.16,0.16,27.08,2001-02-16
"48",48,0.16,0.16,27.36,2001-02-17
"49",49,0.17,0.17,26.94,2001-02-18
"50",50,0.17,0.18,26.57,2001-02-19
"51",51,0.18,0.18,26.18,2001-02-20
"52",52,0.18,0.17,26.07,2001-02-21
"53",53,0.19,0.17,25.87,2001-02-22
"54",54,0.19,0.17,25.91,2001-02-23
"55",55,0.19,0.17,25.87,2001-02-24
"56",56,0.2,0.17,25.93,2001-02-25
"57",57,0.2,0.17,26.17,2001-02-26
"58",58,0.2,0.17,25.94,2001-02-27
"59",59,0.21,0.17,25.26,2001-02-28
"60",60,0.21,0.17,24.76,2001-03-01
"61",61,0.21,0.17,24.89,2001-03-02
"62",62,0.21,0.17,25.04,2001-03-03
"63",63,0.22,0.17,24.93,2001-03-04
"64",64,0.22,0.17,24.71,2001-03-05
"65",65,0.22,0.17,24.66,2001-03-06
"66",66,0.22,0.17,24.6,2001-03-07
"67",67,0.22,0.17,24.74,2001-03-08
"68",68,0.23,0.16,25.03,2001-03-09
"69",69,0.23,0.17,25.17,2001-03-10
