"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,4.07,0.22,29.12,2001-01-01
"2",2,4.11,0.22,29.18,2001-01-02
"3",3,4.15,0.22,29.2,2001-01-03
"4",4,4.19,0.22,29.27,2001-01-04
"5",5,4.22,0.23,29.16,2001-01-05
"6",6,4.26,0.23,29.41,2001-01-06
"7",7,4.3,0.22,29.46,2001-01-07
"8",8,4.33,0.22,29.71,2001-01-08
"9",9,4.36,0.21,29.64,2001-01-09
"10",10,4.4,0.21,29.68,2001-01-10
"11",11,4.43,0.22,30.04,2001-01-11
"12",12,4.46,0.21,30.67,2001-01-12
"13",13,4.49,0.21,30.89,2001-01-13
"14",14,4.52,0.22,30.51,2001-01-14
"15",15,4.55,0.22,29.92,2001-01-15
"16",16,4.58,0.22,29.79,2001-01-16
"17",17,4.61,0.22,29.98,2001-01-17
"18",18,4.65,0.22,30.07,2001-01-18
"19",19,4.67,0.22,29.88,2001-01-19
"20",20,4.7,0.21,29.72,2001-01-20
"21",21,4.73,0.21,30.03,2001-01-21
"22",22,4.76,0.21,30.32,2001-01-22
"23",23,4.79,0.22,29.78,2001-01-23
"24",24,4.82,0.21,29.86,2001-01-24
"25",25,4.84,0.21,29.96,2001-01-25
"26",26,4.86,0.22,29.98,2001-01-26
"27",27,4.88,0.22,29.81,2001-01-27
"28",28,4.9,0.23,29.58,2001-01-28
"29",29,4.92,0.23,29.57,2001-01-29
"30",30,4.93,0.22,29.89,2001-01-30
"31",31,4.94,0.23,29.94,2001-01-31
"32",32,4.95,0.23,29.43,2001-02-01
"33",33,4.95,0.24,28.81,2001-02-02
"34",34,4.95,0.24,28.64,2001-02-03
"35",35,4.95,0.24,28.63,2001-02-04
"36",36,4.94,0.25,28.39,2001-02-05
"37",37,4.93,0.24,28.54,2001-02-06
"38",38,4.92,0.24,28.58,2001-02-07
"39",39,4.9,0.23,28.63,2001-02-08
"40",40,4.89,0.23,28.67,2001-02-09
"41",41,4.87,0.22,29.01,2001-02-10
"42",42,4.84,0.22,29.37,2001-02-11
"43",43,4.82,0.22,29.55,2001-02-12
"44",44,4.79,0.21,29.5,2001-02-13
"45",45,4.76,0.21,29.46,2001-02-14
"46",46,4.74,0.21,29.43,2001-02-15
"47",47,4.7,0.21,29.41,2001-02-16
"48",48,4.67,0.21,29.41,2001-02-17
"49",49,4.64,0.21,29.51,2001-02-18
"50",50,4.61,0.21,29.35,2001-02-19
"51",51,4.58,0.22,28.91,2001-02-20
"52",52,4.54,0.22,28.68,2001-02-21
"53",53,4.5,0.22,28.84,2001-02-22
"54",54,4.47,0.22,28.93,2001-02-23
"55",55,4.43,0.21,28.61,2001-02-24
"56",56,4.39,0.21,28.41,2001-02-25
"57",57,4.36,0.22,28.05,2001-02-26
"58",58,4.32,0.22,28.23,2001-02-27
"59",59,4.28,0.22,28.22,2001-02-28
"60",60,4.16,0.23,28.08,2001-03-01
"61",61,4.2,0.23,27.76,2001-03-02
"62",62,4.15,0.23,27.72,2001-03-03
"63",63,4.11,0.24,27.36,2001-03-04
"64",64,4.07,0.24,27.15,2001-03-05
"65",65,4.02,0.23,26.83,2001-03-06
"66",66,3.98,0.24,26.65,2001-03-07
"67",67,3.93,0.23,26.83,2001-03-08
"68",68,3.88,0.23,26.84,2001-03-09
"69",69,3.83,0.23,26.86,2001-03-10
"70",70,3.78,0.22,26.99,2001-03-11
"71",71,3.73,0.22,27.32,2001-03-12
"72",72,3.67,0.22,27.2,2001-03-13
"73",73,3.62,0.22,27.1,2001-03-14
"74",74,3.56,0.22,27.34,2001-03-15
"75",75,3.5,0.22,27.57,2001-03-16
"76",76,3.44,0.22,27.58,2001-03-17
"77",77,3.37,0.22,27.27,2001-03-18
"78",78,3.3,0.22,27.22,2001-03-19
"79",79,3.23,0.22,27.23,2001-03-20
"80",80,3.16,0.22,26.82,2001-03-21
"81",81,3.09,0.22,26.41,2001-03-22
"82",82,3.01,0.22,26.29,2001-03-23
"83",83,2.93,0.22,26.23,2001-03-24
"84",84,2.85,0.22,26.14,2001-03-25
"85",85,2.77,0.23,25.97,2001-03-26
"86",86,2.68,0.23,25.76,2001-03-27
"87",87,2.59,0.24,25.64,2001-03-28
"88",88,2.5,0.24,25.56,2001-03-29
"89",89,2.42,0.24,25.13,2001-03-30
"90",90,2.33,0.24,24.39,2001-03-31
"91",91,2.24,0.24,24.39,2001-04-01
"92",92,2.15,0.23,24.53,2001-04-02
"93",93,2.07,0.23,24.71,2001-04-03
"94",94,1.98,0.23,24.67,2001-04-04
"95",95,1.9,0.23,24.47,2001-04-05
"96",96,1.82,0.23,24.26,2001-04-06
"97",97,1.74,0.23,23.95,2001-04-07
"98",98,1.66,0.22,23.93,2001-04-08
"99",99,1.58,0.22,24.03,2001-04-09
"100",100,1.51,0.21,23.92,2001-04-10
"101",101,1.44,0.22,23.79,2001-04-11
"102",102,1.38,0.21,23.61,2001-04-12
"103",103,1.31,0.21,23.58,2001-04-13
"104",104,1.25,0.22,23.65,2001-04-14
"105",105,1.19,0.22,23.67,2001-04-15
"106",106,1.13,0.22,23.67,2001-04-16
"107",107,1.08,0.21,23.65,2001-04-17
"108",108,1.02,0.22,23.39,2001-04-18
"109",109,0.97,0.21,23.27,2001-04-19
"110",110,0.92,0.21,22.96,2001-04-20
"111",111,0.88,0.21,22.74,2001-04-21
"112",112,0.83,0.21,22.65,2001-04-22
"113",113,0.79,0.21,22.58,2001-04-23
"114",114,0.75,0.2,22.59,2001-04-24
"115",115,0.72,0.2,22.42,2001-04-25
"116",116,0.68,0.21,21.81,2001-04-26
"117",117,0.65,0.21,21.44,2001-04-27
"118",118,0.61,0.21,21.48,2001-04-28
"119",119,0.58,0.22,21.21,2001-04-29
"120",120,0.56,0.22,20.86,2001-04-30
"121",121,0.53,0.23,20.67,2001-05-01
"122",122,0.5,0.23,20.54,2001-05-02
"123",123,0.48,0.23,20.34,2001-05-03
"124",124,0.46,0.23,20.13,2001-05-04
"125",125,0.43,0.22,19.96,2001-05-05
"126",126,0.41,0.22,19.55,2001-05-06
"127",127,0.39,0.22,19.54,2001-05-07
"128",128,0.37,0.22,19.71,2001-05-08
"129",129,0.35,0.21,19.71,2001-05-09
"130",130,0.34,0.21,19.68,2001-05-10
"131",131,0.32,0.21,19.33,2001-05-11
"132",132,0.3,0.21,18.87,2001-05-12
"133",133,0.28,0.21,18.67,2001-05-13
"134",134,0.27,0.21,18.47,2001-05-14
"135",135,0.25,0.21,18.52,2001-05-15
"136",136,0.24,0.21,18.66,2001-05-16
"137",137,0.22,0.2,18.58,2001-05-17
"138",138,0.21,0.2,18.5,2001-05-18
"139",139,0.2,0.21,18.5,2001-05-19
"140",140,0.19,0.21,18.18,2001-05-20
"141",141,0.18,0.22,17.86,2001-05-21
"142",142,0.17,0.22,17.61,2001-05-22
"143",143,0.16,0.22,17.56,2001-05-23
"144",144,0.15,0.22,17.53,2001-05-24
"145",145,0.15,0.22,17.36,2001-05-25
"146",146,0.14,0.22,17.07,2001-05-26
"147",147,0.14,0.22,17.02,2001-05-27
"148",148,0.13,0.22,16.87,2001-05-28
"149",149,0.13,0.22,16.67,2001-05-29
"150",150,0.13,0.22,16.33,2001-05-30
"151",151,0.13,0.22,16.01,2001-05-31
"152",152,0.13,0.22,16.13,2001-06-01
"153",153,0.13,0.22,16.31,2001-06-02
"154",154,0.13,0.23,16.35,2001-06-03
"155",155,0.13,0.24,16.34,2001-06-04
"156",156,0.13,0.24,16.09,2001-06-05
"157",157,0.13,0.24,15.91,2001-06-06
"158",158,0.13,0.24,16.04,2001-06-07
"159",159,0.13,0.24,15.87,2001-06-08
"160",160,0.14,0.24,15.68,2001-06-09
"161",161,0.14,0.24,15.57,2001-06-10
"162",162,0.14,0.24,15.45,2001-06-11
"163",163,0.14,0.25,15.3,2001-06-12
"164",164,0.15,0.25,15.42,2001-06-13
"165",165,0.15,0.25,15.07,2001-06-14
"166",166,0.15,0.25,14.72,2001-06-15
"167",167,0.16,0.25,14.49,2001-06-16
"168",168,0.16,0.25,14.32,2001-06-17
"169",169,0.16,0.25,14.32,2001-06-18
"170",170,0.17,0.25,14.35,2001-06-19
"171",171,0.17,0.25,14.32,2001-06-20
"172",172,0.18,0.26,14.06,2001-06-21
"173",173,0.19,0.25,13.79,2001-06-22
"174",174,0.2,0.25,13.71,2001-06-23
"175",175,0.2,0.25,13.66,2001-06-24
"176",176,0.21,0.25,13.76,2001-06-25
"177",177,0.22,0.25,13.76,2001-06-26
"178",178,0.24,0.25,13.64,2001-06-27
"179",179,0.25,0.25,13.78,2001-06-28
"180",180,0.26,0.26,13.87,2001-06-29
"181",181,0.28,0.25,13.76,2001-06-30
"182",182,0.29,0.25,13.58,2001-07-01
"183",183,0.31,0.25,13.19,2001-07-02
"184",184,0.32,0.25,12.98,2001-07-03
"185",185,0.34,0.25,13.33,2001-07-04
"186",186,0.35,0.25,13.61,2001-07-05
"187",187,0.37,0.25,13.46,2001-07-06
"188",188,0.38,0.25,13.08,2001-07-07
"189",189,0.4,0.25,12.83,2001-07-08
"190",190,0.41,0.25,12.72,2001-07-09
"191",191,0.43,0.24,12.75,2001-07-10
"192",192,0.44,0.24,13.11,2001-07-11
"193",193,0.45,0.24,13.41,2001-07-12
"194",194,0.46,0.24,13.61,2001-07-13
"195",195,0.47,0.24,13.59,2001-07-14
"196",196,0.48,0.25,13.3,2001-07-15
"197",197,0.49,0.25,12.86,2001-07-16
"198",198,0.5,0.25,12.84,2001-07-17
"199",199,0.5,0.25,13.04,2001-07-18
"200",200,0.51,0.25,13.1,2001-07-19
"201",201,0.51,0.25,13.12,2001-07-20
"202",202,0.52,0.25,13.37,2001-07-21
"203",203,0.52,0.24,13.73,2001-07-22
"204",204,0.52,0.24,14.05,2001-07-23
"205",205,0.53,0.24,14.03,2001-07-24
"206",206,0.53,0.25,14.04,2001-07-25
"207",207,0.54,0.25,13.96,2001-07-26
"208",208,0.54,0.26,13.87,2001-07-27
"209",209,0.54,0.26,13.61,2001-07-28
"210",210,0.54,0.25,13.41,2001-07-29
"211",211,0.55,0.25,13.57,2001-07-30
"212",212,0.55,0.25,13.63,2001-07-31
"213",213,0.55,0.25,13.86,2001-08-01
"214",214,0.56,0.24,14.11,2001-08-02
"215",215,0.56,0.24,14.41,2001-08-03
"216",216,0.57,0.24,13.88,2001-08-04
"217",217,0.57,0.24,13.87,2001-08-05
"218",218,0.58,0.24,13.79,2001-08-06
"219",219,0.59,0.23,13.79,2001-08-07
"220",220,0.6,0.23,13.59,2001-08-08
"221",221,0.61,0.23,13.64,2001-08-09
"222",222,0.62,0.23,14.08,2001-08-10
"223",223,0.63,0.23,14.49,2001-08-11
"224",224,0.65,0.23,14.51,2001-08-12
