"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,2.17,0.32,27.94,2001-01-01
"2",2,2.22,0.31,28.07,2001-01-02
"3",3,2.27,0.31,28.26,2001-01-03
"4",4,2.31,0.31,28.3,2001-01-04
"5",5,2.36,0.31,28.26,2001-01-05
"6",6,2.4,0.31,28.08,2001-01-06
"7",7,2.44,0.31,28.06,2001-01-07
"8",8,2.47,0.31,28.08,2001-01-08
"9",9,2.51,0.32,27.93,2001-01-09
"10",10,2.55,0.32,27.82,2001-01-10
"11",11,2.58,0.32,27.48,2001-01-11
"12",12,2.61,0.32,27.33,2001-01-12
"13",13,2.64,0.32,27.31,2001-01-13
"14",14,2.67,0.33,27.42,2001-01-14
"15",15,2.69,0.33,27.39,2001-01-15
"16",16,2.72,0.34,27.08,2001-01-16
"17",17,2.74,0.34,27.22,2001-01-17
"18",18,2.77,0.33,27.33,2001-01-18
"19",19,2.79,0.33,27.62,2001-01-19
"20",20,2.81,0.32,27.65,2001-01-20
"21",21,2.83,0.32,27.76,2001-01-21
"22",22,2.85,0.33,27.56,2001-01-22
"23",23,2.86,0.34,27.43,2001-01-23
"24",24,2.88,0.34,27.28,2001-01-24
"25",25,2.89,0.36,26.92,2001-01-25
"26",26,2.91,0.37,26.68,2001-01-26
"27",27,2.92,0.37,26.8,2001-01-27
"28",28,2.94,0.36,27.1,2001-01-28
"29",29,2.95,0.36,27.28,2001-01-29
"30",30,2.96,0.36,27.08,2001-01-30
"31",31,2.98,0.37,26.96,2001-01-31
"32",32,2.99,0.36,27.13,2001-02-01
"33",33,3,0.36,27.06,2001-02-02
"34",34,3.01,0.37,26.71,2001-02-03
"35",35,3.03,0.37,26.39,2001-02-04
"36",36,3.04,0.37,26.48,2001-02-05
"37",37,3.05,0.37,26.64,2001-02-06
"38",38,3.07,0.37,26.57,2001-02-07
"39",39,3.08,0.36,26.49,2001-02-08
"40",40,3.09,0.36,26.57,2001-02-09
"41",41,3.1,0.36,26.69,2001-02-10
"42",42,3.11,0.36,26.88,2001-02-11
"43",43,3.12,0.35,26.96,2001-02-12
"44",44,3.13,0.35,26.94,2001-02-13
"45",45,3.14,0.36,26.85,2001-02-14
"46",46,3.15,0.36,26.73,2001-02-15
"47",47,3.16,0.36,26.6,2001-02-16
"48",48,3.16,0.37,26.46,2001-02-17
"49",49,3.17,0.37,26.41,2001-02-18
"50",50,3.17,0.36,26.64,2001-02-19
"51",51,3.17,0.36,27,2001-02-20
"52",52,3.17,0.36,27.14,2001-02-21
"53",53,3.17,0.36,26.98,2001-02-22
"54",54,3.17,0.37,26.58,2001-02-23
"55",55,3.17,0.38,26.27,2001-02-24
"56",56,3.17,0.38,26.24,2001-02-25
"57",57,3.16,0.38,26.33,2001-02-26
"58",58,3.15,0.38,26.41,2001-02-27
"59",59,3.15,0.38,26.38,2001-02-28
"60",60,3.13,0.38,26.22,2001-03-01
"61",61,3.13,0.37,26.57,2001-03-02
"62",62,3.11,0.36,26.37,2001-03-03
"63",63,3.1,0.36,26.31,2001-03-04
"64",64,3.08,0.36,26.08,2001-03-05
"65",65,3.07,0.36,26.06,2001-03-06
"66",66,3.05,0.35,26.03,2001-03-07
"67",67,3.03,0.36,25.96,2001-03-08
