"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,0.99,0.29,30.08,2001-01-01
"2",2,1,0.29,30.25,2001-01-02
"3",3,1.01,0.29,30.26,2001-01-03
"4",4,1.02,0.29,30.29,2001-01-04
"5",5,1.03,0.29,30.22,2001-01-05
"6",6,1.03,0.29,30.48,2001-01-06
"7",7,1.04,0.3,30.46,2001-01-07
"8",8,1.05,0.29,30.62,2001-01-08
"9",9,1.06,0.29,30.44,2001-01-09
"10",10,1.07,0.29,30.33,2001-01-10
"11",11,1.07,0.29,30.62,2001-01-11
"12",12,1.08,0.29,31.07,2001-01-12
"13",13,1.09,0.28,31.22,2001-01-13
"14",14,1.09,0.29,31.04,2001-01-14
"15",15,1.1,0.3,30.45,2001-01-15
"16",16,1.1,0.3,30.37,2001-01-16
"17",17,1.11,0.3,30.46,2001-01-17
"18",18,1.11,0.3,30.47,2001-01-18
"19",19,1.11,0.3,30.34,2001-01-19
"20",20,1.11,0.3,30.29,2001-01-20
"21",21,1.11,0.3,30.48,2001-01-21
"22",22,1.11,0.3,30.74,2001-01-22
"23",23,1.11,0.3,30.38,2001-01-23
"24",24,1.11,0.3,30.45,2001-01-24
"25",25,1.11,0.3,30.63,2001-01-25
"26",26,1.11,0.29,30.78,2001-01-26
"27",27,1.11,0.3,30.54,2001-01-27
"28",28,1.1,0.31,30.16,2001-01-28
"29",29,1.1,0.3,30.16,2001-01-29
"30",30,1.1,0.3,30.43,2001-01-30
"31",31,1.09,0.31,30.41,2001-01-31
"32",32,1.09,0.31,30.04,2001-02-01
"33",33,1.09,0.31,29.53,2001-02-02
"34",34,1.08,0.31,29.52,2001-02-03
"35",35,1.08,0.31,29.59,2001-02-04
"36",36,1.07,0.31,29.46,2001-02-05
"37",37,1.07,0.31,29.51,2001-02-06
"38",38,1.06,0.31,29.54,2001-02-07
"39",39,1.06,0.31,29.52,2001-02-08
"40",40,1.05,0.3,29.45,2001-02-09
"41",41,1.05,0.3,29.78,2001-02-10
"42",42,1.04,0.29,30.08,2001-02-11
"43",43,1.03,0.3,30.11,2001-02-12
"44",44,1.02,0.3,29.96,2001-02-13
"45",45,1.02,0.3,29.8,2001-02-14
"46",46,1.01,0.3,29.83,2001-02-15
"47",47,1,0.3,29.67,2001-02-16
"48",48,0.99,0.3,29.73,2001-02-17
"49",49,0.98,0.3,29.63,2001-02-18
"50",50,0.97,0.3,29.46,2001-02-19
"51",51,0.96,0.3,29.08,2001-02-20
"52",52,0.95,0.3,28.9,2001-02-21
"53",53,0.93,0.3,29.16,2001-02-22
"54",54,0.92,0.3,29.25,2001-02-23
"55",55,0.91,0.3,29.06,2001-02-24
"56",56,0.9,0.3,28.91,2001-02-25
"57",57,0.88,0.3,28.41,2001-02-26
"58",58,0.87,0.3,28.67,2001-02-27
"59",59,0.86,0.3,28.51,2001-02-28
"60",60,0.93,0.31,28.23,2001-03-01
"61",61,0.83,0.31,27.92,2001-03-02
"62",62,0.81,0.31,28.02,2001-03-03
"63",63,0.8,0.3,27.76,2001-03-04
"64",64,0.79,0.31,27.43,2001-03-05
"65",65,0.78,0.31,27.17,2001-03-06
"66",66,0.76,0.3,27.07,2001-03-07
"67",67,0.75,0.3,27.23,2001-03-08
"68",68,0.74,0.3,27.39,2001-03-09
"69",69,0.73,0.29,27.43,2001-03-10
"70",70,0.72,0.29,27.57,2001-03-11
"71",71,0.71,0.29,27.82,2001-03-12
"72",72,0.7,0.29,27.84,2001-03-13
"73",73,0.69,0.29,27.72,2001-03-14
"74",74,0.67,0.29,27.86,2001-03-15
"75",75,0.66,0.29,27.99,2001-03-16
"76",76,0.65,0.29,27.79,2001-03-17
"77",77,0.64,0.29,27.51,2001-03-18
"78",78,0.63,0.29,27.62,2001-03-19
"79",79,0.62,0.29,27.63,2001-03-20
"80",80,0.61,0.29,27.29,2001-03-21
"81",81,0.6,0.29,26.84,2001-03-22
"82",82,0.59,0.29,26.76,2001-03-23
"83",83,0.58,0.29,26.81,2001-03-24
"84",84,0.57,0.29,26.48,2001-03-25
"85",85,0.56,0.29,26.18,2001-03-26
"86",86,0.55,0.29,26.11,2001-03-27
"87",87,0.54,0.29,25.99,2001-03-28
"88",88,0.53,0.29,25.89,2001-03-29
"89",89,0.52,0.3,25.3,2001-03-30
"90",90,0.51,0.3,24.74,2001-03-31
"91",91,0.49,0.29,24.77,2001-04-01
"92",92,0.48,0.29,24.89,2001-04-02
"93",93,0.48,0.29,25.07,2001-04-03
"94",94,0.46,0.3,24.93,2001-04-04
"95",95,0.45,0.3,24.88,2001-04-05
"96",96,0.44,0.29,24.73,2001-04-06
"97",97,0.44,0.29,24.52,2001-04-07
"98",98,0.43,0.29,24.51,2001-04-08
"99",99,0.42,0.29,24.54,2001-04-09
"100",100,0.41,0.28,24.41,2001-04-10
