"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,3.18,0.26,28.73,2001-01-01
"2",2,3.27,0.26,28.79,2001-01-02
"3",3,3.34,0.26,29.08,2001-01-03
"4",4,3.42,0.26,29.05,2001-01-04
"5",5,3.5,0.26,29.04,2001-01-05
"6",6,3.57,0.26,29.04,2001-01-06
"7",7,3.65,0.26,29.06,2001-01-07
"8",8,3.71,0.26,29.03,2001-01-08
"9",9,3.78,0.26,28.97,2001-01-09
"10",10,3.85,0.26,28.78,2001-01-10
"11",11,3.91,0.27,28.7,2001-01-11
"12",12,3.97,0.27,28.77,2001-01-12
"13",13,4.03,0.27,28.76,2001-01-13
"14",14,4.09,0.28,28.69,2001-01-14
"15",15,4.15,0.29,28.58,2001-01-15
"16",16,4.21,0.29,28.57,2001-01-16
"17",17,4.26,0.29,28.56,2001-01-17
"18",18,4.32,0.29,28.75,2001-01-18
"19",19,4.37,0.29,28.92,2001-01-19
"20",20,4.43,0.29,28.82,2001-01-20
"21",21,4.48,0.3,28.64,2001-01-21
"22",22,4.53,0.31,28.48,2001-01-22
"23",23,4.58,0.33,28.25,2001-01-23
"24",24,4.62,0.33,28.14,2001-01-24
"25",25,4.67,0.34,28.28,2001-01-25
"26",26,4.71,0.34,28.29,2001-01-26
"27",27,4.75,0.33,28.52,2001-01-27
"28",28,4.78,0.32,28.78,2001-01-28
"29",29,4.82,0.32,28.81,2001-01-29
"30",30,4.85,0.34,28.31,2001-01-30
"31",31,4.88,0.34,28.33,2001-01-31
"32",32,4.9,0.34,28.7,2001-02-01
"33",33,4.92,0.34,28.66,2001-02-02
"34",34,4.93,0.34,28.52,2001-02-03
"35",35,4.94,0.34,28.33,2001-02-04
"36",36,4.95,0.34,28.37,2001-02-05
"37",37,4.95,0.33,28.29,2001-02-06
"38",38,4.95,0.34,28.19,2001-02-07
"39",39,4.95,0.34,28.07,2001-02-08
"40",40,4.94,0.33,28.23,2001-02-09
"41",41,4.93,0.33,28.31,2001-02-10
"42",42,4.92,0.33,28.34,2001-02-11
"43",43,4.9,0.33,28.44,2001-02-12
"44",44,4.88,0.33,28.39,2001-02-13
"45",45,4.86,0.33,28.47,2001-02-14
"46",46,4.83,0.34,28.29,2001-02-15
"47",47,4.81,0.34,28.04,2001-02-16
"48",48,4.78,0.34,27.96,2001-02-17
"49",49,4.75,0.34,27.99,2001-02-18
"50",50,4.71,0.34,28.11,2001-02-19
"51",51,4.68,0.33,28.34,2001-02-20
"52",52,4.64,0.33,28.37,2001-02-21
"53",53,4.61,0.33,28.38,2001-02-22
"54",54,4.57,0.33,28.18,2001-02-23
"55",55,4.53,0.34,27.93,2001-02-24
"56",56,4.48,0.34,27.91,2001-02-25
"57",57,4.44,0.34,28.04,2001-02-26
"58",58,4.4,0.34,28.1,2001-02-27
"59",59,4.36,0.34,27.97,2001-02-28
"60",60,4.29,0.34,28,2001-03-01
"61",61,4.27,0.33,28.22,2001-03-02
"62",62,4.23,0.33,27.96,2001-03-03
"63",63,4.18,0.33,27.8,2001-03-04
"64",64,4.14,0.33,27.71,2001-03-05
"65",65,4.1,0.33,27.73,2001-03-06
"66",66,4.06,0.33,27.75,2001-03-07
"67",67,4.02,0.33,27.77,2001-03-08
"68",68,3.97,0.34,27.49,2001-03-09
"69",69,3.94,0.34,27.47,2001-03-10
"70",70,3.9,0.33,27.52,2001-03-11
"71",71,3.86,0.33,27.34,2001-03-12
"72",72,3.82,0.32,27.28,2001-03-13
"73",73,3.78,0.32,27.34,2001-03-14
"74",74,3.75,0.32,27.31,2001-03-15
"75",75,3.71,0.31,27.39,2001-03-16
"76",76,3.68,0.31,27.42,2001-03-17
"77",77,3.64,0.31,27.34,2001-03-18
"78",78,3.61,0.31,27.31,2001-03-19
"79",79,3.58,0.33,27.15,2001-03-20
"80",80,3.55,0.34,27.17,2001-03-21
"81",81,3.51,0.33,27.44,2001-03-22
"82",82,3.48,0.33,27.55,2001-03-23
"83",83,3.45,0.33,27.47,2001-03-24
"84",84,3.42,0.32,27.34,2001-03-25
"85",85,3.39,0.32,27.25,2001-03-26
"86",86,3.36,0.32,27.18,2001-03-27
"87",87,3.33,0.31,27.2,2001-03-28
"88",88,3.3,0.31,27.19,2001-03-29
"89",89,3.28,0.3,27.16,2001-03-30
"90",90,3.25,0.3,27.18,2001-03-31
"91",91,3.22,0.3,26.88,2001-04-01
"92",92,3.19,0.29,26.83,2001-04-02
"93",93,3.16,0.29,26.73,2001-04-03
"94",94,3.13,0.29,26.69,2001-04-04
"95",95,3.1,0.29,26.74,2001-04-05
"96",96,3.06,0.28,26.69,2001-04-06
"97",97,3.03,0.28,26.61,2001-04-07
"98",98,3,0.28,26.44,2001-04-08
"99",99,2.97,0.28,26.33,2001-04-09
"100",100,2.93,0.28,26.3,2001-04-10
