"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,0.1,0.1,33,2001-01-01
"2",2,0.1,0.1,32.87,2001-01-02
"3",3,0.1,0.1,32.97,2001-01-03
"4",4,0.1,0.1,32.83,2001-01-04
"5",5,0.1,0.1,33.34,2001-01-05
"6",6,0.1,0.1,33.73,2001-01-06
"7",7,0.1,0.1,33.13,2001-01-07
"8",8,0.1,0.1,32.8,2001-01-08
"9",9,0.1,0.1,32.73,2001-01-09
"10",10,0.1,0.1,33.28,2001-01-10
"11",11,0.11,0.1,33.49,2001-01-11
"12",12,0.11,0.1,33.19,2001-01-12
"13",13,0.11,0.1,32.57,2001-01-13
"14",14,0.11,0.1,32.19,2001-01-14
"15",15,0.12,0.1,32.52,2001-01-15
"16",16,0.12,0.1,32.77,2001-01-16
"17",17,0.12,0.1,33.24,2001-01-17
"18",18,0.12,0.1,33.5,2001-01-18
"19",19,0.12,0.1,34.13,2001-01-19
"20",20,0.12,0.11,33.98,2001-01-20
"21",21,0.12,0.11,33.8,2001-01-21
"22",22,0.12,0.1,33.85,2001-01-22
"23",23,0.12,0.1,33.61,2001-01-23
"24",24,0.13,0.1,33.17,2001-01-24
"25",25,0.13,0.1,33.62,2001-01-25
"26",26,0.13,0.1,33.84,2001-01-26
"27",27,0.13,0.1,33.78,2001-01-27
"28",28,0.13,0.1,33.73,2001-01-28
"29",29,0.13,0.1,33.46,2001-01-29
"30",30,0.13,0.1,33.09,2001-01-30
"31",31,0.13,0.1,32.78,2001-01-31
"32",32,0.13,0.1,32.55,2001-02-01
"33",33,0.14,0.1,31.67,2001-02-02
"34",34,0.14,0.1,31.55,2001-02-03
"35",35,0.14,0.1,32.29,2001-02-04
"36",36,0.14,0.11,32.06,2001-02-05
"37",37,0.14,0.11,32.24,2001-02-06
"38",38,0.14,0.11,32.62,2001-02-07
"39",39,0.15,0.11,32.88,2001-02-08
"40",40,0.15,0.11,32.96,2001-02-09
"41",41,0.15,0.1,32.75,2001-02-10
"42",42,0.16,0.1,32.84,2001-02-11
"43",43,0.16,0.11,32.18,2001-02-12
"44",44,0.16,0.11,32.28,2001-02-13
"45",45,0.16,0.11,32.31,2001-02-14
"46",46,0.17,0.11,32.37,2001-02-15
"47",47,0.17,0.11,32.31,2001-02-16
"48",48,0.17,0.11,32.66,2001-02-17
"49",49,0.18,0.11,32.77,2001-02-18
"50",50,0.18,0.1,32.48,2001-02-19
"51",51,0.18,0.11,32.07,2001-02-20
"52",52,0.18,0.12,31.99,2001-02-21
"53",53,0.19,0.12,31.59,2001-02-22
"54",54,0.19,0.11,31.54,2001-02-23
"55",55,0.19,0.11,31.66,2001-02-24
"56",56,0.2,0.11,31.42,2001-02-25
"57",57,0.2,0.11,31.72,2001-02-26
"58",58,0.2,0.11,31.56,2001-02-27
"59",59,0.2,0.11,30.72,2001-02-28
"60",60,0.18,0.11,30.58,2001-03-01
"61",61,0.21,0.12,30.52,2001-03-02
"62",62,0.21,0.12,30.37,2001-03-03
"63",63,0.22,0.11,30.2,2001-03-04
"64",64,0.22,0.11,29.97,2001-03-05
"65",65,0.22,0.11,29.8,2001-03-06
"66",66,0.22,0.11,29.69,2001-03-07
"67",67,0.23,0.11,29.77,2001-03-08
"68",68,0.23,0.11,29.92,2001-03-09
"69",69,0.23,0.11,30.05,2001-03-10
"70",70,0.24,0.11,30.09,2001-03-11
"71",71,0.24,0.11,29.9,2001-03-12
"72",72,0.24,0.11,29.71,2001-03-13
"73",73,0.25,0.11,29.78,2001-03-14
"74",74,0.25,0.11,29.52,2001-03-15
"75",75,0.25,0.11,28.82,2001-03-16
"76",76,0.25,0.11,28.54,2001-03-17
"77",77,0.25,0.11,28.64,2001-03-18
"78",78,0.26,0.11,28.42,2001-03-19
"79",79,0.26,0.11,28.49,2001-03-20
"80",80,0.26,0.11,28.09,2001-03-21
"81",81,0.26,0.1,27.77,2001-03-22
"82",82,0.26,0.1,27.42,2001-03-23
"83",83,0.26,0.1,27.13,2001-03-24
"84",84,0.26,0.1,26.94,2001-03-25
"85",85,0.25,0.1,26.92,2001-03-26
"86",86,0.25,0.1,26.66,2001-03-27
"87",87,0.25,0.1,26.43,2001-03-28
"88",88,0.25,0.1,26.12,2001-03-29
"89",89,0.25,0.1,25.76,2001-03-30
"90",90,0.25,0.1,26.06,2001-03-31
"91",91,0.25,0.1,26.44,2001-04-01
"92",92,0.24,0.1,26.56,2001-04-02
"93",93,0.24,0.1,25.98,2001-04-03
"94",94,0.24,0.1,25.66,2001-04-04
"95",95,0.24,0.1,25.27,2001-04-05
"96",96,0.24,0.1,25.46,2001-04-06
"97",97,0.24,0.1,25.44,2001-04-07
"98",98,0.24,0.1,25.28,2001-04-08
"99",99,0.24,0.11,25.09,2001-04-09
"100",100,0.24,0.11,24.95,2001-04-10
"101",101,0.24,0.11,24.8,2001-04-11
"102",102,0.24,0.11,24.54,2001-04-12
"103",103,0.24,0.1,24.39,2001-04-13
"104",104,0.24,0.1,24.23,2001-04-14
"105",105,0.24,0.1,24.01,2001-04-15
"106",106,0.24,0.1,23.83,2001-04-16
"107",107,0.24,0.1,23.78,2001-04-17
