"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,1.42,0.32,34.34,2001-01-01
"2",2,1.45,0.32,34.31,2001-01-02
"3",3,1.47,0.32,34.3,2001-01-03
"4",4,1.5,0.32,34.31,2001-01-04
"5",5,1.52,0.32,34.19,2001-01-05
"6",6,1.55,0.33,33.77,2001-01-06
"7",7,1.57,0.33,33.68,2001-01-07
"8",8,1.59,0.33,33.78,2001-01-08
"9",9,1.61,0.33,34.11,2001-01-09
"10",10,1.64,0.32,34.18,2001-01-10
"11",11,1.66,0.33,33.78,2001-01-11
"12",12,1.68,0.33,33.53,2001-01-12
"13",13,1.7,0.34,33.43,2001-01-13
"14",14,1.72,0.33,33.34,2001-01-14
"15",15,1.74,0.34,33.26,2001-01-15
"16",16,1.76,0.34,33.09,2001-01-16
"17",17,1.79,0.34,33.12,2001-01-17
"18",18,1.81,0.33,33.18,2001-01-18
"19",19,1.84,0.32,33.49,2001-01-19
"20",20,1.87,0.32,33.6,2001-01-20
"21",21,1.89,0.31,33.89,2001-01-21
"22",22,1.92,0.31,34.28,2001-01-22
"23",23,1.95,0.31,34.32,2001-01-23
"24",24,1.97,0.32,34.41,2001-01-24
"25",25,2,0.32,34.2,2001-01-25
"26",26,2.03,0.32,33.91,2001-01-26
"27",27,2.05,0.32,33.79,2001-01-27
"28",28,2.08,0.31,34.09,2001-01-28
"29",29,2.1,0.31,34.34,2001-01-29
"30",30,2.12,0.31,34.23,2001-01-30
"31",31,2.14,0.32,33.97,2001-01-31
"32",32,2.15,0.32,33.78,2001-02-01
"33",33,2.16,0.33,33.22,2001-02-02
"34",34,2.18,0.33,32.59,2001-02-03
"35",35,2.18,0.33,32.46,2001-02-04
"36",36,2.19,0.33,32.77,2001-02-05
"37",37,2.19,0.32,33.03,2001-02-06
"38",38,2.19,0.32,33.22,2001-02-07
"39",39,2.19,0.32,33.24,2001-02-08
"40",40,2.19,0.32,32.89,2001-02-09
"41",41,2.19,0.32,33.01,2001-02-10
"42",42,2.18,0.32,33.05,2001-02-11
"43",43,2.18,0.32,33.27,2001-02-12
"44",44,2.17,0.32,33.34,2001-02-13
"45",45,2.16,0.31,33.48,2001-02-14
"46",46,2.15,0.31,33.67,2001-02-15
"47",47,2.14,0.32,33.41,2001-02-16
"48",48,2.13,0.32,33.36,2001-02-17
"49",49,2.12,0.32,33.18,2001-02-18
"50",50,2.11,0.32,33.24,2001-02-19
"51",51,2.11,0.31,33.48,2001-02-20
"52",52,2.1,0.31,33.66,2001-02-21
"53",53,2.09,0.31,33.63,2001-02-22
"54",54,2.08,0.31,33.51,2001-02-23
"55",55,2.07,0.31,33.23,2001-02-24
"56",56,2.06,0.32,33.08,2001-02-25
"57",57,2.05,0.32,33.11,2001-02-26
"58",58,2.04,0.31,33.26,2001-02-27
"59",59,2.03,0.31,33.42,2001-02-28
"60",60,1.81,0.31,33.09,2001-03-01
"61",61,2.01,0.31,32.97,2001-03-02
"62",62,2,0.31,32.78,2001-03-03
"63",63,1.99,0.32,32.73,2001-03-04
"64",64,1.98,0.31,32.47,2001-03-05
"65",65,1.97,0.31,32.47,2001-03-06
"66",66,1.96,0.31,32.43,2001-03-07
"67",67,1.94,0.31,32.02,2001-03-08
"68",68,1.93,0.31,31.97,2001-03-09
"69",69,1.92,0.32,31.89,2001-03-10
"70",70,1.9,0.32,31.83,2001-03-11
"71",71,1.89,0.32,31.69,2001-03-12
"72",72,1.88,0.31,31.69,2001-03-13
"73",73,1.86,0.31,31.99,2001-03-14
"74",74,1.84,0.3,32.32,2001-03-15
"75",75,1.83,0.3,32.35,2001-03-16
"76",76,1.81,0.3,32.47,2001-03-17
"77",77,1.79,0.3,32.57,2001-03-18
"78",78,1.77,0.3,32.74,2001-03-19
"79",79,1.75,0.3,32.57,2001-03-20
"80",80,1.73,0.3,32.4,2001-03-21
"81",81,1.71,0.3,32.11,2001-03-22
"82",82,1.69,0.3,31.96,2001-03-23
"83",83,1.66,0.3,32.04,2001-03-24
"84",84,1.64,0.3,32.03,2001-03-25
"85",85,1.61,0.3,31.87,2001-03-26
"86",86,1.58,0.3,31.9,2001-03-27
"87",87,1.56,0.29,32.02,2001-03-28
"88",88,1.53,0.29,31.84,2001-03-29
"89",89,1.5,0.29,31.85,2001-03-30
"90",90,1.47,0.29,31.59,2001-03-31
"91",91,1.45,0.29,31.45,2001-04-01
"92",92,1.42,0.29,31.23,2001-04-02
"93",93,1.39,0.29,31.28,2001-04-03
"94",94,1.36,0.29,31.26,2001-04-04
"95",95,1.33,0.3,31.04,2001-04-05
"96",96,1.3,0.3,30.77,2001-04-06
"97",97,1.28,0.3,30.42,2001-04-07
"98",98,1.25,0.3,30.31,2001-04-08
"99",99,1.22,0.29,30.27,2001-04-09
"100",100,1.2,0.29,30.13,2001-04-10
"101",101,1.17,0.29,30.09,2001-04-11
"102",102,1.14,0.29,30.06,2001-04-12
"103",103,1.12,0.29,30.06,2001-04-13
"104",104,1.09,0.29,30.03,2001-04-14
"105",105,1.07,0.29,29.93,2001-04-15
"106",106,1.04,0.29,29.77,2001-04-16
"107",107,1.02,0.29,29.81,2001-04-17
"108",108,1,0.29,29.75,2001-04-18
"109",109,0.98,0.28,29.57,2001-04-19
"110",110,0.95,0.28,29.38,2001-04-20
"111",111,0.93,0.28,29.32,2001-04-21
"112",112,0.91,0.28,29.22,2001-04-22
"113",113,0.89,0.28,29.06,2001-04-23
"114",114,0.87,0.28,29.06,2001-04-24
"115",115,0.85,0.28,28.81,2001-04-25
"116",116,0.83,0.28,28.34,2001-04-26
"117",117,0.81,0.28,27.91,2001-04-27
"118",118,0.8,0.29,27.79,2001-04-28
"119",119,0.78,0.29,27.76,2001-04-29
"120",120,0.76,0.29,27.73,2001-04-30
"121",121,0.75,0.29,27.59,2001-05-01
"122",122,0.73,0.29,27.44,2001-05-02
"123",123,0.71,0.28,27.41,2001-05-03
"124",124,0.69,0.28,27.36,2001-05-04
"125",125,0.68,0.28,27.2,2001-05-05
"126",126,0.67,0.28,26.97,2001-05-06
"127",127,0.65,0.28,26.77,2001-05-07
"128",128,0.63,0.28,26.53,2001-05-08
"129",129,0.62,0.28,26.49,2001-05-09
"130",130,0.6,0.28,26.33,2001-05-10
"131",131,0.59,0.28,25.73,2001-05-11
"132",132,0.58,0.28,25.4,2001-05-12
"133",133,0.56,0.28,25.3,2001-05-13
"134",134,0.55,0.28,25.09,2001-05-14
"135",135,0.54,0.28,25.18,2001-05-15
"136",136,0.52,0.28,25.04,2001-05-16
"137",137,0.51,0.28,24.94,2001-05-17
"138",138,0.5,0.28,24.87,2001-05-18
"139",139,0.49,0.28,24.89,2001-05-19
"140",140,0.47,0.28,24.8,2001-05-20
"141",141,0.46,0.28,24.57,2001-05-21
"142",142,0.45,0.28,24.22,2001-05-22
"143",143,0.44,0.28,24.18,2001-05-23
"144",144,0.43,0.28,24.24,2001-05-24
"145",145,0.42,0.28,24.09,2001-05-25
"146",146,0.42,0.28,23.86,2001-05-26
"147",147,0.41,0.28,23.64,2001-05-27
"148",148,0.4,0.28,23.36,2001-05-28
"149",149,0.39,0.28,23.19,2001-05-29
"150",150,0.39,0.28,22.95,2001-05-30
"151",151,0.38,0.28,22.89,2001-05-31
"152",152,0.38,0.28,22.87,2001-06-01
"153",153,0.37,0.28,22.77,2001-06-02
"154",154,0.36,0.28,22.74,2001-06-03
"155",155,0.36,0.28,22.72,2001-06-04
"156",156,0.35,0.28,22.74,2001-06-05
"157",157,0.35,0.28,22.76,2001-06-06
"158",158,0.34,0.28,22.55,2001-06-07
"159",159,0.34,0.28,22.54,2001-06-08
"160",160,0.33,0.28,22.32,2001-06-09
"161",161,0.33,0.28,22.33,2001-06-10
"162",162,0.33,0.28,22.16,2001-06-11
"163",163,0.32,0.28,22.01,2001-06-12
"164",164,0.32,0.28,21.87,2001-06-13
"165",165,0.31,0.28,21.59,2001-06-14
"166",166,0.31,0.28,21.45,2001-06-15
"167",167,0.3,0.28,21.33,2001-06-16
"168",168,0.3,0.28,20.94,2001-06-17
"169",169,0.3,0.29,20.78,2001-06-18
"170",170,0.3,0.29,20.58,2001-06-19
"171",171,0.29,0.29,20.16,2001-06-20
"172",172,0.29,0.29,19.87,2001-06-21
"173",173,0.28,0.29,19.86,2001-06-22
"174",174,0.28,0.29,20.09,2001-06-23
"175",175,0.28,0.29,20.45,2001-06-24
"176",176,0.28,0.29,20.54,2001-06-25
"177",177,0.28,0.29,20.63,2001-06-26
"178",178,0.27,0.29,20.76,2001-06-27
"179",179,0.27,0.29,20.68,2001-06-28
"180",180,0.27,0.29,20.3,2001-06-29
"181",181,0.27,0.29,20.21,2001-06-30
"182",182,0.27,0.29,20.59,2001-07-01
"183",183,0.27,0.28,20.51,2001-07-02
"184",184,0.27,0.28,20.38,2001-07-03
"185",185,0.27,0.28,20.45,2001-07-04
"186",186,0.27,0.28,20.71,2001-07-05
"187",187,0.27,0.28,20.73,2001-07-06
"188",188,0.28,0.28,20.42,2001-07-07
"189",189,0.28,0.28,20.37,2001-07-08
"190",190,0.28,0.28,20.28,2001-07-09
"191",191,0.28,0.28,20.2,2001-07-10
"192",192,0.28,0.29,20.49,2001-07-11
"193",193,0.28,0.28,20.82,2001-07-12
"194",194,0.28,0.29,21.07,2001-07-13
"195",195,0.28,0.28,20.94,2001-07-14
"196",196,0.28,0.29,20.48,2001-07-15
"197",197,0.28,0.29,20.07,2001-07-16
"198",198,0.28,0.29,19.96,2001-07-17
"199",199,0.28,0.28,20.19,2001-07-18
"200",200,0.28,0.29,20.21,2001-07-19
