"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,3.38,0.24,27.73,2001-01-01
"2",2,3.47,0.25,27.67,2001-01-02
"3",3,3.57,0.25,27.89,2001-01-03
"4",4,3.66,0.25,27.88,2001-01-04
"5",5,3.75,0.26,27.85,2001-01-05
"6",6,3.83,0.26,27.74,2001-01-06
"7",7,3.91,0.26,27.76,2001-01-07
"8",8,3.99,0.25,27.83,2001-01-08
"9",9,4.07,0.25,27.74,2001-01-09
"10",10,4.14,0.26,27.56,2001-01-10
"11",11,4.21,0.27,27.13,2001-01-11
"12",12,4.28,0.27,26.94,2001-01-12
"13",13,4.34,0.26,26.96,2001-01-13
"14",14,4.4,0.26,27.39,2001-01-14
"15",15,4.46,0.26,27.26,2001-01-15
"16",16,4.51,0.27,26.97,2001-01-16
"17",17,4.57,0.28,26.66,2001-01-17
"18",18,4.61,0.29,26.84,2001-01-18
"19",19,4.66,0.29,26.65,2001-01-19
"20",20,4.71,0.3,26.66,2001-01-20
"21",21,4.75,0.3,26.62,2001-01-21
"22",22,4.79,0.29,26.54,2001-01-22
"23",23,4.83,0.29,26.83,2001-01-23
"24",24,4.86,0.29,26.93,2001-01-24
"25",25,4.9,0.3,27.06,2001-01-25
"26",26,4.94,0.3,26.99,2001-01-26
"27",27,4.97,0.3,27.09,2001-01-27
"28",28,5,0.3,27.26,2001-01-28
"29",29,5.03,0.3,27.26,2001-01-29
"30",30,5.06,0.3,27.42,2001-01-30
"31",31,5.09,0.31,27.34,2001-01-31
"32",32,5.12,0.3,27.28,2001-02-01
"33",33,5.15,0.3,27.26,2001-02-02
"34",34,5.18,0.31,27.11,2001-02-03
"35",35,5.21,0.31,27.08,2001-02-04
"36",36,5.24,0.32,26.75,2001-02-05
"37",37,5.27,0.31,26.65,2001-02-06
"38",38,5.29,0.31,26.9,2001-02-07
"39",39,5.32,0.31,26.82,2001-02-08
"40",40,5.34,0.31,26.87,2001-02-09
"41",41,5.37,0.31,26.62,2001-02-10
"42",42,5.39,0.31,26.57,2001-02-11
"43",43,5.4,0.3,26.84,2001-02-12
"44",44,5.42,0.3,26.79,2001-02-13
"45",45,5.43,0.3,26.78,2001-02-14
"46",46,5.44,0.3,26.83,2001-02-15
"47",47,5.44,0.3,26.97,2001-02-16
"48",48,5.44,0.3,26.95,2001-02-17
"49",49,5.44,0.3,26.84,2001-02-18
"50",50,5.43,0.3,26.67,2001-02-19
"51",51,5.42,0.31,26.73,2001-02-20
"52",52,5.4,0.31,26.61,2001-02-21
"53",53,5.38,0.31,26.68,2001-02-22
"54",54,5.36,0.31,26.53,2001-02-23
"55",55,5.34,0.31,26.5,2001-02-24
"56",56,5.31,0.31,26.45,2001-02-25
"57",57,5.28,0.3,26.62,2001-02-26
"58",58,5.25,0.3,26.74,2001-02-27
"59",59,5.22,0.3,26.84,2001-02-28
"60",60,5.18,0.3,26.78,2001-03-01
"61",61,5.16,0.3,26.61,2001-03-02
"62",62,5.13,0.3,26.55,2001-03-03
"63",63,5.1,0.3,26.44,2001-03-04
"64",64,5.07,0.3,26.29,2001-03-05
"65",65,5.04,0.31,26.18,2001-03-06
"66",66,5.02,0.3,26.35,2001-03-07
"67",67,4.99,0.3,26.4,2001-03-08
"68",68,4.97,0.3,26.32,2001-03-09
"69",69,4.94,0.3,26.08,2001-03-10
"70",70,4.92,0.3,25.91,2001-03-11
"71",71,4.9,0.31,25.64,2001-03-12
"72",72,4.88,0.31,25.71,2001-03-13
"73",73,4.85,0.31,25.77,2001-03-14
"74",74,4.83,0.31,25.91,2001-03-15
"75",75,4.8,0.3,25.99,2001-03-16
"76",76,4.77,0.29,26.05,2001-03-17
"77",77,4.74,0.29,25.89,2001-03-18
"78",78,4.7,0.29,25.9,2001-03-19
"79",79,4.66,0.29,25.89,2001-03-20
"80",80,4.62,0.29,26.14,2001-03-21
"81",81,4.57,0.28,26.2,2001-03-22
"82",82,4.52,0.28,26.24,2001-03-23
"83",83,4.46,0.28,26.2,2001-03-24
"84",84,4.4,0.28,26.18,2001-03-25
"85",85,4.34,0.28,26.08,2001-03-26
"86",86,4.27,0.27,25.96,2001-03-27
"87",87,4.2,0.27,26.28,2001-03-28
"88",88,4.13,0.26,26.25,2001-03-29
"89",89,4.05,0.25,26.24,2001-03-30
"90",90,3.98,0.25,26.06,2001-03-31
"91",91,3.9,0.25,25.96,2001-04-01
"92",92,3.82,0.25,25.79,2001-04-02
"93",93,3.75,0.25,25.79,2001-04-03
"94",94,3.67,0.24,25.8,2001-04-04
