"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,2.11,0.36,30.11,2001-01-01
"2",2,2.14,0.36,30.12,2001-01-02
"3",3,2.17,0.36,30.19,2001-01-03
"4",4,2.2,0.35,30.41,2001-01-04
"5",5,2.23,0.34,30.66,2001-01-05
"6",6,2.26,0.34,30.71,2001-01-06
"7",7,2.29,0.34,30.57,2001-01-07
"8",8,2.32,0.34,30.67,2001-01-08
"9",9,2.35,0.35,30.6,2001-01-09
"10",10,2.37,0.37,30.3,2001-01-10
"11",11,2.4,0.37,30.17,2001-01-11
"12",12,2.42,0.37,30.06,2001-01-12
"13",13,2.44,0.37,29.96,2001-01-13
"14",14,2.47,0.37,29.94,2001-01-14
"15",15,2.48,0.37,29.98,2001-01-15
"16",16,2.5,0.37,29.92,2001-01-16
"17",17,2.52,0.36,29.87,2001-01-17
"18",18,2.53,0.36,29.87,2001-01-18
"19",19,2.54,0.36,29.92,2001-01-19
"20",20,2.55,0.37,29.96,2001-01-20
"21",21,2.55,0.36,30.21,2001-01-21
"22",22,2.56,0.36,30.27,2001-01-22
"23",23,2.56,0.35,30.38,2001-01-23
"24",24,2.57,0.36,30.36,2001-01-24
"25",25,2.57,0.36,30.21,2001-01-25
"26",26,2.57,0.36,30.15,2001-01-26
"27",27,2.57,0.36,30.31,2001-01-27
"28",28,2.57,0.36,30.02,2001-01-28
"29",29,2.56,0.37,29.75,2001-01-29
"30",30,2.56,0.37,29.87,2001-01-30
"31",31,2.56,0.37,29.93,2001-01-31
"32",32,2.56,0.37,30.02,2001-02-01
"33",33,2.55,0.36,30.15,2001-02-02
"34",34,2.55,0.36,29.89,2001-02-03
"35",35,2.55,0.37,29.56,2001-02-04
"36",36,2.54,0.37,29.59,2001-02-05
"37",37,2.54,0.36,29.72,2001-02-06
"38",38,2.54,0.36,29.68,2001-02-07
"39",39,2.54,0.36,29.68,2001-02-08
"40",40,2.54,0.36,29.63,2001-02-09
"41",41,2.53,0.36,29.71,2001-02-10
"42",42,2.53,0.36,29.62,2001-02-11
"43",43,2.53,0.35,29.56,2001-02-12
"44",44,2.53,0.36,29.32,2001-02-13
"45",45,2.52,0.35,29.31,2001-02-14
"46",46,2.52,0.36,29.49,2001-02-15
"47",47,2.52,0.36,29.66,2001-02-16
"48",48,2.52,0.36,29.75,2001-02-17
"49",49,2.52,0.36,29.78,2001-02-18
"50",50,2.51,0.35,29.95,2001-02-19
"51",51,2.51,0.35,29.85,2001-02-20
"52",52,2.51,0.35,29.73,2001-02-21
"53",53,2.51,0.35,29.72,2001-02-22
"54",54,2.5,0.35,29.83,2001-02-23
"55",55,2.5,0.35,29.72,2001-02-24
"56",56,2.5,0.35,29.69,2001-02-25
"57",57,2.49,0.36,29.63,2001-02-26
"58",58,2.49,0.36,29.49,2001-02-27
"59",59,2.49,0.36,29.52,2001-02-28
"60",60,2.56,0.37,29.48,2001-03-01
"61",61,2.47,0.37,29.62,2001-03-02
"62",62,2.47,0.37,29.36,2001-03-03
"63",63,2.46,0.36,29.47,2001-03-04
"64",64,2.46,0.36,29.59,2001-03-05
"65",65,2.45,0.36,29.49,2001-03-06
"66",66,2.44,0.35,29.4,2001-03-07
"67",67,2.43,0.35,29.39,2001-03-08
"68",68,2.42,0.35,29.26,2001-03-09
"69",69,2.41,0.35,29.26,2001-03-10
"70",70,2.39,0.35,29.24,2001-03-11
"71",71,2.38,0.34,29.3,2001-03-12
"72",72,2.37,0.34,29.29,2001-03-13
"73",73,2.35,0.34,29.31,2001-03-14
"74",74,2.34,0.34,29.17,2001-03-15
"75",75,2.32,0.34,29.19,2001-03-16
"76",76,2.31,0.35,28.97,2001-03-17
"77",77,2.29,0.35,28.98,2001-03-18
"78",78,2.27,0.34,29.14,2001-03-19
"79",79,2.25,0.34,29.41,2001-03-20
"80",80,2.23,0.33,29.75,2001-03-21
"81",81,2.21,0.33,30.01,2001-03-22
"82",82,2.19,0.33,29.97,2001-03-23
"83",83,2.17,0.32,29.54,2001-03-24
"84",84,2.14,0.32,29.06,2001-03-25
"85",85,2.12,0.32,28.89,2001-03-26
"86",86,2.1,0.31,28.92,2001-03-27
"87",87,2.08,0.31,28.93,2001-03-28
"88",88,2.05,0.31,29.02,2001-03-29
"89",89,2.03,0.31,29.06,2001-03-30
"90",90,2,0.3,29.08,2001-03-31
"91",91,1.98,0.3,29.11,2001-04-01
"92",92,1.96,0.29,29.17,2001-04-02
"93",93,1.93,0.28,29.46,2001-04-03
"94",94,1.91,0.28,29.56,2001-04-04
"95",95,1.88,0.28,29.68,2001-04-05
"96",96,1.86,0.28,29.51,2001-04-06
"97",97,1.83,0.27,29.47,2001-04-07
"98",98,1.81,0.27,29.61,2001-04-08
"99",99,1.78,0.26,29.82,2001-04-09
"100",100,1.76,0.26,29.8,2001-04-10
"101",101,1.73,0.26,29.76,2001-04-11
"102",102,1.71,0.25,29.64,2001-04-12
"103",103,1.69,0.25,29.58,2001-04-13
"104",104,1.66,0.25,29.68,2001-04-14
"105",105,1.64,0.24,29.72,2001-04-15
"106",106,1.61,0.24,29.76,2001-04-16
"107",107,1.59,0.24,29.58,2001-04-17
"108",108,1.57,0.24,29.47,2001-04-18
"109",109,1.54,0.23,29.51,2001-04-19
"110",110,1.52,0.23,29.52,2001-04-20
"111",111,1.49,0.23,29.47,2001-04-21
"112",112,1.47,0.23,29.51,2001-04-22
"113",113,1.45,0.23,29.56,2001-04-23
"114",114,1.42,0.23,29.46,2001-04-24
