"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,1.15,0.27,29.01,2001-01-01
"2",2,1.17,0.26,28.57,2001-01-02
"3",3,1.19,0.26,28.68,2001-01-03
"4",4,1.2,0.26,28.87,2001-01-04
"5",5,1.22,0.26,29.41,2001-01-05
"6",6,1.23,0.26,29.56,2001-01-06
"7",7,1.24,0.26,29.56,2001-01-07
"8",8,1.25,0.26,29.02,2001-01-08
"9",9,1.26,0.26,28.92,2001-01-09
"10",10,1.27,0.26,29.52,2001-01-10
"11",11,1.28,0.26,29.95,2001-01-11
"12",12,1.29,0.27,29.95,2001-01-12
"13",13,1.3,0.27,29.27,2001-01-13
"14",14,1.3,0.27,28.85,2001-01-14
"15",15,1.31,0.27,29.07,2001-01-15
"16",16,1.32,0.27,29.37,2001-01-16
"17",17,1.34,0.27,29.43,2001-01-17
"18",18,1.35,0.27,29.24,2001-01-18
"19",19,1.36,0.27,29.62,2001-01-19
"20",20,1.37,0.27,30.12,2001-01-20
"21",21,1.39,0.27,30.21,2001-01-21
"22",22,1.41,0.27,29.97,2001-01-22
"23",23,1.42,0.27,30.37,2001-01-23
"24",24,1.44,0.27,29.97,2001-01-24
"25",25,1.46,0.27,30.03,2001-01-25
"26",26,1.47,0.27,30.31,2001-01-26
"27",27,1.49,0.27,30.11,2001-01-27
"28",28,1.51,0.26,30.07,2001-01-28
"29",29,1.53,0.26,29.97,2001-01-29
"30",30,1.54,0.27,29.54,2001-01-30
"31",31,1.56,0.27,29.19,2001-01-31
"32",32,1.58,0.26,29.21,2001-02-01
"33",33,1.59,0.27,28.83,2001-02-02
"34",34,1.61,0.27,28.71,2001-02-03
"35",35,1.62,0.28,28.75,2001-02-04
"36",36,1.64,0.29,28.7,2001-02-05
"37",37,1.65,0.29,28.55,2001-02-06
"38",38,1.66,0.29,28.99,2001-02-07
"39",39,1.68,0.28,29.19,2001-02-08
"40",40,1.69,0.28,28.88,2001-02-09
"41",41,1.7,0.28,28.67,2001-02-10
"42",42,1.71,0.28,28.55,2001-02-11
"43",43,1.72,0.27,28.63,2001-02-12
"44",44,1.73,0.27,28.47,2001-02-13
"45",45,1.73,0.28,28.39,2001-02-14
"46",46,1.74,0.29,28.59,2001-02-15
"47",47,1.74,0.29,28.14,2001-02-16
"48",48,1.75,0.28,27.99,2001-02-17
"49",49,1.75,0.28,28.28,2001-02-18
"50",50,1.75,0.28,28.41,2001-02-19
"51",51,1.76,0.28,27.84,2001-02-20
"52",52,1.76,0.28,27.74,2001-02-21
"53",53,1.76,0.28,27.81,2001-02-22
"54",54,1.76,0.27,28.17,2001-02-23
"55",55,1.76,0.27,28.13,2001-02-24
"56",56,1.76,0.27,27.91,2001-02-25
"57",57,1.75,0.27,27.82,2001-02-26
"58",58,1.75,0.27,27.93,2001-02-27
"59",59,1.75,0.28,27.23,2001-02-28
"60",60,1.93,0.27,26.64,2001-03-01
"61",61,1.74,0.28,26.26,2001-03-02
"62",62,1.74,0.28,26.74,2001-03-03
"63",63,1.73,0.28,26.58,2001-03-04
"64",64,1.72,0.28,26.32,2001-03-05
"65",65,1.72,0.28,26.54,2001-03-06
"66",66,1.71,0.28,26.59,2001-03-07
"67",67,1.7,0.28,26.52,2001-03-08
"68",68,1.7,0.28,26.66,2001-03-09
"69",69,1.69,0.28,26.88,2001-03-10
"70",70,1.68,0.28,27.14,2001-03-11
"71",71,1.67,0.28,26.66,2001-03-12
"72",72,1.66,0.28,26.47,2001-03-13
"73",73,1.65,0.28,26.37,2001-03-14
"74",74,1.64,0.28,26.35,2001-03-15
"75",75,1.63,0.28,25.73,2001-03-16
"76",76,1.62,0.28,25.26,2001-03-17
"77",77,1.6,0.27,25.22,2001-03-18
"78",78,1.59,0.27,25.07,2001-03-19
"79",79,1.58,0.27,24.97,2001-03-20
"80",80,1.56,0.28,24.68,2001-03-21
"81",81,1.54,0.27,24.12,2001-03-22
"82",82,1.52,0.27,24.13,2001-03-23
"83",83,1.5,0.27,23.91,2001-03-24
"84",84,1.49,0.28,23.62,2001-03-25
"85",85,1.46,0.28,23.32,2001-03-26
"86",86,1.44,0.28,23.26,2001-03-27
"87",87,1.42,0.28,22.91,2001-03-28
"88",88,1.4,0.28,22.79,2001-03-29
"89",89,1.37,0.28,22.47,2001-03-30
"90",90,1.35,0.27,22.38,2001-03-31
"91",91,1.32,0.27,22.62,2001-04-01
"92",92,1.3,0.27,22.47,2001-04-02
"93",93,1.27,0.27,22.11,2001-04-03
"94",94,1.25,0.27,21.74,2001-04-04
"95",95,1.22,0.27,21.88,2001-04-05
"96",96,1.2,0.27,21.9,2001-04-06
"97",97,1.17,0.27,21.83,2001-04-07
"98",98,1.14,0.27,21.84,2001-04-08
"99",99,1.12,0.27,21.76,2001-04-09
"100",100,1.09,0.27,21.6,2001-04-10
"101",101,1.07,0.27,21.49,2001-04-11
"102",102,1.04,0.27,21.54,2001-04-12
"103",103,1.02,0.27,21.36,2001-04-13
"104",104,1,0.27,21.18,2001-04-14
"105",105,0.97,0.27,20.86,2001-04-15
"106",106,0.95,0.27,20.72,2001-04-16
"107",107,0.92,0.27,20.62,2001-04-17
"108",108,0.9,0.27,20.46,2001-04-18
"109",109,0.88,0.27,20.2,2001-04-19
"110",110,0.85,0.27,19.82,2001-04-20
"111",111,0.83,0.27,19.68,2001-04-21
"112",112,0.81,0.27,19.89,2001-04-22
"113",113,0.79,0.27,20.1,2001-04-23
"114",114,0.77,0.27,19.53,2001-04-24
"115",115,0.75,0.28,19.04,2001-04-25
"116",116,0.73,0.28,18.64,2001-04-26
"117",117,0.71,0.28,18.2,2001-04-27
"118",118,0.69,0.28,18.11,2001-04-28
"119",119,0.67,0.29,17.91,2001-04-29
"120",120,0.65,0.29,17.56,2001-04-30
"121",121,0.63,0.29,17.49,2001-05-01
"122",122,0.62,0.29,17.29,2001-05-02
"123",123,0.6,0.28,16.99,2001-05-03
"124",124,0.58,0.28,16.84,2001-05-04
"125",125,0.57,0.28,16.69,2001-05-05
"126",126,0.56,0.28,16.63,2001-05-06
"127",127,0.54,0.28,16.47,2001-05-07
"128",128,0.53,0.28,16.59,2001-05-08
"129",129,0.51,0.28,16.56,2001-05-09
"130",130,0.5,0.28,16.44,2001-05-10
"131",131,0.49,0.28,16.12,2001-05-11
"132",132,0.48,0.28,15.91,2001-05-12
"133",133,0.47,0.28,15.71,2001-05-13
"134",134,0.46,0.28,15.74,2001-05-14
"135",135,0.45,0.28,15.8,2001-05-15
"136",136,0.44,0.28,15.74,2001-05-16
"137",137,0.43,0.28,15.55,2001-05-17
"138",138,0.43,0.29,15.35,2001-05-18
"139",139,0.42,0.29,15.24,2001-05-19
"140",140,0.41,0.29,15.14,2001-05-20
"141",141,0.41,0.29,15.11,2001-05-21
"142",142,0.4,0.29,14.89,2001-05-22
"143",143,0.39,0.29,15.01,2001-05-23
"144",144,0.39,0.29,14.89,2001-05-24
"145",145,0.38,0.3,14.67,2001-05-25
"146",146,0.38,0.29,14.42,2001-05-26
"147",147,0.38,0.3,14.24,2001-05-27
"148",148,0.37,0.3,14.04,2001-05-28
"149",149,0.37,0.3,13.64,2001-05-29
"150",150,0.37,0.3,13.17,2001-05-30
"151",151,0.36,0.3,13.11,2001-05-31
"152",152,0.36,0.31,13.02,2001-06-01
"153",153,0.36,0.31,12.96,2001-06-02
"154",154,0.36,0.31,12.93,2001-06-03
"155",155,0.35,0.31,12.81,2001-06-04
"156",156,0.35,0.32,12.78,2001-06-05
"157",157,0.35,0.32,12.92,2001-06-06
"158",158,0.35,0.32,12.83,2001-06-07
"159",159,0.35,0.32,12.58,2001-06-08
"160",160,0.35,0.32,12.52,2001-06-09
"161",161,0.34,0.32,12.56,2001-06-10
"162",162,0.34,0.33,12.54,2001-06-11
"163",163,0.34,0.33,12.51,2001-06-12
"164",164,0.34,0.33,12.15,2001-06-13
"165",165,0.34,0.33,11.73,2001-06-14
"166",166,0.34,0.34,11.64,2001-06-15
"167",167,0.34,0.34,11.66,2001-06-16
"168",168,0.34,0.34,11.56,2001-06-17
"169",169,0.34,0.34,11.58,2001-06-18
"170",170,0.33,0.34,11.56,2001-06-19
"171",171,0.33,0.34,11.57,2001-06-20
"172",172,0.33,0.34,11.51,2001-06-21
"173",173,0.33,0.34,11.39,2001-06-22
"174",174,0.33,0.34,11.46,2001-06-23
"175",175,0.34,0.34,11.39,2001-06-24
"176",176,0.34,0.34,11.28,2001-06-25
"177",177,0.34,0.34,11.11,2001-06-26
"178",178,0.34,0.34,10.94,2001-06-27
"179",179,0.34,0.34,10.93,2001-06-28
"180",180,0.34,0.34,11.04,2001-06-29
"181",181,0.35,0.34,11.11,2001-06-30
"182",182,0.35,0.34,10.96,2001-07-01
"183",183,0.35,0.34,10.72,2001-07-02
"184",184,0.35,0.34,10.88,2001-07-03
"185",185,0.36,0.34,11.11,2001-07-04
"186",186,0.36,0.34,10.96,2001-07-05
"187",187,0.37,0.34,10.66,2001-07-06
"188",188,0.37,0.34,10.64,2001-07-07
"189",189,0.38,0.34,10.63,2001-07-08
"190",190,0.38,0.34,10.63,2001-07-09
"191",191,0.39,0.34,10.93,2001-07-10
"192",192,0.4,0.34,10.97,2001-07-11
"193",193,0.4,0.34,10.88,2001-07-12
"194",194,0.41,0.34,10.82,2001-07-13
"195",195,0.42,0.35,10.61,2001-07-14
"196",196,0.43,0.35,10.61,2001-07-15
"197",197,0.44,0.35,10.65,2001-07-16
"198",198,0.44,0.35,10.76,2001-07-17
"199",199,0.45,0.35,10.68,2001-07-18
"200",200,0.46,0.35,10.59,2001-07-19
"201",201,0.47,0.34,10.48,2001-07-20
"202",202,0.48,0.34,10.66,2001-07-21
"203",203,0.49,0.34,10.83,2001-07-22
"204",204,0.5,0.34,10.95,2001-07-23
"205",205,0.51,0.34,10.93,2001-07-24
"206",206,0.52,0.34,11.02,2001-07-25
"207",207,0.53,0.34,11.12,2001-07-26
"208",208,0.54,0.34,11.21,2001-07-27
"209",209,0.55,0.34,11.34,2001-07-28
"210",210,0.57,0.34,11.57,2001-07-29
"211",211,0.58,0.33,11.63,2001-07-30
"212",212,0.59,0.33,11.79,2001-07-31
"213",213,0.6,0.33,11.62,2001-08-01
"214",214,0.61,0.33,11.64,2001-08-02
"215",215,0.62,0.33,11.44,2001-08-03
"216",216,0.63,0.33,11.44,2001-08-04
"217",217,0.65,0.33,11.57,2001-08-05
"218",218,0.66,0.33,11.52,2001-08-06
"219",219,0.67,0.33,11.35,2001-08-07
"220",220,0.68,0.33,11.24,2001-08-08
"221",221,0.7,0.33,11.52,2001-08-09
"222",222,0.71,0.33,11.79,2001-08-10
"223",223,0.72,0.33,11.73,2001-08-11
"224",224,0.73,0.33,11.47,2001-08-12
"225",225,0.74,0.33,11.56,2001-08-13
"226",226,0.76,0.33,11.89,2001-08-14
"227",227,0.77,0.32,12.11,2001-08-15
