"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,1.54,0.2,30.32,2001-01-01
"2",2,1.59,0.19,30.43,2001-01-02
"3",3,1.64,0.19,30.54,2001-01-03
"4",4,1.68,0.19,30.59,2001-01-04
"5",5,1.72,0.19,30.47,2001-01-05
"6",6,1.77,0.19,30.38,2001-01-06
"7",7,1.8,0.19,30.52,2001-01-07
"8",8,1.84,0.19,30.47,2001-01-08
"9",9,1.88,0.19,30.42,2001-01-09
"10",10,1.92,0.19,30.26,2001-01-10
"11",11,1.96,0.19,30.12,2001-01-11
"12",12,1.99,0.2,29.96,2001-01-12
"13",13,2.03,0.2,29.97,2001-01-13
"14",14,2.06,0.21,30.08,2001-01-14
"15",15,2.1,0.21,30.04,2001-01-15
"16",16,2.13,0.21,29.75,2001-01-16
"17",17,2.17,0.2,29.88,2001-01-17
"18",18,2.2,0.2,29.97,2001-01-18
"19",19,2.24,0.2,30.36,2001-01-19
"20",20,2.27,0.2,30.36,2001-01-20
"21",21,2.3,0.19,30.48,2001-01-21
"22",22,2.34,0.2,30.32,2001-01-22
"23",23,2.37,0.22,30.01,2001-01-23
"24",24,2.41,0.23,29.74,2001-01-24
"25",25,2.44,0.24,29.31,2001-01-25
"26",26,2.47,0.24,28.89,2001-01-26
"27",27,2.5,0.24,28.97,2001-01-27
"28",28,2.54,0.24,29.28,2001-01-28
"29",29,2.57,0.23,29.5,2001-01-29
"30",30,2.6,0.24,29.21,2001-01-30
"31",31,2.62,0.25,29.04,2001-01-31
"32",32,2.65,0.25,29.22,2001-02-01
"33",33,2.68,0.25,29.06,2001-02-02
"34",34,2.7,0.26,28.62,2001-02-03
"35",35,2.73,0.26,28.38,2001-02-04
"36",36,2.75,0.25,28.53,2001-02-05
"37",37,2.77,0.25,28.68,2001-02-06
"38",38,2.79,0.25,28.61,2001-02-07
"39",39,2.81,0.24,28.54,2001-02-08
"40",40,2.83,0.24,28.65,2001-02-09
"41",41,2.85,0.24,28.86,2001-02-10
"42",42,2.87,0.24,29.08,2001-02-11
"43",43,2.89,0.23,29.21,2001-02-12
"44",44,2.9,0.23,29.22,2001-02-13
"45",45,2.92,0.23,29.2,2001-02-14
"46",46,2.93,0.24,28.94,2001-02-15
"47",47,2.95,0.25,28.79,2001-02-16
"48",48,2.96,0.25,28.67,2001-02-17
"49",49,2.97,0.25,28.54,2001-02-18
"50",50,2.99,0.25,28.77,2001-02-19
"51",51,3,0.24,29.24,2001-02-20
"52",52,3.01,0.24,29.41,2001-02-21
"53",53,3.02,0.24,29.26,2001-02-22
"54",54,3.04,0.25,28.88,2001-02-23
"55",55,3.04,0.26,28.51,2001-02-24
"56",56,3.05,0.26,28.48,2001-02-25
"57",57,3.06,0.26,28.58,2001-02-26
"58",58,3.07,0.26,28.59,2001-02-27
"59",59,3.08,0.26,28.46,2001-02-28
"60",60,2.82,0.26,28.26,2001-03-01
"61",61,3.09,0.24,28.64,2001-03-02
"62",62,3.09,0.24,28.38,2001-03-03
"63",63,3.09,0.24,28.32,2001-03-04
"64",64,3.09,0.23,28.17,2001-03-05
"65",65,3.09,0.23,28.18,2001-03-06
"66",66,3.09,0.23,28.1,2001-03-07
"67",67,3.08,0.23,28.04,2001-03-08
"68",68,3.08,0.24,27.72,2001-03-09
"69",69,3.07,0.24,27.62,2001-03-10
"70",70,3.06,0.23,27.76,2001-03-11
"71",71,3.05,0.23,27.54,2001-03-12
"72",72,3.04,0.22,27.49,2001-03-13
"73",73,3.03,0.22,27.71,2001-03-14
"74",74,3.01,0.21,27.88,2001-03-15
"75",75,3,0.21,28.04,2001-03-16
"76",76,2.98,0.21,28.19,2001-03-17
"77",77,2.96,0.21,28.16,2001-03-18
"78",78,2.94,0.2,28.19,2001-03-19
"79",79,2.92,0.21,27.84,2001-03-20
"80",80,2.9,0.22,27.84,2001-03-21
"81",81,2.88,0.22,28,2001-03-22
