"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,0.59,0.27,31.78,2001-01-01
"2",2,0.6,0.27,31.83,2001-01-02
"3",3,0.61,0.28,31.53,2001-01-03
"4",4,0.62,0.28,31.54,2001-01-04
"5",5,0.62,0.28,31.66,2001-01-05
"6",6,0.63,0.28,31.94,2001-01-06
"7",7,0.64,0.28,31.76,2001-01-07
"8",8,0.64,0.28,31.75,2001-01-08
"9",9,0.65,0.27,31.58,2001-01-09
"10",10,0.66,0.27,31.47,2001-01-10
"11",11,0.67,0.27,31.88,2001-01-11
"12",12,0.67,0.27,32.31,2001-01-12
"13",13,0.68,0.27,32.39,2001-01-13
"14",14,0.69,0.27,32.31,2001-01-14
"15",15,0.69,0.27,31.75,2001-01-15
"16",16,0.7,0.28,31.51,2001-01-16
"17",17,0.7,0.28,31.44,2001-01-17
"18",18,0.71,0.28,31.46,2001-01-18
"19",19,0.72,0.28,31.54,2001-01-19
"20",20,0.72,0.28,31.81,2001-01-20
"21",21,0.73,0.27,31.84,2001-01-21
"22",22,0.74,0.27,32.01,2001-01-22
"23",23,0.74,0.27,31.98,2001-01-23
"24",24,0.75,0.27,32,2001-01-24
"25",25,0.75,0.28,32.04,2001-01-25
"26",26,0.76,0.27,32.21,2001-01-26
"27",27,0.77,0.28,31.92,2001-01-27
"28",28,0.77,0.28,31.56,2001-01-28
"29",29,0.78,0.28,31.66,2001-01-29
"30",30,0.78,0.28,31.86,2001-01-30
"31",31,0.78,0.28,31.5,2001-01-31
"32",32,0.79,0.28,31.34,2001-02-01
"33",33,0.79,0.28,30.71,2001-02-02
"34",34,0.79,0.28,30.96,2001-02-03
"35",35,0.8,0.28,31.15,2001-02-04
"36",36,0.8,0.28,31.32,2001-02-05
"37",37,0.8,0.28,31.53,2001-02-06
"38",38,0.8,0.28,31.28,2001-02-07
"39",39,0.81,0.28,31.19,2001-02-08
"40",40,0.81,0.28,31.19,2001-02-09
"41",41,0.81,0.27,31.48,2001-02-10
"42",42,0.81,0.27,31.66,2001-02-11
"43",43,0.81,0.27,31.71,2001-02-12
"44",44,0.81,0.28,31.42,2001-02-13
"45",45,0.81,0.28,31.13,2001-02-14
"46",46,0.82,0.28,31.24,2001-02-15
"47",47,0.82,0.28,30.91,2001-02-16
"48",48,0.82,0.27,31.04,2001-02-17
"49",49,0.82,0.27,31.32,2001-02-18
"50",50,0.82,0.27,31.15,2001-02-19
"51",51,0.82,0.27,30.81,2001-02-20
"52",52,0.82,0.28,30.43,2001-02-21
"53",53,0.83,0.27,30.69,2001-02-22
"54",54,0.83,0.27,30.63,2001-02-23
"55",55,0.83,0.28,30.58,2001-02-24
"56",56,0.83,0.29,30.51,2001-02-25
"57",57,0.83,0.29,29.93,2001-02-26
"58",58,0.83,0.29,30.13,2001-02-27
"59",59,0.84,0.29,29.54,2001-02-28
"60",60,0.68,0.29,29.21,2001-03-01
"61",61,0.84,0.29,28.64,2001-03-02
"62",62,0.84,0.29,28.84,2001-03-03
"63",63,0.84,0.29,28.81,2001-03-04
"64",64,0.84,0.29,28.37,2001-03-05
"65",65,0.84,0.28,28.06,2001-03-06
"66",66,0.84,0.28,28.15,2001-03-07
"67",67,0.84,0.28,28.38,2001-03-08
"68",68,0.84,0.28,28.58,2001-03-09
"69",69,0.84,0.27,28.57,2001-03-10
"70",70,0.83,0.27,28.77,2001-03-11
"71",71,0.83,0.27,29.16,2001-03-12
"72",72,0.83,0.27,29.3,2001-03-13
"73",73,0.83,0.27,29.08,2001-03-14
"74",74,0.82,0.28,29.27,2001-03-15
"75",75,0.82,0.27,29.29,2001-03-16
"76",76,0.82,0.27,28.73,2001-03-17
"77",77,0.81,0.27,28.38,2001-03-18
"78",78,0.81,0.27,28.47,2001-03-19
"79",79,0.8,0.27,28.52,2001-03-20
"80",80,0.8,0.27,28.26,2001-03-21
"81",81,0.79,0.27,27.85,2001-03-22
"82",82,0.79,0.27,27.81,2001-03-23
"83",83,0.78,0.27,27.58,2001-03-24
"84",84,0.78,0.27,27.22,2001-03-25
"85",85,0.77,0.27,26.92,2001-03-26
"86",86,0.76,0.28,26.83,2001-03-27
"87",87,0.76,0.27,26.78,2001-03-28
"88",88,0.75,0.27,26.59,2001-03-29
"89",89,0.74,0.28,25.91,2001-03-30
"90",90,0.73,0.28,25.47,2001-03-31
"91",91,0.72,0.27,25.46,2001-04-01
"92",92,0.72,0.27,25.67,2001-04-02
"93",93,0.71,0.27,25.92,2001-04-03
"94",94,0.7,0.27,25.87,2001-04-04
"95",95,0.7,0.27,25.79,2001-04-05
"96",96,0.68,0.27,25.46,2001-04-06
"97",97,0.68,0.26,25.37,2001-04-07
"98",98,0.67,0.26,25.48,2001-04-08
"99",99,0.66,0.26,25.54,2001-04-09
"100",100,0.65,0.26,25.37,2001-04-10
"101",101,0.65,0.26,25.16,2001-04-11
"102",102,0.64,0.26,24.85,2001-04-12
"103",103,0.63,0.26,24.79,2001-04-13
"104",104,0.62,0.27,24.78,2001-04-14
"105",105,0.61,0.26,24.6,2001-04-15
"106",106,0.61,0.26,24.51,2001-04-16
"107",107,0.6,0.26,24.48,2001-04-17
"108",108,0.6,0.26,24.48,2001-04-18
"109",109,0.59,0.26,24.12,2001-04-19
"110",110,0.58,0.26,23.77,2001-04-20
"111",111,0.58,0.26,23.37,2001-04-21
"112",112,0.57,0.26,23.22,2001-04-22
"113",113,0.57,0.26,23.21,2001-04-23
"114",114,0.56,0.26,23.21,2001-04-24
"115",115,0.56,0.26,22.88,2001-04-25
"116",116,0.56,0.26,22.46,2001-04-26
"117",117,0.55,0.26,21.84,2001-04-27
"118",118,0.55,0.26,21.94,2001-04-28
"119",119,0.55,0.26,21.73,2001-04-29
"120",120,0.55,0.27,21.36,2001-04-30
"121",121,0.54,0.27,21.11,2001-05-01
"122",122,0.54,0.27,21.03,2001-05-02
"123",123,0.54,0.27,20.8,2001-05-03
"124",124,0.54,0.26,20.57,2001-05-04
"125",125,0.54,0.26,20.29,2001-05-05
"126",126,0.54,0.26,20.01,2001-05-06
"127",127,0.53,0.26,20.11,2001-05-07
"128",128,0.53,0.26,20.04,2001-05-08
"129",129,0.53,0.26,20.1,2001-05-09
"130",130,0.53,0.26,19.99,2001-05-10
"131",131,0.53,0.26,19.74,2001-05-11
"132",132,0.52,0.26,19.42,2001-05-12
"133",133,0.52,0.26,19.17,2001-05-13
"134",134,0.52,0.26,18.93,2001-05-14
"135",135,0.51,0.26,19.02,2001-05-15
"136",136,0.51,0.26,19.09,2001-05-16
"137",137,0.51,0.26,19.01,2001-05-17
"138",138,0.5,0.26,18.79,2001-05-18
"139",139,0.5,0.27,18.61,2001-05-19
"140",140,0.5,0.28,18.31,2001-05-20
"141",141,0.5,0.28,18.06,2001-05-21
"142",142,0.49,0.28,17.67,2001-05-22
"143",143,0.49,0.28,17.61,2001-05-23
"144",144,0.49,0.28,17.54,2001-05-24
"145",145,0.48,0.28,17.37,2001-05-25
"146",146,0.48,0.28,17.09,2001-05-26
"147",147,0.48,0.28,17.13,2001-05-27
"148",148,0.48,0.28,16.99,2001-05-28
"149",149,0.47,0.28,16.67,2001-05-29
"150",150,0.47,0.28,16.29,2001-05-30
"151",151,0.47,0.28,15.86,2001-05-31
"152",152,0.46,0.28,15.74,2001-06-01
"153",153,0.46,0.28,15.86,2001-06-02
"154",154,0.46,0.29,15.99,2001-06-03
"155",155,0.46,0.3,16.09,2001-06-04
"156",156,0.46,0.3,15.88,2001-06-05
"157",157,0.45,0.3,15.72,2001-06-06
"158",158,0.45,0.3,15.82,2001-06-07
"159",159,0.44,0.3,15.57,2001-06-08
