"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,0.33,0.17,29.32,2001-01-01
"2",2,0.32,0.17,29.09,2001-01-02
"3",3,0.31,0.16,29.29,2001-01-03
"4",4,0.3,0.16,29.39,2001-01-04
"5",5,0.3,0.16,29.86,2001-01-05
"6",6,0.29,0.16,30.22,2001-01-06
"7",7,0.28,0.16,30.27,2001-01-07
"8",8,0.27,0.16,29.67,2001-01-08
"9",9,0.27,0.16,29.43,2001-01-09
"10",10,0.26,0.16,29.94,2001-01-10
"11",11,0.26,0.16,30.41,2001-01-11
"12",12,0.26,0.16,30.86,2001-01-12
"13",13,0.25,0.16,30.28,2001-01-13
"14",14,0.25,0.16,29.96,2001-01-14
"15",15,0.25,0.16,30.42,2001-01-15
"16",16,0.24,0.16,30.36,2001-01-16
"17",17,0.24,0.16,30.14,2001-01-17
"18",18,0.24,0.16,30.07,2001-01-18
"19",19,0.23,0.17,30.26,2001-01-19
"20",20,0.23,0.17,30.71,2001-01-20
"21",21,0.23,0.16,30.69,2001-01-21
"22",22,0.23,0.17,30.74,2001-01-22
"23",23,0.23,0.16,31.24,2001-01-23
"24",24,0.22,0.16,30.64,2001-01-24
"25",25,0.22,0.16,30.61,2001-01-25
"26",26,0.22,0.16,30.97,2001-01-26
"27",27,0.22,0.16,30.56,2001-01-27
"28",28,0.22,0.16,30.62,2001-01-28
"29",29,0.22,0.16,30.67,2001-01-29
"30",30,0.22,0.16,30.43,2001-01-30
"31",31,0.22,0.16,30.16,2001-01-31
"32",32,0.22,0.16,30.16,2001-02-01
"33",33,0.22,0.17,29.47,2001-02-02
"34",34,0.22,0.17,29.42,2001-02-03
"35",35,0.23,0.17,29.47,2001-02-04
"36",36,0.23,0.18,29.55,2001-02-05
"37",37,0.24,0.18,29.47,2001-02-06
"38",38,0.24,0.17,29.69,2001-02-07
"39",39,0.25,0.17,30.11,2001-02-08
"40",40,0.25,0.17,29.98,2001-02-09
"41",41,0.26,0.17,29.92,2001-02-10
"42",42,0.26,0.16,29.89,2001-02-11
"43",43,0.27,0.17,29.51,2001-02-12
"44",44,0.28,0.17,29.18,2001-02-13
"45",45,0.29,0.17,29.11,2001-02-14
"46",46,0.29,0.18,29.08,2001-02-15
"47",47,0.3,0.18,28.71,2001-02-16
"48",48,0.31,0.18,28.73,2001-02-17
"49",49,0.31,0.18,28.93,2001-02-18
"50",50,0.32,0.18,28.95,2001-02-19
"51",51,0.33,0.18,28.29,2001-02-20
"52",52,0.34,0.19,28.21,2001-02-21
"53",53,0.35,0.18,28.43,2001-02-22
"54",54,0.35,0.18,28.62,2001-02-23
"55",55,0.36,0.18,28.63,2001-02-24
"56",56,0.37,0.17,28.33,2001-02-25
"57",57,0.37,0.17,28.19,2001-02-26
"58",58,0.38,0.17,28.44,2001-02-27
"59",59,0.39,0.19,27.73,2001-02-28
"60",60,0.32,0.19,26.92,2001-03-01
"61",61,0.41,0.19,26.64,2001-03-02
"62",62,0.41,0.19,26.9,2001-03-03
"63",63,0.42,0.19,26.83,2001-03-04
"64",64,0.43,0.19,26.42,2001-03-05
"65",65,0.44,0.19,26.59,2001-03-06
"66",66,0.45,0.19,26.57,2001-03-07
"67",67,0.46,0.19,26.77,2001-03-08
"68",68,0.46,0.18,26.77,2001-03-09
"69",69,0.47,0.18,26.86,2001-03-10
"70",70,0.48,0.18,27.36,2001-03-11
"71",71,0.49,0.18,27.15,2001-03-12
"72",72,0.5,0.18,26.97,2001-03-13
"73",73,0.5,0.18,27.11,2001-03-14
"74",74,0.51,0.18,27.1,2001-03-15
"75",75,0.52,0.18,26.41,2001-03-16
"76",76,0.52,0.18,25.83,2001-03-17
"77",77,0.53,0.18,25.75,2001-03-18
"78",78,0.54,0.18,25.68,2001-03-19
"79",79,0.54,0.18,25.58,2001-03-20
"80",80,0.54,0.18,25.12,2001-03-21
"81",81,0.55,0.18,24.77,2001-03-22
"82",82,0.56,0.18,24.75,2001-03-23
"83",83,0.56,0.18,24.16,2001-03-24
"84",84,0.56,0.18,23.97,2001-03-25
"85",85,0.56,0.19,23.57,2001-03-26
"86",86,0.57,0.18,23.77,2001-03-27
"87",87,0.57,0.18,23.57,2001-03-28
"88",88,0.57,0.19,23.33,2001-03-29
"89",89,0.57,0.18,22.92,2001-03-30
"90",90,0.57,0.18,22.7,2001-03-31
"91",91,0.57,0.18,22.81,2001-04-01
"92",92,0.57,0.18,22.88,2001-04-02
"93",93,0.57,0.17,22.89,2001-04-03
"94",94,0.57,0.18,22.42,2001-04-04
"95",95,0.57,0.17,22.47,2001-04-05
"96",96,0.57,0.17,22.38,2001-04-06
"97",97,0.57,0.17,22.35,2001-04-07
"98",98,0.57,0.17,22.3,2001-04-08
"99",99,0.57,0.17,22.12,2001-04-09
"100",100,0.57,0.18,21.84,2001-04-10
"101",101,0.57,0.18,21.71,2001-04-11
"102",102,0.57,0.18,21.79,2001-04-12
"103",103,0.57,0.18,21.79,2001-04-13
"104",104,0.57,0.18,21.68,2001-04-14
"105",105,0.57,0.18,21.41,2001-04-15
