"","doy","forc_npp","forc_sw","forc_st","avg_date"
"1",1,0.32,0.15,30.39,2001-01-01
"2",2,0.33,0.15,30.66,2001-01-02
"3",3,0.33,0.15,30.76,2001-01-03
"4",4,0.33,0.15,30.75,2001-01-04
"5",5,0.34,0.15,31.21,2001-01-05
"6",6,0.34,0.15,31.02,2001-01-06
"7",7,0.35,0.15,30.62,2001-01-07
"8",8,0.36,0.15,30.27,2001-01-08
"9",9,0.36,0.15,30.51,2001-01-09
"10",10,0.37,0.15,30.77,2001-01-10
"11",11,0.38,0.16,30.22,2001-01-11
"12",12,0.38,0.16,29.87,2001-01-12
"13",13,0.39,0.15,29.48,2001-01-13
"14",14,0.4,0.15,29.42,2001-01-14
"15",15,0.41,0.15,30.09,2001-01-15
"16",16,0.42,0.15,30.4,2001-01-16
"17",17,0.42,0.14,30.79,2001-01-17
"18",18,0.43,0.14,31.77,2001-01-18
"19",19,0.45,0.14,32.07,2001-01-19
"20",20,0.46,0.14,31.07,2001-01-20
"21",21,0.47,0.14,30.47,2001-01-21
"22",22,0.48,0.15,30.68,2001-01-22
"23",23,0.49,0.15,31.26,2001-01-23
"24",24,0.5,0.15,31.14,2001-01-24
"25",25,0.51,0.16,30.88,2001-01-25
"26",26,0.53,0.16,30.78,2001-01-26
"27",27,0.54,0.15,30.98,2001-01-27
"28",28,0.55,0.15,30.93,2001-01-28
"29",29,0.56,0.16,30.73,2001-01-29
"30",30,0.58,0.16,30.39,2001-01-30
"31",31,0.59,0.17,30.01,2001-01-31
"32",32,0.6,0.18,29.06,2001-02-01
"33",33,0.62,0.18,28.46,2001-02-02
"34",34,0.63,0.18,28.39,2001-02-03
"35",35,0.64,0.18,28.93,2001-02-04
"36",36,0.65,0.18,29.04,2001-02-05
"37",37,0.66,0.17,29.39,2001-02-06
"38",38,0.67,0.17,29.59,2001-02-07
"39",39,0.68,0.17,29.11,2001-02-08
"40",40,0.69,0.17,29.1,2001-02-09
"41",41,0.7,0.17,29.13,2001-02-10
"42",42,0.71,0.17,29.52,2001-02-11
"43",43,0.72,0.17,29.84,2001-02-12
"44",44,0.73,0.16,30.15,2001-02-13
"45",45,0.74,0.16,30.27,2001-02-14
"46",46,0.75,0.16,30.31,2001-02-15
"47",47,0.75,0.16,30.53,2001-02-16
"48",48,0.76,0.17,30.99,2001-02-17
"49",49,0.77,0.18,30.4,2001-02-18
"50",50,0.77,0.18,29.62,2001-02-19
"51",51,0.78,0.18,29.28,2001-02-20
"52",52,0.78,0.18,28.6,2001-02-21
"53",53,0.78,0.18,28.49,2001-02-22
"54",54,0.79,0.18,28.47,2001-02-23
"55",55,0.79,0.17,28.56,2001-02-24
"56",56,0.79,0.17,29.16,2001-02-25
"57",57,0.8,0.16,29.24,2001-02-26
"58",58,0.8,0.17,28.51,2001-02-27
"59",59,0.8,0.17,27.41,2001-02-28
"60",60,0.85,0.19,26.23,2001-03-01
"61",61,0.8,0.19,26.92,2001-03-02
"62",62,0.8,0.2,26.62,2001-03-03
"63",63,0.8,0.2,26.93,2001-03-04
"64",64,0.8,0.19,26.74,2001-03-05
"65",65,0.8,0.19,26.53,2001-03-06
"66",66,0.8,0.18,26.28,2001-03-07
"67",67,0.8,0.18,26.8,2001-03-08
"68",68,0.8,0.18,27.13,2001-03-09
"69",69,0.8,0.17,27.33,2001-03-10
"70",70,0.8,0.17,27.32,2001-03-11
"71",71,0.8,0.18,27.06,2001-03-12
"72",72,0.8,0.18,27.34,2001-03-13
"73",73,0.79,0.17,27.68,2001-03-14
"74",74,0.79,0.17,27.53,2001-03-15
"75",75,0.79,0.17,27.34,2001-03-16
"76",76,0.79,0.17,27.54,2001-03-17
"77",77,0.78,0.17,27.81,2001-03-18
"78",78,0.78,0.17,27.49,2001-03-19
"79",79,0.78,0.17,27.03,2001-03-20
"80",80,0.77,0.16,26.42,2001-03-21
"81",81,0.77,0.16,26.61,2001-03-22
"82",82,0.77,0.16,26.39,2001-03-23
"83",83,0.76,0.16,25.92,2001-03-24
"84",84,0.76,0.16,25.85,2001-03-25
"85",85,0.75,0.16,25.79,2001-03-26
"86",86,0.74,0.16,25.63,2001-03-27
"87",87,0.74,0.16,25.43,2001-03-28
"88",88,0.73,0.16,25.16,2001-03-29
"89",89,0.73,0.16,25.19,2001-03-30
"90",90,0.72,0.15,25.58,2001-03-31
"91",91,0.72,0.16,25.35,2001-04-01
"92",92,0.71,0.16,24.85,2001-04-02
"93",93,0.7,0.16,24.23,2001-04-03
"94",94,0.7,0.16,24.08,2001-04-04
"95",95,0.69,0.15,24.45,2001-04-05
"96",96,0.68,0.16,24.66,2001-04-06
"97",97,0.68,0.16,24.3,2001-04-07
"98",98,0.67,0.16,24.26,2001-04-08
"99",99,0.67,0.16,24.12,2001-04-09
"100",100,0.66,0.16,24.01,2001-04-10
"101",101,0.65,0.16,24.22,2001-04-11
"102",102,0.64,0.16,24.18,2001-04-12
"103",103,0.64,0.16,24.01,2001-04-13
"104",104,0.63,0.15,23.94,2001-04-14
"105",105,0.62,0.16,23.92,2001-04-15
"106",106,0.62,0.16,24.17,2001-04-16
"107",107,0.61,0.16,23.69,2001-04-17
"108",108,0.6,0.16,23.73,2001-04-18
"109",109,0.6,0.16,23.53,2001-04-19
"110",110,0.59,0.16,23.46,2001-04-20
"111",111,0.59,0.16,23.27,2001-04-21
"112",112,0.58,0.16,23.29,2001-04-22
"113",113,0.58,0.15,23.27,2001-04-23
"114",114,0.57,0.15,22.86,2001-04-24
"115",115,0.57,0.15,22.57,2001-04-25
"116",116,0.56,0.15,22.42,2001-04-26
"117",117,0.56,0.15,22.19,2001-04-27
"118",118,0.55,0.15,21.72,2001-04-28
"119",119,0.55,0.15,21.47,2001-04-29
"120",120,0.54,0.16,21.68,2001-04-30
"121",121,0.54,0.16,21.71,2001-05-01
"122",122,0.54,0.16,21.08,2001-05-02
"123",123,0.54,0.16,21.06,2001-05-03
"124",124,0.53,0.16,20.89,2001-05-04
"125",125,0.53,0.16,20.92,2001-05-05
"126",126,0.53,0.16,21.27,2001-05-06
"127",127,0.52,0.15,21.36,2001-05-07
"128",128,0.52,0.16,21.33,2001-05-08
"129",129,0.52,0.16,20.77,2001-05-09
"130",130,0.52,0.15,20.34,2001-05-10
"131",131,0.52,0.16,20.25,2001-05-11
"132",132,0.51,0.16,19.96,2001-05-12
"133",133,0.51,0.15,19.56,2001-05-13
"134",134,0.51,0.15,19.23,2001-05-14
"135",135,0.51,0.15,19.17,2001-05-15
"136",136,0.5,0.15,19.14,2001-05-16
"137",137,0.5,0.15,19.01,2001-05-17
"138",138,0.5,0.15,18.89,2001-05-18
"139",139,0.5,0.15,18.82,2001-05-19
"140",140,0.49,0.15,18.82,2001-05-20
"141",141,0.49,0.15,18.71,2001-05-21
"142",142,0.49,0.15,18.79,2001-05-22
"143",143,0.48,0.15,18.47,2001-05-23
"144",144,0.48,0.15,18.04,2001-05-24
"145",145,0.48,0.15,17.79,2001-05-25
"146",146,0.47,0.15,17.65,2001-05-26
"147",147,0.47,0.15,17.51,2001-05-27
"148",148,0.46,0.15,17.02,2001-05-28
"149",149,0.46,0.15,16.83,2001-05-29
"150",150,0.45,0.15,16.72,2001-05-30
"151",151,0.45,0.15,16.56,2001-05-31
"152",152,0.44,0.15,16.72,2001-06-01
"153",153,0.44,0.15,16.82,2001-06-02
"154",154,0.43,0.15,16.99,2001-06-03
"155",155,0.42,0.16,16.68,2001-06-04
"156",156,0.42,0.16,16.34,2001-06-05
"157",157,0.41,0.16,16.09,2001-06-06
"158",158,0.41,0.16,16.06,2001-06-07
"159",159,0.4,0.17,15.95,2001-06-08
"160",160,0.4,0.17,15.9,2001-06-09
"161",161,0.39,0.16,15.86,2001-06-10
"162",162,0.39,0.16,15.6,2001-06-11
"163",163,0.39,0.16,15.17,2001-06-12
"164",164,0.38,0.16,15.11,2001-06-13
"165",165,0.38,0.16,15.08,2001-06-14
"166",166,0.37,0.16,15.04,2001-06-15
"167",167,0.37,0.16,15.08,2001-06-16
"168",168,0.37,0.16,14.99,2001-06-17
"169",169,0.37,0.16,14.97,2001-06-18
"170",170,0.36,0.16,14.99,2001-06-19
"171",171,0.36,0.16,14.95,2001-06-20
"172",172,0.36,0.16,14.97,2001-06-21
"173",173,0.36,0.16,14.73,2001-06-22
"174",174,0.36,0.16,14.59,2001-06-23
"175",175,0.35,0.16,14.41,2001-06-24
"176",176,0.35,0.16,14.42,2001-06-25
"177",177,0.35,0.16,14.54,2001-06-26
"178",178,0.35,0.16,14.62,2001-06-27
"179",179,0.35,0.15,14.57,2001-06-28
"180",180,0.35,0.15,14.56,2001-06-29
"181",181,0.34,0.15,14.5,2001-06-30
"182",182,0.34,0.15,14.59,2001-07-01
"183",183,0.34,0.15,14.46,2001-07-02
"184",184,0.34,0.15,14.52,2001-07-03
"185",185,0.34,0.15,14.24,2001-07-04
"186",186,0.34,0.15,14.07,2001-07-05
"187",187,0.34,0.15,13.95,2001-07-06
"188",188,0.34,0.15,13.95,2001-07-07
"189",189,0.34,0.15,14.03,2001-07-08
"190",190,0.33,0.16,14.25,2001-07-09
"191",191,0.33,0.16,14.3,2001-07-10
"192",192,0.33,0.16,13.86,2001-07-11
"193",193,0.33,0.16,13.79,2001-07-12
"194",194,0.33,0.16,13.64,2001-07-13
"195",195,0.33,0.16,13.62,2001-07-14
"196",196,0.34,0.16,13.41,2001-07-15
"197",197,0.33,0.16,13.65,2001-07-16
"198",198,0.33,0.16,13.73,2001-07-17
"199",199,0.33,0.16,13.88,2001-07-18
"200",200,0.33,0.16,14.03,2001-07-19
"201",201,0.34,0.16,14.21,2001-07-20
"202",202,0.34,0.16,14.53,2001-07-21
"203",203,0.34,0.16,14.68,2001-07-22
"204",204,0.34,0.16,14.59,2001-07-23
"205",205,0.34,0.16,14.69,2001-07-24
"206",206,0.34,0.16,14.69,2001-07-25
"207",207,0.34,0.16,14.74,2001-07-26
"208",208,0.34,0.16,14.99,2001-07-27
"209",209,0.34,0.16,14.97,2001-07-28
"210",210,0.34,0.15,15.1,2001-07-29
"211",211,0.34,0.15,15.38,2001-07-30
"212",212,0.34,0.15,15.52,2001-07-31
"213",213,0.34,0.15,15.36,2001-08-01
"214",214,0.34,0.15,15.08,2001-08-02
"215",215,0.34,0.15,15.04,2001-08-03
"216",216,0.34,0.15,14.88,2001-08-04
"217",217,0.35,0.15,14.85,2001-08-05
"218",218,0.34,0.15,15.17,2001-08-06
"219",219,0.35,0.15,15.63,2001-08-07
"220",220,0.34,0.15,16.38,2001-08-08
"221",221,0.35,0.15,16.39,2001-08-09
"222",222,0.34,0.15,15.97,2001-08-10
"223",223,0.34,0.14,15.78,2001-08-11
"224",224,0.34,0.14,15.86,2001-08-12
"225",225,0.34,0.14,16.37,2001-08-13
"226",226,0.34,0.14,16.65,2001-08-14
"227",227,0.34,0.15,16.59,2001-08-15
"228",228,0.34,0.15,16.23,2001-08-16
"229",229,0.34,0.15,16.05,2001-08-17
"230",230,0.34,0.15,16.09,2001-08-18
"231",231,0.34,0.15,16.4,2001-08-19
"232",232,0.33,0.15,16.66,2001-08-20
"233",233,0.33,0.14,16.94,2001-08-21
"234",234,0.33,0.14,17.04,2001-08-22
"235",235,0.32,0.14,16.91,2001-08-23
"236",236,0.32,0.14,16.94,2001-08-24
"237",237,0.32,0.14,16.86,2001-08-25
"238",238,0.32,0.14,17.26,2001-08-26
"239",239,0.31,0.14,17.44,2001-08-27
"240",240,0.31,0.14,18.18,2001-08-28
"241",241,0.31,0.14,18.53,2001-08-29
"242",242,0.31,0.14,18.22,2001-08-30
"243",243,0.3,0.14,17.97,2001-08-31
"244",244,0.3,0.15,18.09,2001-09-01
"245",245,0.3,0.15,17.89,2001-09-02
"246",246,0.29,0.15,17.82,2001-09-03
"247",247,0.29,0.15,18.37,2001-09-04
"248",248,0.28,0.15,18.43,2001-09-05
"249",249,0.28,0.15,18.44,2001-09-06
"250",250,0.28,0.15,18.64,2001-09-07
"251",251,0.28,0.15,18.54,2001-09-08
"252",252,0.27,0.15,18.32,2001-09-09
"253",253,0.27,0.14,18.94,2001-09-10
"254",254,0.26,0.14,19.56,2001-09-11
"255",255,0.26,0.14,19.82,2001-09-12
"256",256,0.26,0.14,19.41,2001-09-13
"257",257,0.25,0.14,19.29,2001-09-14
"258",258,0.25,0.14,19.28,2001-09-15
"259",259,0.25,0.14,19.59,2001-09-16
"260",260,0.24,0.14,20.21,2001-09-17
"261",261,0.24,0.14,20.74,2001-09-18
"262",262,0.24,0.14,21.06,2001-09-19
"263",263,0.23,0.14,21.49,2001-09-20
"264",264,0.23,0.14,21.87,2001-09-21
"265",265,0.23,0.14,22.13,2001-09-22
"266",266,0.23,0.14,21.26,2001-09-23
"267",267,0.22,0.14,21.23,2001-09-24
"268",268,0.22,0.14,21.19,2001-09-25
"269",269,0.22,0.14,21.88,2001-09-26
"270",270,0.22,0.14,22.21,2001-09-27
"271",271,0.21,0.13,21.96,2001-09-28
"272",272,0.21,0.14,21.76,2001-09-29
"273",273,0.21,0.14,21.69,2001-09-30
"274",274,0.2,0.14,21.76,2001-10-01
"275",275,0.2,0.14,22.44,2001-10-02
"276",276,0.2,0.14,22.98,2001-10-03
"277",277,0.2,0.14,23.11,2001-10-04
"278",278,0.19,0.14,23.19,2001-10-05
"279",279,0.19,0.14,22.72,2001-10-06
"280",280,0.19,0.14,22.72,2001-10-07
"281",281,0.19,0.14,23.22,2001-10-08
"282",282,0.18,0.14,23.62,2001-10-09
"283",283,0.18,0.14,23.59,2001-10-10
"284",284,0.18,0.14,23.46,2001-10-11
"285",285,0.17,0.13,23.53,2001-10-12
"286",286,0.17,0.13,23.49,2001-10-13
"287",287,0.17,0.13,23.88,2001-10-14
"288",288,0.17,0.13,24.26,2001-10-15
"289",289,0.17,0.13,24.46,2001-10-16
"290",290,0.16,0.13,25.12,2001-10-17
"291",291,0.16,0.13,25.17,2001-10-18
"292",292,0.16,0.13,25.24,2001-10-19
"293",293,0.16,0.13,25.58,2001-10-20
"294",294,0.16,0.13,25.79,2001-10-21
"295",295,0.15,0.13,25.58,2001-10-22
"296",296,0.15,0.13,25.63,2001-10-23
"297",297,0.15,0.13,25.3,2001-10-24
"298",298,0.15,0.13,25.66,2001-10-25
"299",299,0.15,0.13,25.89,2001-10-26
"300",300,0.15,0.13,25.56,2001-10-27
"301",301,0.15,0.13,25.49,2001-10-28
"302",302,0.15,0.13,25.79,2001-10-29
"303",303,0.14,0.13,26.01,2001-10-30
"304",304,0.14,0.13,26.42,2001-10-31
"305",305,0.14,0.14,25.98,2001-11-01
"306",306,0.14,0.14,25.2,2001-11-02
"307",307,0.14,0.14,25.31,2001-11-03
"308",308,0.14,0.14,25.64,2001-11-04
"309",309,0.14,0.14,25.72,2001-11-05
"310",310,0.14,0.14,25.97,2001-11-06
"311",311,0.14,0.14,26.02,2001-11-07
"312",312,0.14,0.14,25.92,2001-11-08
"313",313,0.14,0.14,26.29,2001-11-09
"314",314,0.14,0.14,27.24,2001-11-10
"315",315,0.14,0.13,28.07,2001-11-11
"316",316,0.14,0.14,27.98,2001-11-12
"317",317,0.14,0.13,27.8,2001-11-13
"318",318,0.14,0.13,27.51,2001-11-14
"319",319,0.14,0.13,27.26,2001-11-15
"320",320,0.14,0.13,27.98,2001-11-16
"321",321,0.14,0.13,28.6,2001-11-17
"322",322,0.14,0.14,28.54,2001-11-18
"323",323,0.15,0.13,27.46,2001-11-19
"324",324,0.15,0.14,26.87,2001-11-20
"325",325,0.15,0.13,26.72,2001-11-21
"326",326,0.15,0.13,26.87,2001-11-22
"327",327,0.15,0.13,27.31,2001-11-23
"328",328,0.16,0.14,27.57,2001-11-24
"329",329,0.16,0.14,27.64,2001-11-25
"330",330,0.16,0.13,27.61,2001-11-26
"331",331,0.16,0.13,27.82,2001-11-27
"332",332,0.17,0.13,28.84,2001-11-28
"333",333,0.17,0.13,29.26,2001-11-29
"334",334,0.18,0.13,29.21,2001-11-30
"335",335,0.18,0.13,28.57,2001-12-01
"336",336,0.18,0.13,28.07,2001-12-02
"337",337,0.19,0.13,28.13,2001-12-03
"338",338,0.19,0.13,28.71,2001-12-04
"339",339,0.2,0.13,29.38,2001-12-05
"340",340,0.2,0.13,29.44,2001-12-06
"341",341,0.21,0.13,28.94,2001-12-07
"342",342,0.22,0.14,28.49,2001-12-08
"343",343,0.22,0.14,27.51,2001-12-09
"344",344,0.22,0.14,27.22,2001-12-10
"345",345,0.23,0.14,27.41,2001-12-11
"346",346,0.24,0.14,28.23,2001-12-12
"347",347,0.24,0.15,28.7,2001-12-13
